date,state,value
2019-06-10,New York State,3.1745817820532136
2019-06-10,New York City,3.129392005796228
2019-06-17,Central Atlantic,3.0954996736034897
2019-06-17,New England,3.0164175651537652
2019-06-17,New York State,3.129392005796228
2019-06-17,New York City,3.0954996736034897
2019-06-24,Central Atlantic,3.084202229539243
2019-06-24,New England,3.005120121089519
2019-06-24,New York State,3.0954996736034897
2019-06-24,New York City,3.0616073414107503
2019-07-01,Central Atlantic,3.163114157314655
2019-07-01,New England,3.0388489582772933
2019-07-01,New York State,3.163114157314655
2019-07-01,New York City,3.1292236484862834
2019-07-08,Central Atlantic,3.163114157314655
2019-07-08,New England,3.0388489582772933
2019-07-08,New York State,3.151817321038531
2019-07-08,New York City,3.1292236484862834
2019-07-15,Central Atlantic,3.185707829866902
2019-07-15,New England,3.0840363033817884
2019-07-15,New York State,3.163114157314655
2019-07-15,New York City,3.151817321038531
2019-07-22,Central Atlantic,3.1744109935907785
2019-07-22,New England,3.061442630829541
2019-07-22,New York State,3.1744109935907785
