date,Central Atlantic,New England,New York State,New York City
2021-05-03,3.1566576285864514,3.03733380070174,3.1132671457192833,3.1132671457192833
2021-05-10,3.2434385943207866,3.1132671457192833,3.1892004907368268,3.210895732170411
2021-05-17,3.297676697904746,3.178352870020035,3.2325909736039944,3.26513383575437
2021-05-24,3.297676697904746,3.1892004907368268,3.2434385943207866,3.2434385943207866
2021-05-31,3.297676697904746,3.1892004907368268,3.2325909736039944,3.2325909736039944
2021-06-07,3.2868301845701526,3.168676158327435,3.233123809005281,3.222382533892307
2021-06-14,3.3083127347961017,3.1794174334404093,3.2868301845701526,3.2546063592312295
2021-06-21,3.3190540099090757,3.200899983666358,3.297571459683127,3.2546063592312295
2021-06-28,3.3405365601350243,3.233123809005281,3.3083127347961017,3.297571459683127
2021-07-05,3.36567257020027,3.268896042622627,3.344166675183016,3.322660780165762
2021-07-12,3.3764255177088978,3.2796489901312538,3.3549196226916433,3.3334137276743894
2021-07-19,3.3979314127261517,3.2796489901312538,3.36567257020027,3.3549196226916433
2021-07-26,3.3979314127261517,3.2796489901312538,3.3549196226916433,3.3549196226916433
2021-08-02,3.4258255961514252,3.2754758834676636,3.3828685353846364,3.3721292701929393
2021-08-09,3.415086330959728,3.286215148659361,3.3613900050012417,3.3506507398095446
2021-08-16,3.415086330959728,3.286215148659361,3.3828685353846364,3.3506507398095446
2021-08-23,3.4043470657680306,3.286215148659361,3.3721292701929393,3.339911474617847
2021-08-30,3.415086330959728,3.286215148659361,3.4043470657680306,3.3613900050012417
2021-09-06,3.4397752869828895,3.300902371669915,3.450457818930041,3.4184102230885856
2021-09-13,3.4397752869828895,3.3115849036170673,3.4397752869828895,3.407727691141434
2021-09-20,3.461140350877193,3.3115849036170673,3.450457818930041,3.4184102230885856
2021-09-27,3.461140350877193,3.3115849036170673,3.4397752869828895,3.407727691141434
2021-10-04,3.4496527159394486,3.3005936479667564,3.4177114870881575,3.3857702582368665
2021-10-11,3.545476402493322,3.4070644108043937,3.524182249925795,3.4709468685069758
2021-10-18,3.620005936479668,3.524182249925795,3.620005936479668,3.5667705550608497
2021-10-25,3.705182546749778,3.5987117839121407,3.705182546749778,3.6625942416147232
2021-11-01,3.6925035463376923,3.6076184073414233,3.703114188712226,3.650060976839558
2021-11-08,3.6925035463376923,3.6394503344650246,3.703114188712226,3.6394503344650246
2021-11-15,3.7137248310867594,3.628839692090491,3.7137248310867594,3.650060976839558
2021-11-22,3.7137248310867594,3.628839692090491,3.7137248310867594,3.650060976839558
2021-11-29,3.703114188712226,3.6394503344650246,3.7137248310867594,3.650060976839558
2021-12-06,3.6790115372307275,3.6258466306233474,3.6683785559092517,3.6045806679803953
2021-12-13,3.6683785559092517,3.615213649301871,3.6683785559092517,3.615213649301871
2021-12-20,3.6577455745877754,3.5939476866589186,3.6577455745877754,3.6045806679803953
2021-12-27,3.6471125932662996,3.583314705337443,3.6471125932662996,3.5939476866589186
2022-01-03,3.596512306605722,3.543931717327861,3.596512306605722,3.543931717327861
2022-01-10,3.5754800708945775,3.533415599472288,3.5754800708945775,3.5018672459055717
2022-01-17,3.5754800708945775,3.5123833637611437,3.564963953039005,3.5018672459055717
2022-01-24,3.596512306605722,3.5123833637611437,3.596512306605722,3.5123833637611437
2022-01-31,3.6385767780280114,3.543931717327861,3.6490928958835838,3.58599618875015
