series_id,date,fips_code,pct,county,state
LAUCN090010000000003,2019-01-01,09001,4.4,Fairfield,CT
LAUCN090010000000003,2019-02-01,09001,4.1,Fairfield,CT
LAUCN090010000000003,2019-03-01,09001,3.8,Fairfield,CT
LAUCN090010000000003,2019-04-01,09001,3,Fairfield,CT
LAUCN090010000000003,2019-05-01,09001,3.5,Fairfield,CT
LAUCN090010000000003,2019-06-01,09001,3.7,Fairfield,CT
LAUCN090010000000003,2019-07-01,09001,3.7,Fairfield,CT
LAUCN090010000000003,2019-08-01,09001,3.7,Fairfield,CT
LAUCN090010000000003,2019-09-01,09001,3.2,Fairfield,CT
LAUCN090010000000003,2019-10-01,09001,3.3,Fairfield,CT
LAUCN090010000000003,2019-11-01,09001,3,Fairfield,CT
LAUCN090010000000003,2019-12-01,09001,3,Fairfield,CT
LAUCN090010000000003,2020-01-01,09001,4.2,Fairfield,CT
LAUCN090010000000003,2020-02-01,09001,4,Fairfield,CT
LAUCN090010000000003,2020-03-01,09001,4.2,Fairfield,CT
LAUCN090010000000003,2020-04-01,09001,8.2,Fairfield,CT
LAUCN090010000000003,2020-05-01,09001,11.7,Fairfield,CT
LAUCN090010000000003,2020-06-01,09001,11.6,Fairfield,CT
LAUCN090010000000003,2020-07-01,09001,11.7,Fairfield,CT
LAUCN090010000000003,2020-08-01,09001,8.4,Fairfield,CT
LAUCN090010000000003,2020-09-01,09001,8.4,Fairfield,CT
LAUCN090010000000003,2020-10-01,09001,7.9,Fairfield,CT
LAUCN090010000000003,2020-11-01,09001,7.5,Fairfield,CT
LAUCN090010000000003,2020-12-01,09001,7.7,Fairfield,CT
LAUCN090010000000003,2021-01-01,09001,8.5,Fairfield,CT
LAUCN090010000000003,2021-02-01,09001,8.3,Fairfield,CT
LAUCN090010000000003,2021-03-01,09001,8.1,Fairfield,CT
LAUCN090010000000003,2021-04-01,09001,7.3,Fairfield,CT
