series_id,date,fips_code,value,county,state
LAUCT365100000000005,2020-05-01,36510,3122922,New York City,NY
LAUCT365100000000005,2020-06-01,36510,3401106,New York City,NY
LAUCT365100000000005,2020-07-01,36510,3409157,New York City,NY
LAUCT365100000000005,2020-08-01,36510,3463933,New York City,NY
LAUCT365100000000005,2020-09-01,36510,3438880,New York City,NY
LAUCT365100000000005,2020-10-01,36510,3496675,New York City,NY
LAUCT365100000000005,2020-11-01,36510,3480823,New York City,NY
LAUCT365100000000005,2020-12-01,36510,3471464,New York City,NY
LAUCT365100000000005,2021-01-01,36510,3429925,New York City,NY
LAUCT365100000000005,2021-02-01,36510,3463767,New York City,NY
LAUCT365100000000005,2021-03-01,36510,3692059,New York City,NY
LAUCT365100000000005,2021-04-01,36510,3679670,New York City,NY
LAUCT365100000000005,2021-05-01,36510,3651035,New York City,NY
LAUCT365100000000005,2021-06-01,36510,3664555,New York City,NY
LAUCT365100000000005,2021-07-01,36510,3682791,New York City,NY
LAUCT365100000000005,2021-08-01,36510,3679893,New York City,NY
LAUCT365100000000005,2021-09-01,36510,3681436,New York City,NY
LAUCT365100000000005,2021-10-01,36510,3706580,New York City,NY
LAUCT365100000000005,2021-11-01,36510,3704704,New York City,NY
LAUCT365100000000005,2021-12-01,36510,3707265,New York City,NY
LAUCT365100000000005,2022-01-01,36510,3715222,New York City,NY
LAUCT365100000000005,2022-02-01,36510,3737942,New York City,NY
