date,Connecticut,New Jersey,New York,NYC
2021-11-27,24.17,-2.21,-24.15,-35.55
2021-11-28,150.29,45.67,-12.79,-29.05
2021-11-29,74.15,54.7,-35.29,-43.1
2021-11-30,0.25,-14.22,-43.4,-49.01
2021-12-01,6.11,-13.36,-41.76,-48.11
2021-12-02,-1.99,-10.69,-37.56,-44.08
2021-12-03,15.73,-5.83,-31.06,-41.33
2021-12-04,17.22,-3.96,-26.17,-35.2
2021-12-05,13.71,-5.05,-29.15,-37.81
2021-12-06,-21.78,-18.41,-39.58,-42.55
2021-12-07,-12.51,-17.75,-35.49,-39.91
2021-12-08,-4.79,-14.64,-35.26,-40.41
2021-12-09,-11.54,-18.29,-33.15,-37.75
2021-12-10,16.03,-2.88,-27.26,-35.59
2021-12-11,25.64,0.07,-23.97,-32.64
2021-12-12,23.25,0.92,-28.14,-36.58
2021-12-13,-13.01,-21.77,-44.24,-49.4
2021-12-14,54.66,-10.8,-36.66,-43.43
2021-12-15,1.97,-14.06,-38.96,-45.98
2021-12-16,0.16,-11.9,-38.45,-46.75
2021-12-17,15.31,-6.43,-33.79,-44.01
2021-12-18,22.22,0.01,-31.73,-42.41
2021-12-19,10.07,-3.1,-37.86,-47.17
2021-12-20,-44.6,-43,-58.47,-60.17
2021-12-21,-33.77,-49.88,-57.23,-57.97
2021-12-22,106.81,79.11,-23.92,-47.65
2021-12-23,16.22,-8.67,-45.65,-59.45
2021-12-24,-29.74,-31.51,-53.09,-61.51
2021-12-25,-76.52,-82.9,-77.69,-73.19
2021-12-26,3.29,-21.45,-50.15,-57.92
2021-12-27,-7.22,-24.1,-50.99,-58.61
2021-12-28,-55.42,-63.13,-62.72,-58.69
2021-12-29,49.69,30.92,-24.33,-37
2021-12-30,125.23,91.07,-14.6,-36.67
2021-12-31,71.38,35.72,-17.37,-42.03
2022-01-01,-37.62,-58.71,-65.28,-68.94
2022-01-02,-5.74,-29.14,-51.35,-55.17
2022-01-03,-33.12,-45.54,-62.52,-66.58
2022-01-04,-35.73,-40.63,-66.51,-72.65
2022-01-05,-47.22,-46.59,-67.97,-74.76
2022-01-06,-33.66,-36.46,-65.2,-73.06
2022-01-07,-44.4,-47.23,-61.75,-69.44
2022-01-08,-13.06,-27.19,-48.91,-60.04
2022-01-09,-27.47,-21.74,-60.1,-69.34
2022-01-10,-43.77,-35.7,-71.37,-78.43
2022-01-11,-39.03,-40.88,-73.09,-80.68
2022-01-12,-33.27,-35.75,-65.94,-75.71
2022-01-13,-22.35,-25.69,-60.22,-72.01
2022-01-14,-6.65,-12.22,-46.15,-60.4
2022-01-15,17.86,3.2,-38.38,-55.49
2022-01-16,160.76,6.87,-35.99,-55.54
2022-01-17,1.27,-7.73,-47.66,-55.99
2022-01-18,-32.74,-24.68,-60.87,-69.66
2022-01-19,-18.32,-23.51,-59.42,-69.46
2022-01-20,-16.43,-25.03,-58.52,-69.3
2022-01-21,-6.33,-17.31,-49.42,-62.49
2022-01-22,4.05,-16.78,-42.03,-53.13
2022-01-23,-2.32,-23.45,-49.95,-59.53
2022-01-24,-32.59,-26.71,-64.31,-71.62
2022-01-25,-9.37,-14.47,-56.81,-67.36
2022-01-26,27.88,-4.74,-49.37,-64.75
2022-01-27,6.72,-1.62,-44.06,-58.54
2022-01-28,-11.66,-27.32,-48.57,-60.12
2022-01-29,-83.99,-76.29,-72.53,-72.69
2022-01-30,43.18,22.76,-38.61,-54.63
2022-01-31,-7.26,-13.09,-64.06,-72.85
2022-02-01,-17.25,-26.82,-61.4,-70.27
2022-02-02,4.53,-13.89,-54.58,-64.94
2022-02-03,107.03,48.21,-41.99,-56.37
2022-02-04,-23.3,-28.18,-54.02,-61.97
2022-02-05,27.33,-6.31,-33.29,-44.78
2022-02-06,33.44,-4.06,-38.32,-52.13
2022-02-07,-35.73,-18.14,-58.33,-65.44
2022-02-08,179.89,55.51,-31.75,-46.17
2022-02-09,-4.69,-22.94,-46.15,-55.01
2022-02-10,-53.73,-65.26,-66,-64.19
2022-02-11,29.1,-8.08,-29.81,-41.86
2022-02-12,33.5,-2.07,-21.05,-32.3
2022-02-13,-25.62,-47.69,-59.64,-64.61
2022-02-14,172.45,119.86,30.87,-16.79
2022-02-15,7.52,1.94,-42.39,-52.75
2022-02-16,33.2,106.52,-32.8,-47.73
2022-02-17,5.63,-5.08,-44.33,-54.03
2022-02-18,16.97,-1.64,-37.05,-49.53
2022-02-19,18.44,-3.22,-26.85,-38.73
2022-02-20,80.11,35.56,1.61,-17.36
2022-02-21,85.58,73.93,-3.76,-27.38
2022-02-22,24.71,-9.93,-40.4,-54.79
2022-02-23,50.13,2.65,-28.06,-43.74
2022-02-24,18.72,-9.84,-35.71,-49.56
2022-02-25,-5.61,-2.98,-36.37,-45.09
2022-02-26,46,5,-24.5,-36.53
2022-02-27,61.23,15.35,-27.3,-39.96
2022-02-28,28.29,-7.89,-43.87,-51.93
2022-03-01,5.56,-20.24,-44.54,-51.51
2022-03-02,18.55,-8.41,-41.99,-50.03
2022-03-03,25.26,-6.95,-39.18,-49.36
2022-03-04,28.14,-3.78,-35.29,-47.78
2022-03-05,24.88,-2.77,-29.8,-41.8
2022-03-06,57.83,5.29,-25.95,-39.83
2022-03-07,-11.74,-9.54,-46.87,-53.23
2022-03-08,-0.58,-11.82,-39.3,-45.79
2022-03-09,-11.41,-22.96,-47.4,-52.91
2022-03-10,14.67,-1.29,-36.05,-44.79
2022-03-11,31.32,-3.51,-32.95,-44.52
2022-03-12,-4.52,-26.95,-40.47,-47.88
2022-03-13,41.91,5.94,-28.53,-41.71
2022-03-14,5.36,3.98,-39.66,-44.89
2022-03-15,14.75,4.67,-32.45,-39.52
2022-03-16,26.35,1.56,-31.82,-38.68
2022-03-17,7.35,-0.14,-38,-45.97
2022-03-18,59.26,15.88,-20.17,-32.16
2022-03-19,17.3,0.42,-24.47,-33.77
2022-03-20,39.14,-5.98,-29.7,-37.54
2022-03-21,1.21,5.67,-32.46,-37.64
2022-03-22,-2.29,-8.8,-34.06,-39.06
2022-03-23,11.56,-12.01,-36,-44.46
2022-03-24,14.34,-7.1,-37.64,-45.39
2022-03-25,31.67,2.15,-29.28,-41.17
2022-03-26,19.21,-6.82,-27.75,-38.8
2022-03-27,39.02,4.05,-27.4,-39.54
2022-03-28,1.53,-5.93,-43.2,-48.66
2022-03-29,15.64,-1.08,-36.69,-43.47
2022-03-30,24.44,-6.88,-35.57,-42.5
2022-03-31,42.71,-5.37,-35.16,-42.82
2022-04-01,41.88,8.7,-25.87,-37.98
2022-04-02,35.5,-4.17,-26.08,-35.64
2022-04-03,32.44,-14.44,-32.18,-43.72
2022-04-04,10.36,-8.42,-37.11,-41.64
2022-04-05,8.53,-4.02,-32.09,-37.31
2022-04-06,10.36,-12.12,-37.43,-42.16
2022-04-07,18.59,-11.74,-37.53,-43.97
2022-04-08,28.49,6.1,-24.91,-34.72
2022-04-09,31.81,-7.04,-27.58,-37.48
2022-04-10,34.15,1.69,-25.86,-36.07
2022-04-11,-16.15,-3.59,-36.88,-41.61
2022-04-12,8.91,0.55,-34.29,-40.39
2022-04-13,17.42,3.11,-34.46,-41.95
2022-04-14,24.39,-0.89,-32.46,-40.99
2022-04-15,42.44,10.78,-24.34,-33.75
2022-04-16,32.82,2.14,-19.67,-28.57
2022-04-17,5.66,-11.85,-27.95,-35.91
2022-04-18,36.75,-3.39,-33.95,-42.18
2022-04-19,21.74,-15.64,-38.76,-45.1
2022-04-20,29.76,-5.87,-33.1,-40.94
2022-04-21,43.24,3.92,-31.52,-40.25
2022-04-22,48.29,26.3,-17.06,-30.69
2022-04-23,30.44,-2.54,-25.38,-34.4
2022-04-24,45.38,6.43,-21.94,-33.61
2022-04-25,-0.18,-9.33,-43.6,-50.38
2022-04-26,4.09,-10.02,-37.41,-42.09
2022-04-27,20.39,6.11,-34.93,-42.22
2022-04-28,30.22,6.31,-35.47,-44.03
2022-04-29,30.26,7.31,-29.48,-40.85
2022-04-30,35.59,2.9,-24.23,-34.74
2022-05-01,48.88,9.93,-20.43,-31.9
2022-05-02,-4.39,-6.87,-42.14,-46.84
2022-05-03,12.19,-13.85,-36.06,-40.98
2022-05-04,8.68,-10.31,-37.97,-43.13
2022-05-05,57.1,17.26,-22.5,-33.29
2022-05-06,26.73,-15.36,-36.9,-45.83
2022-05-07,22.89,-19.31,-33.6,-41.9
2022-05-08,18.39,-8.91,-17.9,-28.51
2022-05-09,12.08,4.83,-37.14,-44.11
2022-05-10,23.6,0.85,-32.18,-39.36
2022-05-11,24.34,-5.83,-38.24,-44.22
2022-05-12,28.04,-3.46,-34.09,-42.06
2022-05-13,41.15,-3.49,-32.66,-41.44
2022-05-14,34.09,-8.73,-28.77,-37.38
2022-05-15,43.5,0.56,-26.76,-35.45
2022-05-16,-20.39,-19.18,-45.08,-47.74
2022-05-17,13.77,0.77,-32.69,-37.65
2022-05-18,31.94,2.7,-27.48,-32.53
