date,"Fairfield, CT","Hartford, CT","Litchfield, CT","New Haven, CT","Bergen, NJ","Hudson, NJ","Monmouth, NJ","Morris, NJ","Suffolk, NY","Westchester, NY","NYC, NY"
2022-01-12,11,12.7,47,9.56,24.8,11.600000000000001,21.099999999999998,6.54,21.6,4.4799999999999995,10.4
2022-01-13,11.1,13.5,44.4,6.67,23.7,9.700000000000001,19.400000000000002,5.8999999999999995,19.6,4.71,9.51
2022-01-14,11.200000000000001,17.7,49.8,11.899999999999999,29.5,12.9,24,11.1,24.3,5.140000000000001,11.4
2022-01-15,10,19.6,48,11.799999999999999,31.6,15.299999999999999,24,12.3,24.099999999999998,5.56,10.8
2022-01-16,11.5,19.1,47.8,11.799999999999999,31.4,16.900000000000002,24.099999999999998,12.3,24.6,6.01,11.1
2022-01-17,11.799999999999999,19.2,48.3,11.899999999999999,30.9,20.1,23.799999999999997,12.5,27.200000000000003,6.23,10.9
2022-01-18,12.1,19.2,48.8,12,34.2,16.8,23.5,12.7,25.900000000000002,6.45,10.7
2022-01-19,11,19.400000000000002,45.5,11.600000000000001,36.7,18.3,24.4,12.8,25,7.470000000000001,12.4
2022-01-20,12.8,19.2,49.9,12.1,39,20.200000000000003,26.3,18.7,27.3,6.9,13.900000000000002
2022-01-21,13.100000000000001,21.4,50.4,16.400000000000002,28.9,18.3,25.2,17.8,28.7,11.200000000000001,13.600000000000001
2022-01-22,13.5,21.6,50.9,12.3,28.4,18.2,22.5,13.3,28.599999999999998,8.94,11.3
2022-01-23,13.8,19.3,51.5,12.3,27.900000000000002,16.7,22,13.5,29.4,7.57,9.74
2022-01-24,16.400000000000002,21.6,56.10000000000001,12.2,29.4,16,24.6,14.099999999999998,28.4,7.86,10.6
2022-01-25,16.5,20.3,55.60000000000001,15.1,27.400000000000002,15.7,22.900000000000002,18.2,33.2,7.7299999999999995,9.77
2022-01-26,13.700000000000001,21.7,53.7,14.299999999999999,28.199999999999996,14.099999999999998,20.4,15.7,33,5.07,8.04
2022-01-27,11.899999999999999,17.599999999999998,52.1,13.200000000000001,28.1,13,20.200000000000003,15,32,4.2700000000000005,6.43
2022-01-28,11.700000000000001,17.2,50.3,15.4,30.599999999999998,16,19.900000000000002,16.2,34.4,4.24,8.34
2022-01-29,9.82,16.7,49.1,11.700000000000001,28.799999999999997,12.7,19.400000000000002,13.8,23.799999999999997,0.752,5.74
2022-01-30,9.15,16.3,53.6,11.5,32.6,12.7,19,18,22.900000000000002,-0.384,5.08
2022-01-31,8.39,15.299999999999999,51.7,11.1,35.199999999999996,15.4,19,21.3,22.6,2.41,4.89
2022-02-01,10.4,15.2,50.9,13.4,36.199999999999996,17.299999999999997,19.1,20.200000000000003,22.2,1.87,6.03
2022-02-02,10.4,15.7,50,13.5,35.199999999999996,17.4,20.5,20.8,20.9,3.0700000000000003,6.38
2022-02-03,10.9,16.3,47.199999999999996,13.3,35.699999999999996,17.2,19.8,19.5,19.7,2.88,8.4
2022-02-04,14.2,19.1,44,16.6,34,17.4,16.7,15.9,26.6,4.46,6.97
2022-02-05,15.2,19.6,49,17.7,40.300000000000004,18.4,28.1,19.8,27.3,5.43,13.200000000000001
2022-02-06,16.3,20.200000000000003,48.199999999999996,18.7,41.6,19.3,29.599999999999998,20.1,28.1,6.39,14.6
2022-02-07,15.4,19.3,51.1,18.8,39.300000000000004,19.6,28.7,16.8,26.3,6.03,15.1
2022-02-08,13.700000000000001,19.8,49.3,17.1,37.6,17.2,28.9,16.6,25,5.489999999999999,13.600000000000001
2022-02-09,13.900000000000002,17.599999999999998,48.9,16.6,37.1,15.7,26.5,15.8,24.4,2.98,12.9
2022-02-10,11.4,16.3,45.7,16.3,36.5,16.3,26.3,14.2,21.9,0.203,10.4
2022-02-11,12.1,17.8,47.8,12.1,37.8,13.900000000000002,25.3,15.7,22.3,1.7500000000000002,9.120000000000001
2022-02-12,13.700000000000001,22.900000000000002,48.5,15,40.699999999999996,18,27.500000000000004,17,24,5.66,8.59
2022-02-13,13.3,23.400000000000002,49.6,14.499999999999998,38.800000000000004,17.8,23.200000000000003,16.400000000000002,21.2,5.54,7.2700000000000005
2022-02-14,13.4,25.7,49.3,13.900000000000002,38.9,17.5,24.3,18.2,21.2,4.8,5.970000000000001
2022-02-15,13.8,24.8,54.400000000000006,15.5,40.400000000000006,19.2,25,19.6,21.8,5.18,7.02
2022-02-16,14.099999999999998,26.6,57.199999999999996,15.4,40.699999999999996,21,25.900000000000002,20.4,23.200000000000003,6.21,6.83
2022-02-17,15.2,27.6,60.6,14.399999999999999,41,21.099999999999998,25.5,22.5,24.2,6.92,8.5
2022-02-18,12.5,30.599999999999998,55.400000000000006,14.299999999999999,41.3,22.8,25.1,21.5,23.599999999999998,7.84,10
2022-02-19,12.3,22.5,56.49999999999999,14.299999999999999,39.1,18.5,21.9,22.6,21.3,4.390000000000001,8.49
2022-02-20,12.2,22.3,57.699999999999996,14.2,39.1,18.7,25.7,23.599999999999998,22.900000000000002,4.2,8.42
2022-02-21,12.3,21.6,57.49999999999999,14.499999999999998,38.9,19.3,24.7,23.5,23,4.6,10.7
2022-02-22,12.5,20.9,57.3,14.799999999999999,38.800000000000004,19.900000000000002,24.7,23.3,21.4,5,8.450000000000001
2022-02-23,12.1,21.3,56.49999999999999,13.700000000000001,37.5,15.1,23.1,21.5,20.4,5.41,7.89
2022-02-24,12.8,21.5,55.800000000000004,15.2,37.6,18.099999999999998,24.099999999999998,23,21.2,7.9399999999999995,7.829999999999999
2022-02-25,10.6,18.7,50,13.100000000000001,38.800000000000004,18.3,25.8,21.099999999999998,21.099999999999998,6.660000000000001,7.53
2022-02-26,13.100000000000001,18.6,55.800000000000004,15.9,40.1,20,27.3,23.599999999999998,20.9,8.110000000000001,7.430000000000001
2022-02-27,13.3,17.299999999999997,56.2,16.2,37.9,22.900000000000002,26.3,22.8,20.7,7.01,8.55
2022-02-28,12.8,18.5,58.699999999999996,17.2,39,23.3,26.8,20.599999999999998,20.7,5.17,10.7
2022-03-01,13.4,17.299999999999997,55.300000000000004,17.5,39.7,24.5,26.900000000000002,19.5,23.200000000000003,3.8600000000000003,9.969999999999999
2022-03-02,14.499999999999998,18.4,52.800000000000004,20,40.400000000000006,27.700000000000003,26.1,22.5,25,4.12,11.200000000000001
2022-03-03,13.700000000000001,16.3,49.7,17.7,43.4,25.7,29.799999999999997,20.8,23.9,2.74,13.3
2022-03-04,16.400000000000002,18.4,54.800000000000004,19.8,42.8,25.1,27.500000000000004,22.6,25.2,5.8500000000000005,12.8
2022-03-05,18,18.7,54.6,21,43.5,22.900000000000002,26,21.3,26.200000000000003,4.6,12.9
2022-03-06,18.9,18.9,53,21.3,43.6,19.1,25.8,20,27.1,2.91,13.5
2022-03-07,19.2,18.8,55.400000000000006,19.8,44,18.3,26.1,22.400000000000002,27.900000000000002,5,13.100000000000001
2022-03-08,18.8,19.5,56.8,19.900000000000002,45.6,18.7,25.6,23.3,27.400000000000002,7.670000000000001,14.299999999999999
2022-03-09,17.599999999999998,20.7,57.699999999999996,17.7,42.5,15.7,23,19.8,25.8,4.97,11.600000000000001
2022-03-10,21.4,21.3,65.60000000000001,22.400000000000002,41.699999999999996,16.5,25.3,21.7,28.1,5.800000000000001,9.71
2022-03-11,22.7,21.3,65.60000000000001,21.5,43.2,15.4,26.700000000000003,22.900000000000002,28.199999999999996,5.54,10.8
2022-03-12,21.5,21.9,65.60000000000001,21.6,41.6,13.600000000000001,27.6,20.7,27,6.25,9.62
2022-03-13,23.200000000000003,23.200000000000003,65.60000000000001,23.200000000000003,40.300000000000004,14.899999999999999,29.299999999999997,20,27.1,6.98,9.049999999999999
2022-03-14,24,24.3,65.60000000000001,24.9,39.800000000000004,16,28.599999999999998,20.7,27.3,7.5200000000000005,9.229999999999999
2022-03-15,23.5,25.6,65.60000000000001,25.900000000000002,39,15.7,29.099999999999998,21.7,27.1,9.25,8.74
2022-03-16,27.3,25.2,65.60000000000001,27.200000000000003,38.6,16.3,29.9,24.2,28.7,10.299999999999999,9.6
2022-03-17,26.400000000000002,28.000000000000004,65.60000000000001,24.7,38.6,13.100000000000001,27.800000000000004,22.8,28.000000000000004,9.73,8.57
2022-03-18,25.8,26.900000000000002,65.60000000000001,22.900000000000002,38.6,18.2,28.299999999999997,21.2,27.900000000000002,9.950000000000001,7.7700000000000005
2022-03-19,26.900000000000002,28.000000000000004,65.60000000000001,24.3,39.1,21,26.6,24.2,28.7,12.3,8.84
2022-03-20,24.099999999999998,28.000000000000004,64,23.7,40.699999999999996,19.5,24.3,25.5,29.2,13.3,8.89
2022-03-21,24.7,26.3,65,23.200000000000003,39.2,17.4,24.2,24.8,28.499999999999996,10.6,8.94
2022-03-22,22.900000000000002,27.500000000000004,62.4,22.1,37.4,17.7,22.7,24.3,28.999999999999996,9.629999999999999,9.58
2022-03-23,22.6,26.200000000000003,61.199999999999996,20.4,36.5,19.2,22,22,27.900000000000002,8.780000000000001,9.19
2022-03-24,20.599999999999998,25.1,59.099999999999994,19,35.6,18.7,20.599999999999998,22.3,26.900000000000002,9.36,9.17
2022-03-25,22.1,26.6,60.6,19.1,33.800000000000004,15.6,20.5,20.3,26.5,10.100000000000001,8.290000000000001
2022-03-26,21.4,26.700000000000003,58.4,18.8,32.1,14.2,22.900000000000002,20.5,26.5,7.720000000000001,9.370000000000001
2022-03-27,21.8,25.5,59.9,17.9,30.3,14.000000000000002,23,20.4,25.6,6.959999999999999,8.58
2022-03-28,21.9,25.3,57.599999999999994,15.9,31.1,14.7,23.799999999999997,18.7,25,7.71,8
2022-03-29,18.8,24.3,56.699999999999996,15.1,31.3,12.8,24.9,16.8,24,6.460000000000001,6.83
2022-03-30,20.200000000000003,21.6,58.099999999999994,15.2,32.7,13.900000000000002,25.7,19.400000000000002,24.4,6.550000000000001,8.4
2022-03-31,21.8,22.1,59.4,16.8,34.300000000000004,16.2,27.400000000000002,19,25.1,5.6000000000000005,8.459999999999999
2022-04-01,20.7,20.9,62.1,17.4,36.1,16.6,26.200000000000003,21,26.8,4.14,12.6
2022-04-02,21.8,21.099999999999998,63.5,18.7,41.6,17.599999999999998,27.200000000000003,22.6,27.200000000000003,5.35,12.9
2022-04-03,24.5,21.3,63.9,19.900000000000002,43.5,20,28.9,24.2,28.4,5.37,14.2
2022-04-04,24.7,21.2,62.3,21.8,45.2,21.3,28.9,25.2,30.4,6.38,14.899999999999999
2022-04-05,23.200000000000003,23,64.9,23.3,45.2,22.900000000000002,29.099999999999998,28.799999999999997,31.7,6.7,17
2022-04-06,25.5,21.8,63.9,23.5,47,22.3,29.5,27.200000000000003,32.2,7.199999999999999,17.2
2022-04-07,23.799999999999997,21.6,64.4,23,46.1,20.1,29.299999999999997,25.900000000000002,31.8,7.359999999999999,18.099999999999998
2022-04-08,23.5,20.5,62.1,21.7,46.300000000000004,17.8,28.7,26.5,29.9,7.3999999999999995,17.599999999999998
2022-04-09,22.900000000000002,20.3,59,21,44,16.1,28.1,25.900000000000002,30.4,7.61,15.5
2022-04-10,19.900000000000002,19.8,56.89999999999999,19.8,42.699999999999996,14.7,26.6,23.5,29.099999999999998,7.739999999999999,15.4
2022-04-11,19.3,21,61.4,19.5,43.5,14.399999999999999,26.700000000000003,23.599999999999998,27.400000000000002,6.2700000000000005,15.6
2022-04-12,19.1,22.400000000000002,59.5,19.7,46.800000000000004,13.600000000000001,27.500000000000004,23.7,26.900000000000002,7.26,14.000000000000002
2022-04-13,21.9,23.799999999999997,59.699999999999996,21.3,44.800000000000004,15,27.6,23.799999999999997,26.5,8.450000000000001,13.8
2022-04-14,24.2,25.5,61.1,22.6,46.2,16.900000000000002,28.299999999999997,26.200000000000003,27.700000000000003,9.21,15.1
2022-04-15,25,27.700000000000003,65.4,24.3,44.1,20.200000000000003,30,24.2,29.799999999999997,9.700000000000001,15.5
2022-04-16,25.6,29.099999999999998,65.60000000000001,23.400000000000002,43.4,20.5,29.9,23,29.599999999999998,8.19,13.600000000000001
2022-04-17,23,27.200000000000003,65.60000000000001,18.9,40.2,20.4,27.200000000000003,21.6,25.8,5.58,11.200000000000001
2022-04-18,22.6,25.7,65.60000000000001,17.2,37.4,20.200000000000003,25.8,23.1,25.4,5.390000000000001,10.4
2022-04-19,20.200000000000003,22.7,65.2,18.7,40.6,19.7,24.4,21.5,23.599999999999998,2.93,9.99
2022-04-20,20.5,22.2,65.60000000000001,13.4,34.699999999999996,19.7,23.7,21.2,22.8,1.76,10.4
2022-04-21,24.7,23.7,65.60000000000001,18.5,37.5,20.4,26.200000000000003,23.599999999999998,28.1,3.2099999999999995,11.899999999999999
2022-04-22,22.900000000000002,21.099999999999998,65.60000000000001,15.5,39.300000000000004,18.9,26.1,24.7,27.400000000000002,0.359,12.1
2022-04-23,22.7,19.2,65.60000000000001,13.900000000000002,39.5,18.5,23.9,24.6,26.3,0.242,12.8
2022-04-24,26,20.1,65.60000000000001,18.2,41.699999999999996,18.5,25.5,27.800000000000004,29.799999999999997,3.2,14.399999999999999
2022-04-25,25.4,19.5,65.60000000000001,19.5,43.7,16.6,26.3,25.5,28.999999999999996,3.65,14.2
2022-04-26,26.6,20.9,65.60000000000001,21.9,46,16.3,26.5,24.9,31.1,4.64,15.9
2022-04-27,24.9,18.9,65.60000000000001,20.3,44.800000000000004,15.4,26.200000000000003,24.7,31.3,4.67,15.4
2022-04-28,22.3,20.3,65.60000000000001,21,42.5,14.799999999999999,23,21,27.500000000000004,4.590000000000001,14.799999999999999
2022-04-29,22.3,16.900000000000002,65.60000000000001,19.1,42,17.1,23.799999999999997,23.799999999999997,24.4,5.65,13.100000000000001
2022-04-30,22.3,19.2,65.60000000000001,21.9,43.5,20,24.3,22.7,24.9,7.470000000000001,14.099999999999998
2022-05-01,19.6,20.5,62.8,23.1,43.3,18.8,25,19.3,25.7,6.64,15.1
2022-05-02,20.7,20.8,64.9,23.799999999999997,43.3,22.400000000000002,24.9,18.8,28.000000000000004,6.800000000000001,17
2022-05-03,26.3,21,65.60000000000001,26.1,44.5,25.3,26.5,22.1,28.799999999999997,8.200000000000001,17.2
2022-05-04,27.900000000000002,22.900000000000002,63.6,28.199999999999996,46.1,26.1,27.200000000000003,24.8,30.8,8.77,17.9
2022-05-05,28.599999999999998,23.9,64.5,27.800000000000004,45.6,25.900000000000002,27,26.8,31.5,7.580000000000001,19.1
2022-05-06,26.1,24.9,63.6,22.6,46.5,22.5,26,25.6,31.3,5.47,16.8
2022-05-07,27.400000000000002,24.9,63.9,24.3,45.6,20.3,27.700000000000003,28.4,32.4,8.24,16.900000000000002
2022-05-08,27.700000000000003,24.6,62.7,22.400000000000002,47.3,22.1,28.999999999999996,32.300000000000004,32.5,8.309999999999999,16.5
2022-05-09,26.400000000000002,23.9,56.699999999999996,21.7,45.5,21.5,28.599999999999998,32.2,32.7,6.12,14.7
2022-05-10,21.4,22.7,54.300000000000004,19.5,44.1,18.9,27.6,30.099999999999998,31.900000000000002,4.06,13.100000000000001
2022-05-11,20.4,22.1,56.2,17,41.6,16.6,26.1,30.099999999999998,29.599999999999998,2.18,11.899999999999999
2022-05-12,19.7,21.7,53.900000000000006,16,41.9,15.6,26.200000000000003,27.900000000000002,29.799999999999997,2.31,11.3
2022-05-13,19.900000000000002,20.5,54,19.7,42.1,16,27.400000000000002,27.500000000000004,31.2,4.01,12.9
2022-05-14,18.7,18.3,51.7,17.8,41.9,18.7,27.200000000000003,28.1,31.2,2.42,13.4
2022-05-15,18.6,19.8,54.6,18.6,39.300000000000004,16.1,26.400000000000002,27.3,31.3,3.92,13.3
2022-05-16,18.5,20.3,58.8,17.8,39,12.7,26.200000000000003,29.4,31,5.27,13.4
2022-05-17,16.2,20.5,57.3,17.1,39.900000000000006,13.900000000000002,25.2,29.5,30.5,6.08,13.8
2022-05-18,15.8,21.3,56.8,19.400000000000002,41.8,16.1,26.8,31.900000000000002,31.7,6.84,14.299999999999999
2022-05-19,15.1,22,57.699999999999996,19.1,39.4,15.8,25.2,30.7,31.2,5.949999999999999,13.200000000000001
2022-05-20,15.1,21.5,56.99999999999999,18.4,38.800000000000004,16.6,23.599999999999998,30.8,28.7,5.6000000000000005,12.2
2022-05-21,12.9,21.9,56.89999999999999,17.599999999999998,37.9,15.5,22.400000000000002,28.7,26.6,5.6000000000000005,10.9
2022-05-22,12.2,20.3,56.39999999999999,17.7,38.3,16.3,22,29.9,26.3,4.21,10.8
2022-05-23,12.4,19.8,57.9,19,39,19.2,22.400000000000002,29.2,25.900000000000002,5.07,10.7
2022-05-24,14.299999999999999,20.4,62.2,19.2,37.7,17.5,23.9,28.299999999999997,25.1,4.38,10.2
2022-05-25,14.499999999999998,19.8,60.9,18,36.199999999999996,16.400000000000002,24.2,27.3,26.3,6.68,10.4
2022-05-26,16.5,17.8,63.4,19.8,39.1,16.8,27.3,27.400000000000002,27.6,7.5600000000000005,12.4
2022-05-27,16.2,19.2,63.800000000000004,18.099999999999998,41.6,18.6,28.199999999999996,27.1,28.299999999999997,8.76,13.600000000000001
2022-05-28,17,19,65.3,18.2,41.8,18.4,29.4,26.5,29.799999999999997,9.67,14.299999999999999
2022-05-29,17.8,18.8,65.60000000000001,18.3,42.9,19.1,30.599999999999998,25.900000000000002,28.999999999999996,10.6,14.7
2022-05-30,17.9,18.4,65.60000000000001,20.4,41.9,17.7,29.2,25,26.400000000000002,8.49,12.4
2022-05-31,18,18.099999999999998,64,18.8,42.5,19.7,28.999999999999996,24.5,29.5,10,14.899999999999999
2022-06-01,18.3,18.4,65.5,18.7,43.5,22.2,30,26.400000000000002,32.2,9.76,17.2
2022-06-02,17.299999999999997,21,62.4,18,47,24.6,29.599999999999998,26.200000000000003,31.3,9.84,17.4
2022-06-03,17.8,19,58.199999999999996,18,45.5,25.5,28.1,23.599999999999998,30.7,8.469999999999999,18.5
2022-06-04,19.3,19.1,59.9,18.6,44.7,25.900000000000002,26.1,23.1,30.099999999999998,4.2,15.4
2022-06-05,18.3,17.5,57.199999999999996,20.200000000000003,44.4,24.8,25.6,22.900000000000002,30.8,3.1300000000000003,15.5
2022-06-12,13.8,19.900000000000002,50.3,23.200000000000003,42.1,22,26.400000000000002,22.5,33.4,4.62,14.099999999999998
2022-06-19,11.799999999999999,14.000000000000002,53.800000000000004,16.400000000000002,40.9,23.799999999999997,26.6,25.6,34.2,9.370000000000001,14.2
2022-06-26,12.1,17.5,53.400000000000006,14.399999999999999,37.5,12.4,24.099999999999998,18,28.9,3.9,9.56
2022-07-03,19.400000000000002,16.6,59.099999999999994,25.7,45.2,22,31.5,27.900000000000002,37.7,7.37,15.6
2022-07-10,10.9,13.600000000000001,40.400000000000006,16.400000000000002,38.5,17.599999999999998,23,17.299999999999997,30.4,-1.6500000000000001,10.7
2022-07-17,12.5,15.2,58.699999999999996,21.2,42.1,19.1,28.199999999999996,26.200000000000003,33.2,11.600000000000001,13.4
2022-07-24,17.7,18.8,49.9,21.8,40.699999999999996,20.9,27.1,27.6,32.800000000000004,4.12,12.5
2022-07-31,15.8,14.899999999999999,51.4,17.8,41.6,17.5,23.9,20.200000000000003,33,0.186,13.600000000000001
2022-08-07,17.9,20.7,60.6,19.7,47.099999999999994,24.9,26.200000000000003,25.900000000000002,34.1,8.41,18.7
2022-08-14,14.499999999999998,21.099999999999998,45.4,16.8,45,18.6,25.1,21.3,32.2,10.6,11.3
2022-08-21,13.5,24.4,53.900000000000006,20.9,47.3,19.1,23.9,24.2,35.199999999999996,11.1,14.000000000000002
2022-08-28,11.700000000000001,24.4,48.4,20.200000000000003,42.9,17,23.200000000000003,23.3,31.4,6.6000000000000005,12.5
2022-09-04,16.2,18.3,51,23.799999999999997,42.3,24.7,27.1,23.799999999999997,33.1,6.4399999999999995,16.1
2022-09-11,13.600000000000001,16.900000000000002,48.8,18,34.2,18.3,25,21.9,29.9,5.390000000000001,11.5
2022-09-18,15.4,11.3,56.00000000000001,18.4,42.3,23.1,30.3,29.799999999999997,32,11.1,13.3
2022-09-25,14.499999999999998,17.599999999999998,59.9,17.9,46.300000000000004,19.1,27,24.6,33.900000000000006,5.83,13.600000000000001
2022-10-02,10.5,15.5,65.60000000000001,17.1,44.2,22.2,25.4,24.6,32.800000000000004,5.67,9.07
2022-10-09,21.6,16.400000000000002,65.60000000000001,22.1,44.6,19.3,27.800000000000004,29.099999999999998,35,8.469999999999999,15.4
2022-10-16,18.2,20.200000000000003,63.2,21.9,44.800000000000004,15.8,29.9,30.8,33.900000000000006,9.719999999999999,11.5
2022-10-23,16.1,20.3,58.4,21.4,43.8,10.2,26.700000000000003,27.900000000000002,33.4,8.99,15.5
2022-10-30,12.3,12.2,64.2,20.4,39.800000000000004,11.5,24.3,21.2,28.9,6.36,8.52
2022-11-06,17.599999999999998,15.4,50.1,20.4,41.699999999999996,20.1,28.1,26.6,35.699999999999996,10.299999999999999,15.5
2022-11-13,16.3,14.299999999999999,48.4,16.400000000000002,40.6,15.2,25.5,25.5,31.5,4.55,9.21
2022-11-20,17,20.5,56.00000000000001,17.299999999999997,45.1,16.7,25.900000000000002,28.1,36.1,6.329999999999999,14.299999999999999
2022-11-27,9.78,15.299999999999999,54.300000000000004,13.4,39,12.8,19.2,19.400000000000002,28.799999999999997,1.5599999999999998,10.9
2022-12-04,14.000000000000002,12.3,51.5,18.2,40.699999999999996,15.7,25.8,23,32.7,5.050000000000001,8.67
2022-12-11,14.2,14.499999999999998,57.4,14.7,33.800000000000004,15.5,23.599999999999998,20.200000000000003,27.200000000000003,4.81,6.99
2022-12-18,13,16.6,58.3,14.899999999999999,32.9,14.7,21.3,18.2,26.8,3.83,9.1
2022-12-25,20.8,23.799999999999997,62.5,26.400000000000002,43.9,18.8,32.2,25,39.6,15.6,19.8
2023-01-01,13.3,18,52.2,18.2,38.6,18.3,20.599999999999998,20.1,29.299999999999997,2.04,9.719999999999999
2023-01-08,19.3,19.400000000000002,57.49999999999999,20.9,38.3,21,27.400000000000002,25.2,34.8,8.59,12.2
2023-01-15,18.3,25.8,52.1,17.4,40.5,18.7,26.6,22.2,33,8.82,14.799999999999999
2023-01-22,16.400000000000002,23.9,57.199999999999996,17,36.199999999999996,16.6,24.2,22.8,37,7.41,12.6
2023-01-29,13.200000000000001,21.4,53.400000000000006,15.8,36.199999999999996,13.100000000000001,21.3,16.1,29.099999999999998,1.87,8.459999999999999
2023-02-05,24,25.3,58.9,25.5,44.2,23.9,35.4,25.900000000000002,38,4.760000000000001,14.7
2023-02-12,19.7,26.6,57.4,20.8,39.300000000000004,18.4,23.5,24.2,30,8.94,10.299999999999999
2023-02-19,16.8,23.1,61.8,17.1,39.6,15.8,22.5,16.6,29.4,5.680000000000001,12.9
2023-02-26,14.2,20.8,59.9,20.7,41.5,22.900000000000002,27,24.6,27.6,3.75,7.23
2023-03-05,18.3,18.7,56.2,20.8,43.2,20.8,27.200000000000003,25.1,35.5,3.29,12.1
2023-03-12,18.5,23,65.60000000000001,23.799999999999997,38.5,12.6,33,23,30.599999999999998,4.65,11.1
2023-03-19,16.8,22.400000000000002,50.4,21.099999999999998,39.7,18.3,26.8,24.7,32.6,8.48,8.959999999999999
2023-03-26,15.6,23.200000000000003,48,17,36.4,13.900000000000002,30.5,19.900000000000002,31.6,1.4000000000000001,9
2023-04-02,14.6,23.400000000000002,53.1,20.1,45.1,17.4,35.699999999999996,27.800000000000004,31.8,4.78,10.9
2023-04-09,16.1,21.7,49.1,19.400000000000002,44.800000000000004,10.299999999999999,34.8,20.5,32.5,3.75,10.9
2023-04-16,19.7,29.5,65.60000000000001,22.2,40,20.1,38.1,23.7,33.300000000000004,5.1499999999999995,14.000000000000002
2023-04-23,18.9,20.9,64.2,20.7,47.5,20.7,33.800000000000004,28.4,32.4,6.65,16.900000000000002
2023-04-30,20.200000000000003,21.099999999999998,56.699999999999996,23.9,39.5,20.8,27.500000000000004,23.400000000000002,31.1,6.5,13.5
2023-05-07,23.3,24.9,53.6,20.3,50.6,22.6,39.4,27.3,34.699999999999996,5.94,16.7
2023-05-14,18.8,22.5,52.2,21.6,44.9,14.6,38.2,25.8,31.4,4.5600000000000005,15.299999999999999
2023-05-21,14.799999999999999,23.1,56.699999999999996,20.5,42.199999999999996,18.7,33.2,23.400000000000002,29.7,3.18,14.6
2023-05-28,23.1,23.200000000000003,62.5,20.1,46.2,16.7,41.699999999999996,25.3,31.3,15.9,NA
2023-06-04,19.5,22.6,61.1,25.5,48.6,22.3,39.5,29.599999999999998,34.9,5.35,NA
2023-06-11,18,24.8,43.8,22.6,48.3,19.400000000000002,33.2,26.400000000000002,29.9,3.1,NA
