date,subways_total_estimated,subways_of_comparable_pre,buses_total_estimated,buses_of_comparable_pre,lirr_total_estimated_ridership,lirr_of_2019_monthly_weekday,metro_north_total_estimated,metro_north_of_2019_monthly,access_a_ride_total_scheduled,access_a_ride_of_comprable,bridges_and_tunnels_total,bridges_and_tunnels_of
2022-03-10,3346277,0.576,1476288,0.626,163900,0.57,140100,0.54,24515,0.784,945191,0.98
2022-03-11,3202106,0.568,1419371,0.637,159000,0.53,135400,0.5,23736,0.818,986555,0.989
2022-03-12,1665641,0.523,637601,0.47,51700,0.46,59900,0.62,10655,0.629,669502,0.74
2022-03-13,1480930,0.613,590753,0.549,60000,0.64,57500,0.72,11491,0.623,792377,0.909
2022-03-14,3015216,0.559,1406578,0.624,160000,0.55,134100,0.5,22481,0.803,879699,0.986
2022-03-15,3283193,0.582,1454522,0.625,171400,0.59,146800,0.56,24272,0.793,906028,0.998
2022-03-16,3339344,0.587,1476356,0.63,168800,0.59,145100,0.56,25305,0.793,914284,0.99
2022-03-17,3182552,0.572,1350810,0.618,166900,0.58,135700,0.52,22946,0.785,888875,0.967
2022-03-18,3281721,0.597,1402806,0.655,163200,0.54,137500,0.51,24019,0.854,978491,1.015
2022-03-19,2003889,0.663,820933,0.618,74100,0.66,74000,0.77,12877,0.781,872810,0.986
2022-03-20,1658395,0.686,628693,0.584,67600,0.72,63800,0.79,12736,0.69,879711,1.009
2022-03-21,3041126,0.561,1418900,0.628,165500,0.57,134200,0.5,22229,0.78,880846,0.991
2022-03-22,3284022,0.577,1471299,0.627,168300,0.58,144800,0.56,23948,0.79,891089,0.985
2022-03-23,3282248,0.574,1438665,0.623,161200,0.56,138900,0.54,24574,0.781,891509,0.963
2022-03-24,3218694,0.555,1373850,0.59,162400,0.56,134100,0.51,22998,0.754,900384,0.931
2022-03-25,3225019,0.576,1397667,0.628,158500,0.53,133400,0.5,23274,0.813,967743,0.982
2022-03-26,2026741,0.624,783427,0.56,71800,0.64,73900,0.77,13208,0.765,875353,0.942
2022-03-27,1535644,0.679,628311,0.635,65000,0.69,58000,0.72,11809,0.678,830360,1.017
2022-03-28,2995906,0.538,1334755,0.581,153200,0.53,130900,0.49,22114,0.775,868259,0.968
2022-03-29,3298671,0.572,1427379,0.609,163200,0.57,143900,0.55,23981,0.802,886086,0.978
2022-03-30,3346053,0.569,1460845,0.614,164900,0.58,143200,0.55,24620,0.762,913063,0.978
2022-03-31,3332383,0.563,1445047,0.612,164100,0.57,139600,0.54,24308,0.773,941530,0.965
2022-04-01,3245356,0.569,1402922,0.646,145300,0.49,120600,0.45,24017,0.84,972802,0.999
2022-04-02,2132395,0.645,874564,0.622,77200,0.68,80500,0.83,14382,0.804,893814,0.953
2022-04-03,1466298,0.584,603074,0.608,58800,0.63,53800,0.67,12947,0.675,790600,0.885
2022-04-04,3135675,0.564,1427277,0.624,159500,0.55,135900,0.51,23746,0.838,899510,0.988
2022-04-05,3364822,0.584,1444853,0.624,170100,0.59,150700,0.58,24873,0.822,904813,0.99
2022-04-06,3232293,0.551,1284596,0.547,163800,0.57,142800,0.55,25103,0.785,890470,0.937
