date,state,value
2021-03-10,Access A Ride,71.1
2021-03-10,Bridges And Tunnels,86.6
2021-03-09,Subways,31.900000000000002
2021-03-09,Buses,47.3
2021-03-09,LIRR,25
2021-03-09,Metro North,21
2021-03-09,Access A Ride,72.39999999999999
2021-03-09,Bridges And Tunnels,87.2
2021-03-08,Subways,31
2021-03-08,Buses,45.4
2021-03-08,LIRR,25
2021-03-08,Metro North,20
2021-03-08,Access A Ride,71.8
2021-03-08,Bridges And Tunnels,85
2021-03-07,Subways,42.3
2021-03-07,Buses,58.599999999999994
2021-03-07,LIRR,34
2021-03-07,Metro North,33
2021-03-07,Access A Ride,57.3
2021-03-07,Bridges And Tunnels,86.1
2021-03-06,Subways,37.5
2021-03-06,Buses,51
2021-03-06,LIRR,34
2021-03-06,Metro North,33
2021-03-06,Access A Ride,68.4
2021-03-06,Bridges And Tunnels,81.3
2021-03-05,Subways,32.2
2021-03-05,Buses,46.9
2021-03-05,LIRR,25
2021-03-05,Metro North,21
2021-03-05,Access A Ride,75.3
2021-03-05,Bridges And Tunnels,85.9
2021-03-04,Subways,31.4
2021-03-04,Buses,47.599999999999994
2021-03-04,LIRR,25
2021-03-04,Metro North,20
2021-03-04,Access A Ride,70
2021-03-04,Bridges And Tunnels,86.1
2021-03-03,Subways,32.5
2021-03-03,Buses,50
2021-03-03,LIRR,25
2021-03-03,Metro North,20
2021-03-03,Access A Ride,72.39999999999999
2021-03-03,Bridges And Tunnels,88.1
2021-03-02,Subways,30.599999999999998
2021-03-02,Buses,44.7
2021-03-02,LIRR,24
2021-03-02,Metro North,19
2021-03-02,Access A Ride,67.30000000000001
2021-03-02,Bridges And Tunnels,85.1
2021-03-01,Subways,39.4
2021-03-01,Buses,64.5
2021-03-01,LIRR,24
2021-03-01,Metro North,19
2021-03-01,Access A Ride,86
2021-03-01,Bridges And Tunnels,109.00000000000001
2021-02-28,Subways,36.1
2021-02-28,Buses,50.2
2021-02-28,LIRR,30
2021-02-28,Metro North,30
2021-02-28,Access A Ride,53.1
2021-02-28,Bridges And Tunnels,78.8
2021-02-27,Subways,37.7
2021-02-27,Buses,50.8
2021-02-27,LIRR,28.999999999999996
2021-02-27,Metro North,30
2021-02-27,Access A Ride,62.7
2021-02-27,Bridges And Tunnels,81
2021-02-26,Subways,33.1
2021-02-26,Buses,49.5
2021-02-26,LIRR,25
2021-02-26,Metro North,21
2021-02-26,Access A Ride,68.7
2021-02-26,Bridges And Tunnels,88.5
2021-02-25,Subways,31.7
2021-02-25,Buses,48.199999999999996
2021-02-25,LIRR,25
2021-02-25,Metro North,20
2021-02-25,Access A Ride,68
2021-02-25,Bridges And Tunnels,87.9
2021-02-24,Subways,32.2
2021-02-24,Buses,48.9
2021-02-24,LIRR,24
2021-02-24,Metro North,20
2021-02-24,Access A Ride,69.5
2021-02-24,Bridges And Tunnels,89.7
2021-02-23,Subways,31.1
2021-02-23,Buses,46.800000000000004
2021-02-23,LIRR,24
2021-02-23,Metro North,19
2021-02-23,Access A Ride,65
2021-02-23,Bridges And Tunnels,87
2021-02-22,Subways,29.299999999999997
2021-02-22,Buses,41.699999999999996
2021-02-22,LIRR,23
2021-02-22,Metro North,18
2021-02-22,Access A Ride,62.8
2021-02-22,Bridges And Tunnels,80.4
2021-02-21,Subways,36.8
2021-02-21,Buses,51.1
2021-02-21,LIRR,32
2021-02-21,Metro North,30
2021-02-21,Access A Ride,45.800000000000004
2021-02-21,Bridges And Tunnels,76.1
2021-02-20,Subways,38
2021-02-20,Buses,53.900000000000006
2021-02-20,LIRR,31
2021-02-20,Metro North,31
2021-02-20,Access A Ride,60.199999999999996
2021-02-20,Bridges And Tunnels,79
2021-02-19,Subways,30.3
2021-02-19,Buses,43
2021-02-19,LIRR,21
2021-02-19,Metro North,18
2021-02-19,Access A Ride,47.5
2021-02-19,Bridges And Tunnels,65.4
2021-02-18,Subways,25.8
2021-02-18,Buses,36.5
2021-02-18,LIRR,19
2021-02-18,Metro North,16
2021-02-18,Access A Ride,50.2
2021-02-18,Bridges And Tunnels,50.3
2021-02-17,Subways,32.4
2021-02-17,Buses,52.2
2021-02-17,LIRR,24
2021-02-17,Metro North,20
2021-02-17,Access A Ride,68
2021-02-17,Bridges And Tunnels,93.10000000000001
2021-02-16,Subways,31.7
2021-02-16,Buses,49.6
2021-02-16,LIRR,24
2021-02-16,Metro North,19
2021-02-16,Access A Ride,61.5
2021-02-16,Bridges And Tunnels,84.7
2021-02-15,Subways,38.1
2021-02-15,Buses,53.300000000000004
2021-02-15,LIRR,21
2021-02-15,Metro North,33
2021-02-15,Access A Ride,70
2021-02-15,Bridges And Tunnels,81.2
2021-02-14,Subways,36.8
2021-02-14,Buses,49.4
2021-02-14,LIRR,28.999999999999996
2021-02-14,Metro North,31
2021-02-14,Access A Ride,40.5
2021-02-14,Bridges And Tunnels,72.8
2021-02-13,Subways,39.300000000000004
2021-02-13,Buses,57.9
2021-02-13,LIRR,30
2021-02-13,Metro North,31
2021-02-13,Access A Ride,71
2021-02-13,Bridges And Tunnels,81
2021-02-12,Subways,30.8
2021-02-12,Buses,45.800000000000004
2021-02-12,LIRR,24
2021-02-12,Metro North,20
2021-02-12,Access A Ride,65.2
2021-02-12,Bridges And Tunnels,82.19999999999999
2021-02-11,Subways,30.3
2021-02-11,Buses,45.5
2021-02-11,LIRR,23
2021-02-11,Metro North,19
2021-02-11,Access A Ride,61.199999999999996
2021-02-11,Bridges And Tunnels,82.5
2021-02-10,Subways,31.5
2021-02-10,Buses,46.400000000000006
2021-02-10,LIRR,23
2021-02-10,Metro North,19
2021-02-10,Access A Ride,64.8
2021-02-10,Bridges And Tunnels,87.4
2021-02-09,Subways,29.799999999999997
2021-02-09,Buses,44.5
2021-02-09,LIRR,23
2021-02-09,Metro North,18
2021-02-09,Access A Ride,59
2021-02-09,Bridges And Tunnels,79.2
2021-02-08,Subways,30.5
2021-02-08,Buses,44.9
2021-02-08,LIRR,23
2021-02-08,Metro North,19
2021-02-08,Access A Ride,59.099999999999994
2021-02-08,Bridges And Tunnels,82.89999999999999
2021-02-07,Subways,28.999999999999996
2021-02-07,Buses,37
2021-02-07,LIRR,22
2021-02-07,Metro North,21
2021-02-07,Access A Ride,36.3
2021-02-07,Bridges And Tunnels,44.4
2021-02-06,Subways,38.6
2021-02-06,Buses,55.7
2021-02-06,LIRR,30
2021-02-06,Metro North,31
2021-02-06,Access A Ride,66.4
2021-02-06,Bridges And Tunnels,83
2021-02-05,Subways,31.6
2021-02-05,Buses,47.5
2021-02-05,LIRR,23
2021-02-05,Metro North,19
2021-02-05,Access A Ride,65.4
2021-02-05,Bridges And Tunnels,83.7
2021-02-04,Subways,31.6
2021-02-04,Buses,47.199999999999996
2021-02-04,LIRR,23
2021-02-04,Metro North,19
2021-02-04,Access A Ride,63.3
2021-02-04,Bridges And Tunnels,83.89999999999999
2021-02-03,Subways,30
2021-02-03,Buses,41.5
2021-02-03,LIRR,23
2021-02-03,Metro North,18
2021-02-03,Access A Ride,50.1
2021-02-03,Bridges And Tunnels,74.9
2021-02-02,Subways,18
2021-02-02,Buses,24
2021-02-02,LIRR,7.000000000000001
2021-02-02,Metro North,11
2021-02-02,Access A Ride,25.2
2021-02-02,Bridges And Tunnels,36.4
2021-02-01,Subways,10.9
2021-02-01,Buses,15.4
2021-02-01,LIRR,3
2021-02-01,Metro North,6
2021-02-01,Access A Ride,40.5
2021-02-01,Bridges And Tunnels,18.3
2021-01-31,Subways,32.300000000000004
2021-01-31,Buses,44.1
2021-01-31,LIRR,28.000000000000004
2021-01-31,Metro North,26
2021-01-31,Access A Ride,43.6
2021-01-31,Bridges And Tunnels,81.5
2021-01-30,Subways,32.800000000000004
2021-01-30,Buses,45.300000000000004
2021-01-30,LIRR,27
2021-01-30,Metro North,26
2021-01-30,Access A Ride,60.9
2021-01-30,Bridges And Tunnels,82.6
2021-01-29,Subways,28.000000000000004
2021-01-29,Buses,38.3
2021-01-29,LIRR,22
2021-01-29,Metro North,18
2021-01-29,Access A Ride,61.1
2021-01-29,Bridges And Tunnels,83.6
2021-01-28,Subways,29.2
2021-01-28,Buses,43.2
2021-01-28,LIRR,23
2021-01-28,Metro North,19
2021-01-28,Access A Ride,63.800000000000004
2021-01-28,Bridges And Tunnels,89.1
2021-01-27,Subways,29.5
2021-01-27,Buses,45.1
2021-01-27,LIRR,23
2021-01-27,Metro North,18
2021-01-27,Access A Ride,60.9
2021-01-27,Bridges And Tunnels,84.8
2021-01-26,Subways,27.800000000000004
2021-01-26,Buses,40.8
2021-01-26,LIRR,23
2021-01-26,Metro North,18
2021-01-26,Access A Ride,57.4
2021-01-26,Bridges And Tunnels,76.4
2021-01-25,Subways,30.4
2021-01-25,Buses,46.7
2021-01-25,LIRR,24
2021-01-25,Metro North,19
2021-01-25,Access A Ride,67.5
2021-01-25,Bridges And Tunnels,86.2
2021-01-24,Subways,31.8
2021-01-24,Buses,45.7
2021-01-24,LIRR,28.999999999999996
2021-01-24,Metro North,27
2021-01-24,Access A Ride,45
2021-01-24,Bridges And Tunnels,73.3
2021-01-23,Subways,38.3
2021-01-23,Buses,60.099999999999994
2021-01-23,LIRR,28.999999999999996
2021-01-23,Metro North,27
2021-01-23,Access A Ride,65.7
2021-01-23,Bridges And Tunnels,86
2021-01-22,Subways,31.4
2021-01-22,Buses,49.2
2021-01-22,LIRR,24
2021-01-22,Metro North,19
2021-01-22,Access A Ride,66.9
2021-01-22,Bridges And Tunnels,84.8
2021-01-21,Subways,30.4
2021-01-21,Buses,47.3
2021-01-21,LIRR,24
2021-01-21,Metro North,19
2021-01-21,Access A Ride,62.8
2021-01-21,Bridges And Tunnels,85.39999999999999
2021-01-20,Subways,29.099999999999998
2021-01-20,Buses,43.2
2021-01-20,LIRR,22
2021-01-20,Metro North,18
2021-01-20,Access A Ride,59.199999999999996
2021-01-20,Bridges And Tunnels,82.19999999999999
2021-01-19,Subways,30.8
2021-01-19,Buses,48.8
2021-01-19,LIRR,24
2021-01-19,Metro North,19
2021-01-19,Access A Ride,67.2
2021-01-19,Bridges And Tunnels,85.1
2021-01-18,Subways,40.1
2021-01-18,Buses,58.8
2021-01-18,LIRR,23
2021-01-18,Metro North,11
2021-01-18,Access A Ride,90.3
2021-01-18,Bridges And Tunnels,86.5
2021-01-17,Subways,35
2021-01-17,Buses,53.400000000000006
2021-01-17,LIRR,28.999999999999996
2021-01-17,Metro North,31
2021-01-17,Access A Ride,58.099999999999994
2021-01-17,Bridges And Tunnels,82.69999999999999
2021-01-16,Subways,38.3
2021-01-16,Buses,63.6
2021-01-16,LIRR,28.000000000000004
2021-01-16,Metro North,28.000000000000004
2021-01-16,Access A Ride,82.6
2021-01-16,Bridges And Tunnels,98.1
2021-01-15,Subways,30.5
2021-01-15,Buses,48.3
2021-01-15,LIRR,23
2021-01-15,Metro North,19
2021-01-15,Access A Ride,71.6
2021-01-15,Bridges And Tunnels,82.8
2021-01-14,Subways,29.9
2021-01-14,Buses,47.3
2021-01-14,LIRR,23
2021-01-14,Metro North,19
2021-01-14,Access A Ride,69.1
2021-01-14,Bridges And Tunnels,83.3
2021-01-13,Subways,29.799999999999997
2021-01-13,Buses,44.7
2021-01-13,LIRR,23
2021-01-13,Metro North,19
2021-01-13,Access A Ride,68.30000000000001
2021-01-13,Bridges And Tunnels,83.3
2021-01-12,Subways,30.3
2021-01-12,Buses,45.9
2021-01-12,LIRR,24
2021-01-12,Metro North,19
2021-01-12,Access A Ride,67.4
2021-01-12,Bridges And Tunnels,84.89999999999999
2021-01-11,Subways,30.099999999999998
2021-01-11,Buses,44.6
2021-01-11,LIRR,24
2021-01-11,Metro North,18
2021-01-11,Access A Ride,70.5
2021-01-11,Bridges And Tunnels,83.6
2021-01-10,Subways,33.300000000000004
2021-01-10,Buses,50.4
2021-01-10,LIRR,28.999999999999996
2021-01-10,Metro North,27
2021-01-10,Access A Ride,48.9
2021-01-10,Bridges And Tunnels,74.6
2021-01-09,Subways,33
2021-01-09,Buses,49.4
2021-01-09,LIRR,28.000000000000004
2021-01-09,Metro North,27
2021-01-09,Access A Ride,65.60000000000001
2021-01-09,Bridges And Tunnels,76
2021-01-08,Subways,29.7
2021-01-08,Buses,46
2021-01-08,LIRR,23
2021-01-08,Metro North,18
2021-01-08,Access A Ride,70.1
2021-01-08,Bridges And Tunnels,82.6
2021-01-07,Subways,29.5
2021-01-07,Buses,46.800000000000004
2021-01-07,LIRR,23
2021-01-07,Metro North,18
2021-01-07,Access A Ride,68.4
2021-01-07,Bridges And Tunnels,83
2021-01-06,Subways,29.7
2021-01-06,Buses,46.5
2021-01-06,LIRR,23
2021-01-06,Metro North,18
2021-01-06,Access A Ride,70.89999999999999
2021-01-06,Bridges And Tunnels,85.2
2021-01-05,Subways,29.599999999999998
2021-01-05,Buses,46
2021-01-05,LIRR,23
2021-01-05,Metro North,18
2021-01-05,Access A Ride,68.5
2021-01-05,Bridges And Tunnels,84.2
2021-01-04,Subways,29.799999999999997
2021-01-04,Buses,46.1
2021-01-04,LIRR,23
2021-01-04,Metro North,18
2021-01-04,Access A Ride,69.19999999999999
2021-01-04,Bridges And Tunnels,82.69999999999999
2021-01-03,Subways,28.7
2021-01-03,Buses,43.9
2021-01-03,LIRR,25
2021-01-03,Metro North,23
2021-01-03,Access A Ride,52.300000000000004
2021-01-03,Bridges And Tunnels,70.6
2021-01-02,Subways,35.199999999999996
2021-01-02,Buses,51.300000000000004
2021-01-02,LIRR,28.999999999999996
2021-01-02,Metro North,28.000000000000004
2021-01-02,Access A Ride,65.4
2021-01-02,Bridges And Tunnels,84.5
2021-01-01,Subways,26.6
2021-01-01,Buses,50
2021-01-01,LIRR,10
2021-01-01,Metro North,8
2021-01-01,Access A Ride,69.8
2021-01-01,Bridges And Tunnels,53.800000000000004
2020-12-31,Subways,32
2020-12-31,Buses,49
2020-12-31,LIRR,24
2020-12-31,Metro North,20
2020-12-31,Access A Ride,68.89999999999999
2020-12-31,Bridges And Tunnels,86
2020-12-30,Subways,36.6
2020-12-30,Buses,60.9
2020-12-30,LIRR,25
2020-12-30,Metro North,21
2020-12-30,Access A Ride,85
2020-12-30,Bridges And Tunnels,119.7
2020-12-29,Subways,36
2020-12-29,Buses,59.8
2020-12-29,LIRR,25
2020-12-29,Metro North,20
2020-12-29,Access A Ride,80.10000000000001
2020-12-29,Bridges And Tunnels,95.89999999999999
2020-12-28,Subways,34.9
2020-12-28,Buses,58.8
2020-12-28,LIRR,26
2020-12-28,Metro North,21
2020-12-28,Access A Ride,76.5
2020-12-28,Bridges And Tunnels,90.9
2020-12-27,Subways,30.2
2020-12-27,Buses,49.9
2020-12-27,LIRR,32
2020-12-27,Metro North,31
2020-12-27,Access A Ride,52.7
2020-12-27,Bridges And Tunnels,76.1
2020-12-26,Subways,28.199999999999996
2020-12-26,Buses,46
2020-12-26,LIRR,28.000000000000004
2020-12-26,Metro North,27
2020-12-26,Access A Ride,59.9
2020-12-26,Bridges And Tunnels,69.69999999999999
2020-12-25,Subways,27.900000000000002
2020-12-25,Buses,46.800000000000004
2020-12-25,LIRR,16
2020-12-25,Metro North,7.000000000000001
2020-12-25,Access A Ride,58.199999999999996
2020-12-25,Bridges And Tunnels,53.5
2020-12-24,Subways,36
2020-12-24,Buses,53.300000000000004
2020-12-24,LIRR,24
2020-12-24,Metro North,20
2020-12-24,Access A Ride,71.7
2020-12-24,Bridges And Tunnels,89.60000000000001
2020-12-23,Subways,37.4
2020-12-23,Buses,56.49999999999999
2020-12-23,LIRR,27
2020-12-23,Metro North,21
2020-12-23,Access A Ride,86.3
2020-12-23,Bridges And Tunnels,112.9
2020-12-22,Subways,37.2
2020-12-22,Buses,56.39999999999999
2020-12-22,LIRR,26
2020-12-22,Metro North,20
2020-12-22,Access A Ride,84.5
2020-12-22,Bridges And Tunnels,90.10000000000001
2020-12-21,Subways,36.199999999999996
2020-12-21,Buses,55.300000000000004
2020-12-21,LIRR,26
2020-12-21,Metro North,20
2020-12-21,Access A Ride,80.2
2020-12-21,Bridges And Tunnels,83.89999999999999
2020-12-20,Subways,30.8
2020-12-20,Buses,49.5
2020-12-20,LIRR,31
2020-12-20,Metro North,28.000000000000004
2020-12-20,Access A Ride,48.3
2020-12-20,Bridges And Tunnels,66.2
2020-12-19,Subways,35
2020-12-19,Buses,52.900000000000006
2020-12-19,LIRR,32
2020-12-19,Metro North,30
2020-12-19,Access A Ride,66.5
2020-12-19,Bridges And Tunnels,71.8
2020-12-18,Subways,30.7
2020-12-18,Buses,45.2
2020-12-18,LIRR,24
2020-12-18,Metro North,19
2020-12-18,Access A Ride,56.2
2020-12-18,Bridges And Tunnels,74.2
2020-12-17,Subways,18.8
2020-12-17,Buses,25.7
2020-12-17,LIRR,7.000000000000001
2020-12-17,Metro North,6
2020-12-17,Access A Ride,31.2
2020-12-17,Bridges And Tunnels,30.5
2020-12-16,Subways,26.5
2020-12-16,Buses,38.7
2020-12-16,LIRR,22
2020-12-16,Metro North,17
2020-12-16,Access A Ride,57.49999999999999
2020-12-16,Bridges And Tunnels,66.2
2020-12-15,Subways,31.4
2020-12-15,Buses,52.7
2020-12-15,LIRR,25
2020-12-15,Metro North,20
2020-12-15,Access A Ride,74.2
2020-12-15,Bridges And Tunnels,94.6
2020-12-14,Subways,27.700000000000003
2020-12-14,Buses,43.6
2020-12-14,LIRR,24
2020-12-14,Metro North,18
2020-12-14,Access A Ride,70.6
2020-12-14,Bridges And Tunnels,79.9
2020-12-13,Subways,32.4
2020-12-13,Buses,55.00000000000001
2020-12-13,LIRR,37
2020-12-13,Metro North,34
2020-12-13,Access A Ride,51.7
2020-12-13,Bridges And Tunnels,78.4
2020-12-12,Subways,31.6
2020-12-12,Buses,54.900000000000006
2020-12-12,LIRR,33
2020-12-12,Metro North,30
2020-12-12,Access A Ride,69.19999999999999
2020-12-12,Bridges And Tunnels,76.2
2020-12-11,Subways,30.2
2020-12-11,Buses,49.9
2020-12-11,LIRR,25
2020-12-11,Metro North,20
2020-12-11,Access A Ride,74.2
2020-12-11,Bridges And Tunnels,83.89999999999999
2020-12-10,Subways,28.999999999999996
2020-12-10,Buses,47.699999999999996
2020-12-10,LIRR,24
2020-12-10,Metro North,19
2020-12-10,Access A Ride,70
2020-12-10,Bridges And Tunnels,80.10000000000001
2020-12-09,Subways,28.7
2020-12-09,Buses,46
2020-12-09,LIRR,24
2020-12-09,Metro North,18
2020-12-09,Access A Ride,72.3
2020-12-09,Bridges And Tunnels,85
2020-12-08,Subways,26
2020-12-08,Buses,46
2020-12-08,LIRR,24
2020-12-08,Metro North,19
2020-12-08,Access A Ride,67.80000000000001
2020-12-08,Bridges And Tunnels,81.8
2020-12-07,Subways,29.5
2020-12-07,Buses,49.5
2020-12-07,LIRR,25
2020-12-07,Metro North,19
2020-12-07,Access A Ride,71.7
2020-12-07,Bridges And Tunnels,83.3
2020-12-06,Subways,32.9
2020-12-06,Buses,52.7
2020-12-06,LIRR,33
2020-12-06,Metro North,30
2020-12-06,Access A Ride,50.5
2020-12-06,Bridges And Tunnels,71.5
2020-12-05,Subways,28.4
2020-12-05,Buses,46.9
2020-12-05,LIRR,26
2020-12-05,Metro North,24
2020-12-05,Access A Ride,54.800000000000004
2020-12-05,Bridges And Tunnels,63.9
2020-12-04,Subways,28.599999999999998
2020-12-04,Buses,46
2020-12-04,LIRR,23
2020-12-04,Metro North,19
2020-12-04,Access A Ride,70.89999999999999
2020-12-04,Bridges And Tunnels,79.3
2020-12-03,Subways,28.7
2020-12-03,Buses,46.300000000000004
2020-12-03,LIRR,24
2020-12-03,Metro North,19
2020-12-03,Access A Ride,69.8
2020-12-03,Bridges And Tunnels,79.5
2020-12-02,Subways,28.499999999999996
2020-12-02,Buses,44.5
2020-12-02,LIRR,23
2020-12-02,Metro North,18
2020-12-02,Access A Ride,67.30000000000001
2020-12-02,Bridges And Tunnels,80.2
2020-12-01,Subways,29.299999999999997
2020-12-01,Buses,47.099999999999994
2020-12-01,LIRR,23
2020-12-01,Metro North,18
2020-12-01,Access A Ride,71.7
2020-12-01,Bridges And Tunnels,83.89999999999999
2020-11-30,Subways,27.700000000000003
2020-11-30,Buses,41.8
2020-11-30,LIRR,24
2020-11-30,Metro North,19
2020-11-30,Access A Ride,75.3
2020-11-30,Bridges And Tunnels,85.39999999999999
2020-11-29,Subways,40.699999999999996
2020-11-29,Buses,66.60000000000001
2020-11-29,LIRR,35
2020-11-29,Metro North,33
2020-11-29,Access A Ride,62.3
2020-11-29,Bridges And Tunnels,86.9
2020-11-28,Subways,37.1
2020-11-28,Buses,55.900000000000006
2020-11-28,LIRR,33
2020-11-28,Metro North,30
2020-11-28,Access A Ride,75.7
2020-11-28,Bridges And Tunnels,71.89999999999999
2020-11-27,Subways,36.3
2020-11-27,Buses,57.3
2020-11-27,LIRR,24
2020-11-27,Metro North,12
2020-11-27,Access A Ride,83
2020-11-27,Bridges And Tunnels,83.6
2020-11-26,Subways,30.8
2020-11-26,Buses,54.300000000000004
2020-11-26,LIRR,22
2020-11-26,Metro North,10
2020-11-26,Access A Ride,56.8
2020-11-26,Bridges And Tunnels,62.5
2020-11-25,Subways,32
2020-11-25,Buses,48.199999999999996
2020-11-25,LIRR,28.000000000000004
2020-11-25,Metro North,23
2020-11-25,Access A Ride,77.9
2020-11-25,Bridges And Tunnels,86.4
2020-11-24,Subways,29.799999999999997
2020-11-24,Buses,46.2
2020-11-24,LIRR,27
2020-11-24,Metro North,21
2020-11-24,Access A Ride,71.6
2020-11-24,Bridges And Tunnels,82.3
2020-11-23,Subways,28.799999999999997
2020-11-23,Buses,44.1
2020-11-23,LIRR,27
2020-11-23,Metro North,21
2020-11-23,Access A Ride,71.2
2020-11-23,Bridges And Tunnels,83.39999999999999
2020-11-22,Subways,36.3
2020-11-22,Buses,58.3
2020-11-22,LIRR,33
2020-11-22,Metro North,31
2020-11-22,Access A Ride,59
2020-11-22,Bridges And Tunnels,79.2
2020-11-21,Subways,36.3
2020-11-21,Buses,55.300000000000004
2020-11-21,LIRR,34
2020-11-21,Metro North,34
2020-11-21,Access A Ride,77.60000000000001
2020-11-21,Bridges And Tunnels,82.8
2020-11-20,Subways,31.1
2020-11-20,Buses,49
2020-11-20,LIRR,27
2020-11-20,Metro North,21
2020-11-20,Access A Ride,75.4
2020-11-20,Bridges And Tunnels,86.2
2020-11-19,Subways,29.299999999999997
2020-11-19,Buses,45.4
2020-11-19,LIRR,26
2020-11-19,Metro North,20
2020-11-19,Access A Ride,67.2
2020-11-19,Bridges And Tunnels,83.3
2020-11-18,Subways,30.2
2020-11-18,Buses,46.1
2020-11-18,LIRR,26
2020-11-18,Metro North,20
2020-11-18,Access A Ride,69.8
2020-11-18,Bridges And Tunnels,83.7
2020-11-17,Subways,30.4
2020-11-17,Buses,47.099999999999994
2020-11-17,LIRR,26
2020-11-17,Metro North,20
2020-11-17,Access A Ride,69
2020-11-17,Bridges And Tunnels,84.1
2020-11-16,Subways,31.1
2020-11-16,Buses,48.4
2020-11-16,LIRR,27
2020-11-16,Metro North,21
2020-11-16,Access A Ride,73.5
2020-11-16,Bridges And Tunnels,85.9
2020-11-15,Subways,33.7
2020-11-15,Buses,51.9
2020-11-15,LIRR,33
2020-11-15,Metro North,32
2020-11-15,Access A Ride,51.5
2020-11-15,Bridges And Tunnels,72.7
2020-11-14,Subways,37.6
2020-11-14,Buses,57.4
2020-11-14,LIRR,36
2020-11-14,Metro North,38
2020-11-14,Access A Ride,74
2020-11-14,Bridges And Tunnels,81.39999999999999
2020-11-13,Subways,31
2020-11-13,Buses,47.599999999999994
2020-11-13,LIRR,26
2020-11-13,Metro North,21
2020-11-13,Access A Ride,70.39999999999999
2020-11-13,Bridges And Tunnels,82.89999999999999
2020-11-12,Subways,30
2020-11-12,Buses,46.2
2020-11-12,LIRR,26
2020-11-12,Metro North,20
2020-11-12,Access A Ride,67.4
2020-11-12,Bridges And Tunnels,81.2
2020-11-11,Subways,33.7
2020-11-11,Buses,53.400000000000006
2020-11-11,LIRR,25
2020-11-11,Metro North,20
2020-11-11,Access A Ride,91.7
2020-11-11,Bridges And Tunnels,77.8
2020-11-10,Subways,31.6
2020-11-10,Buses,52.2
2020-11-10,LIRR,28.000000000000004
2020-11-10,Metro North,22
2020-11-10,Access A Ride,71.7
2020-11-10,Bridges And Tunnels,90.2
2020-11-09,Subways,30.2
2020-11-09,Buses,50.1
2020-11-09,LIRR,28.000000000000004
2020-11-09,Metro North,22
2020-11-09,Access A Ride,67.9
2020-11-09,Bridges And Tunnels,91
2020-11-08,Subways,36.9
2020-11-08,Buses,55.60000000000001
2020-11-08,LIRR,41
2020-11-08,Metro North,42
2020-11-08,Access A Ride,54
2020-11-08,Bridges And Tunnels,84.6
2020-11-07,Subways,38.5
2020-11-07,Buses,57.3
2020-11-07,LIRR,40
2020-11-07,Metro North,44
2020-11-07,Access A Ride,75.6
2020-11-07,Bridges And Tunnels,86.5
2020-11-06,Subways,31.4
2020-11-06,Buses,51
2020-11-06,LIRR,27
2020-11-06,Metro North,23
2020-11-06,Access A Ride,76.5
2020-11-06,Bridges And Tunnels,87.5
2020-11-05,Subways,29.799999999999997
2020-11-05,Buses,48.1
2020-11-05,LIRR,26
2020-11-05,Metro North,21
2020-11-05,Access A Ride,71.1
2020-11-05,Bridges And Tunnels,85.8
2020-11-04,Subways,28.1
2020-11-04,Buses,45.5
2020-11-04,LIRR,25
2020-11-04,Metro North,20
2020-11-04,Access A Ride,66.60000000000001
2020-11-04,Bridges And Tunnels,80.60000000000001
2020-11-03,Subways,28.999999999999996
2020-11-03,Buses,48.4
2020-11-03,LIRR,25
2020-11-03,Metro North,20
2020-11-03,Access A Ride,67
2020-11-03,Bridges And Tunnels,80.80000000000001
2020-11-02,Subways,30.099999999999998
2020-11-02,Buses,46
2020-11-02,LIRR,27
2020-11-02,Metro North,21
2020-11-02,Access A Ride,70.1
2020-11-02,Bridges And Tunnels,84
2020-11-01,Subways,27.3
2020-11-01,Buses,51.5
2020-11-01,LIRR,31
2020-11-01,Metro North,34
2020-11-01,Access A Ride,60.199999999999996
2020-11-01,Bridges And Tunnels,85.1
2020-10-31,Subways,35
2020-10-31,Buses,52.2
2020-10-31,LIRR,37
2020-10-31,Metro North,42
2020-10-31,Access A Ride,70.3
2020-10-31,Bridges And Tunnels,80.30000000000001
2020-10-30,Subways,29.7
2020-10-30,Buses,44.4
2020-10-30,LIRR,27
2020-10-30,Metro North,23
2020-10-30,Access A Ride,70.19999999999999
2020-10-30,Bridges And Tunnels,83.2
2020-10-29,Subways,29.599999999999998
2020-10-29,Buses,44.800000000000004
2020-10-29,LIRR,26
2020-10-29,Metro North,21
2020-10-29,Access A Ride,72.1
2020-10-29,Bridges And Tunnels,87.6
2020-10-28,Subways,30.3
2020-10-28,Buses,47
2020-10-28,LIRR,28.000000000000004
2020-10-28,Metro North,22
2020-10-28,Access A Ride,72.5
2020-10-28,Bridges And Tunnels,86.6
2020-10-27,Subways,30.4
2020-10-27,Buses,49
2020-10-27,LIRR,28.000000000000004
2020-10-27,Metro North,22
2020-10-27,Access A Ride,70.3
2020-10-27,Bridges And Tunnels,86.4
2020-10-26,Subways,29.4
2020-10-26,Buses,45.6
2020-10-26,LIRR,28.000000000000004
2020-10-26,Metro North,22
2020-10-26,Access A Ride,72
2020-10-26,Bridges And Tunnels,83.2
2020-10-25,Subways,40.2
2020-10-25,Buses,66.2
2020-10-25,LIRR,37
2020-10-25,Metro North,43
2020-10-25,Access A Ride,58.8
2020-10-25,Bridges And Tunnels,93.4
2020-10-24,Subways,35.5
2020-10-24,Buses,55.800000000000004
2020-10-24,LIRR,38
2020-10-24,Metro North,47
2020-10-24,Access A Ride,72.39999999999999
2020-10-24,Bridges And Tunnels,84.6
