date,state,value
2021-12-09,Metro North,48
2021-12-09,Access A Ride,69.6
2021-12-09,Bridges And Tunnels,94.8
2021-12-08,Subways,56.89999999999999
2021-12-08,Buses,64.7
2021-12-08,LIRR,55.00000000000001
2021-12-08,Metro North,50
2021-12-08,Access A Ride,73.1
2021-12-08,Bridges And Tunnels,100.8
2021-12-07,Subways,56.89999999999999
2021-12-07,Buses,64.9
2021-12-07,LIRR,53
2021-12-07,Metro North,50
2021-12-07,Access A Ride,71.1
2021-12-07,Bridges And Tunnels,97.1
2021-12-06,Subways,55.900000000000006
2021-12-06,Buses,67.80000000000001
2021-12-06,LIRR,53
2021-12-06,Metro North,48
2021-12-06,Access A Ride,72.8
2021-12-06,Bridges And Tunnels,98.8
2021-12-05,Subways,65
2021-12-05,Buses,64.3
2021-12-05,LIRR,78
2021-12-05,Metro North,75
2021-12-05,Access A Ride,63.9
2021-12-05,Bridges And Tunnels,99.1
2021-12-04,Subways,65.8
2021-12-04,Buses,65.5
2021-12-04,LIRR,81
2021-12-04,Metro North,84
2021-12-04,Access A Ride,71.89999999999999
2021-12-04,Bridges And Tunnels,96.5
2021-12-03,Subways,56.699999999999996
2021-12-03,Buses,64.5
2021-12-03,LIRR,48
2021-12-03,Metro North,44
2021-12-03,Access A Ride,72.7
2021-12-03,Bridges And Tunnels,96.2
2021-12-02,Subways,55.50000000000001
2021-12-02,Buses,63.5
2021-12-02,LIRR,54
2021-12-02,Metro North,49
2021-12-02,Access A Ride,68.5
2021-12-02,Bridges And Tunnels,95.7
2021-12-01,Subways,55.7
2021-12-01,Buses,63.9
2021-12-01,LIRR,56.99999999999999
2021-12-01,Metro North,53
2021-12-01,Access A Ride,69.19999999999999
2021-12-01,Bridges And Tunnels,96.6
2021-11-30,Subways,55.1
2021-11-30,Buses,64.2
2021-11-30,LIRR,57.99999999999999
2021-11-30,Metro North,53
2021-11-30,Access A Ride,74.3
2021-11-30,Bridges And Tunnels,100.1
2021-11-29,Subways,56.99999999999999
2021-11-29,Buses,70.39999999999999
2021-11-29,LIRR,56.99999999999999
2021-11-29,Metro North,50
2021-11-29,Access A Ride,80.5
2021-11-29,Bridges And Tunnels,117.9
2021-11-28,Subways,72.2
2021-11-28,Buses,72.3
2021-11-28,LIRR,80
2021-11-28,Metro North,81
2021-11-28,Access A Ride,69.69999999999999
2021-11-28,Bridges And Tunnels,113.5
2021-11-27,Subways,67.5
2021-11-27,Buses,61.3
2021-11-27,LIRR,74
2021-11-27,Metro North,79
2021-11-27,Access A Ride,74.4
2021-11-27,Bridges And Tunnels,94.3
2021-11-26,Subways,60.099999999999994
2021-11-26,Buses,59.5
2021-11-26,LIRR,43
2021-11-26,Metro North,40
2021-11-26,Access A Ride,74.1
2021-11-26,Bridges And Tunnels,98.4
2021-11-25,Subways,64
2021-11-25,Buses,62.4
2021-11-25,LIRR,44
2021-11-25,Metro North,27
2021-11-25,Access A Ride,72.2
2021-11-25,Bridges And Tunnels,95.39999999999999
2021-11-24,Subways,58.5
2021-11-24,Buses,62.7
2021-11-24,LIRR,57.99999999999999
2021-11-24,Metro North,54
2021-11-24,Access A Ride,76.3
2021-11-24,Bridges And Tunnels,100.49999999999999
2021-11-23,Subways,56.39999999999999
2021-11-23,Buses,61.8
2021-11-23,LIRR,56.00000000000001
2021-11-23,Metro North,53
2021-11-23,Access A Ride,70.8
2021-11-23,Bridges And Tunnels,99.2
2021-11-22,Subways,54.800000000000004
2021-11-22,Buses,62.4
2021-11-22,LIRR,54
2021-11-22,Metro North,48
2021-11-22,Access A Ride,71.7
2021-11-22,Bridges And Tunnels,99.6
2021-11-21,Subways,74.3
2021-11-21,Buses,72.39999999999999
2021-11-21,LIRR,86
2021-11-21,Metro North,83
2021-11-21,Access A Ride,NA
2021-11-21,Bridges And Tunnels,111.5
2021-11-20,Subways,67
2021-11-20,Buses,63.5
2021-11-20,LIRR,84
2021-11-20,Metro North,86
2021-11-20,Access A Ride,NA
2021-11-20,Bridges And Tunnels,102
2021-11-19,Subways,57.199999999999996
2021-11-19,Buses,65.3
2021-11-19,LIRR,51
2021-11-19,Metro North,47
2021-11-19,Access A Ride,74.5
2021-11-19,Bridges And Tunnels,100.89999999999999
2021-11-18,Subways,56.99999999999999
2021-11-18,Buses,64.5
2021-11-18,LIRR,55.00000000000001
2021-11-18,Metro North,51
2021-11-18,Access A Ride,74.2
2021-11-18,Bridges And Tunnels,99.9
2021-11-17,Subways,56.89999999999999
2021-11-17,Buses,64.5
2021-11-17,LIRR,55.00000000000001
2021-11-17,Metro North,51
2021-11-17,Access A Ride,72.8
2021-11-17,Bridges And Tunnels,98.6
2021-11-16,Subways,56.8
2021-11-16,Buses,64.3
2021-11-16,LIRR,56.00000000000001
2021-11-16,Metro North,53
2021-11-16,Access A Ride,72.5
2021-11-16,Bridges And Tunnels,99.2
2021-11-15,Subways,55.50000000000001
2021-11-15,Buses,66.10000000000001
2021-11-15,LIRR,55.00000000000001
2021-11-15,Metro North,50
2021-11-15,Access A Ride,74.7
2021-11-15,Bridges And Tunnels,100.89999999999999
2021-11-14,Subways,70
2021-11-14,Buses,65
2021-11-14,LIRR,78
2021-11-14,Metro North,78
2021-11-14,Access A Ride,65.7
2021-11-14,Bridges And Tunnels,104.60000000000001
2021-11-13,Subways,67.10000000000001
2021-11-13,Buses,61.9
2021-11-13,LIRR,72
2021-11-13,Metro North,77
2021-11-13,Access A Ride,75.1
2021-11-13,Bridges And Tunnels,96.2
2021-11-12,Subways,53.800000000000004
2021-11-12,Buses,60.6
2021-11-12,LIRR,47
2021-11-12,Metro North,44
2021-11-12,Access A Ride,69
2021-11-12,Bridges And Tunnels,92.9
2021-11-11,Subways,61
2021-11-11,Buses,66.10000000000001
2021-11-11,LIRR,50
2021-11-11,Metro North,47
2021-11-11,Access A Ride,89.8
2021-11-11,Bridges And Tunnels,105.4
2021-11-10,Subways,57.599999999999994
2021-11-10,Buses,69
2021-11-10,LIRR,56.00000000000001
2021-11-10,Metro North,52
2021-11-10,Access A Ride,76.3
2021-11-10,Bridges And Tunnels,100.89999999999999
2021-11-09,Subways,56.599999999999994
2021-11-09,Buses,69.19999999999999
2021-11-09,LIRR,54
2021-11-09,Metro North,52
2021-11-09,Access A Ride,77.60000000000001
2021-11-09,Bridges And Tunnels,101.2
2021-11-08,Subways,52.800000000000004
2021-11-08,Buses,63.2
2021-11-08,LIRR,55.00000000000001
2021-11-08,Metro North,49
2021-11-08,Access A Ride,73.5
2021-11-08,Bridges And Tunnels,96.8
2021-11-07,Subways,65.7
2021-11-07,Buses,62
2021-11-07,LIRR,87
2021-11-07,Metro North,90
2021-11-07,Access A Ride,63
2021-11-07,Bridges And Tunnels,100.49999999999999
2021-11-06,Subways,67.9
2021-11-06,Buses,66.10000000000001
2021-11-06,LIRR,75
2021-11-06,Metro North,84
2021-11-06,Access A Ride,77.10000000000001
2021-11-06,Bridges And Tunnels,99.6
2021-11-05,Subways,56.3
2021-11-05,Buses,66.7
2021-11-05,LIRR,50
2021-11-05,Metro North,45
2021-11-05,Access A Ride,77.7
2021-11-05,Bridges And Tunnels,98.5
2021-11-04,Subways,54.6
2021-11-04,Buses,63.6
2021-11-04,LIRR,53
2021-11-04,Metro North,49
2021-11-04,Access A Ride,74.5
2021-11-04,Bridges And Tunnels,97.5
2021-11-03,Subways,54.800000000000004
2021-11-03,Buses,63.4
2021-11-03,LIRR,54
2021-11-03,Metro North,51
2021-11-03,Access A Ride,70.1
2021-11-03,Bridges And Tunnels,96.3
2021-11-02,Subways,51.5
2021-11-02,Buses,59.8
2021-11-02,LIRR,51
2021-11-02,Metro North,50
2021-11-02,Access A Ride,72.2
2021-11-02,Bridges And Tunnels,95.7
2021-11-01,Subways,52.2
2021-11-01,Buses,62.6
2021-11-01,LIRR,54
2021-11-01,Metro North,49
2021-11-01,Access A Ride,71
2021-11-01,Bridges And Tunnels,97.8
2021-10-31,Subways,69.5
2021-10-31,Buses,62.4
2021-10-31,LIRR,73
2021-10-31,Metro North,82
2021-10-31,Access A Ride,63
2021-10-31,Bridges And Tunnels,96.1
2021-10-30,Subways,61.1
2021-10-30,Buses,59.099999999999994
2021-10-30,LIRR,68
2021-10-30,Metro North,72
2021-10-30,Access A Ride,69.39999999999999
2021-10-30,Bridges And Tunnels,92.30000000000001
2021-10-29,Subways,54.7
2021-10-29,Buses,63
2021-10-29,LIRR,51
2021-10-29,Metro North,46
2021-10-29,Access A Ride,74.3
2021-10-29,Bridges And Tunnels,97.2
2021-10-28,Subways,58.4
2021-10-28,Buses,69.8
2021-10-28,LIRR,55.00000000000001
2021-10-28,Metro North,51
2021-10-28,Access A Ride,85.5
2021-10-28,Bridges And Tunnels,108.3
2021-10-27,Subways,54.900000000000006
2021-10-27,Buses,63.7
2021-10-27,LIRR,54
2021-10-27,Metro North,50
2021-10-27,Access A Ride,75.2
2021-10-27,Bridges And Tunnels,98.8
2021-10-26,Subways,45.300000000000004
2021-10-26,Buses,53.1
2021-10-26,LIRR,45
2021-10-26,Metro North,40
2021-10-26,Access A Ride,68.2
2021-10-26,Bridges And Tunnels,80.9
2021-10-25,Subways,52.1
2021-10-25,Buses,63
2021-10-25,LIRR,54
2021-10-25,Metro North,47
2021-10-25,Access A Ride,75.2
2021-10-25,Bridges And Tunnels,96.7
2021-10-24,Subways,72.7
2021-10-24,Buses,75.6
2021-10-24,LIRR,74
2021-10-24,Metro North,85
2021-10-24,Access A Ride,71.89999999999999
2021-10-24,Bridges And Tunnels,113.7
2021-10-23,Subways,62.3
2021-10-23,Buses,60.6
2021-10-23,LIRR,66
2021-10-23,Metro North,86
2021-10-23,Access A Ride,76
2021-10-23,Bridges And Tunnels,96.1
2021-10-22,Subways,54.7
2021-10-22,Buses,64.1
2021-10-22,LIRR,49
2021-10-22,Metro North,47
2021-10-22,Access A Ride,75.7
2021-10-22,Bridges And Tunnels,98
2021-10-21,Subways,53.5
2021-10-21,Buses,62
2021-10-21,LIRR,52
2021-10-21,Metro North,49
2021-10-21,Access A Ride,74.8
2021-10-21,Bridges And Tunnels,96.3
2021-10-20,Subways,53.5
2021-10-20,Buses,63.6
2021-10-20,LIRR,54
2021-10-20,Metro North,51
2021-10-20,Access A Ride,74.7
2021-10-20,Bridges And Tunnels,96.89999999999999
2021-10-19,Subways,54.900000000000006
2021-10-19,Buses,66.7
2021-10-19,LIRR,53
2021-10-19,Metro North,50
2021-10-19,Access A Ride,78
2021-10-19,Bridges And Tunnels,102.8
2021-10-18,Subways,52.7
2021-10-18,Buses,63.800000000000004
2021-10-18,LIRR,53
2021-10-18,Metro North,48
2021-10-18,Access A Ride,78.10000000000001
2021-10-18,Bridges And Tunnels,101.8
2021-10-17,Subways,67
2021-10-17,Buses,67.80000000000001
2021-10-17,LIRR,80
2021-10-17,Metro North,87
2021-10-17,Access A Ride,67.4
2021-10-17,Bridges And Tunnels,106.89999999999999
2021-10-16,Subways,60.8
2021-10-16,Buses,62
2021-10-16,LIRR,74
2021-10-16,Metro North,78
2021-10-16,Access A Ride,75.3
2021-10-16,Bridges And Tunnels,93.89999999999999
2021-10-15,Subways,53.900000000000006
2021-10-15,Buses,65.3
2021-10-15,LIRR,50
2021-10-15,Metro North,46
2021-10-15,Access A Ride,77.2
2021-10-15,Bridges And Tunnels,96.3
2021-10-14,Subways,53.400000000000006
2021-10-14,Buses,66
2021-10-14,LIRR,54
2021-10-14,Metro North,49
2021-10-14,Access A Ride,77
2021-10-14,Bridges And Tunnels,98.3
2021-10-13,Subways,54.1
2021-10-13,Buses,68.89999999999999
2021-10-13,LIRR,53
2021-10-13,Metro North,48
2021-10-13,Access A Ride,78.4
2021-10-13,Bridges And Tunnels,99.8
2021-10-12,Subways,52.900000000000006
2021-10-12,Buses,64.4
2021-10-12,LIRR,54
2021-10-12,Metro North,49
2021-10-12,Access A Ride,78.7
2021-10-12,Bridges And Tunnels,99.6
2021-10-11,Subways,53.2
2021-10-11,Buses,64
2021-10-11,LIRR,45
2021-10-11,Metro North,43
2021-10-11,Access A Ride,88.9
2021-10-11,Bridges And Tunnels,102.89999999999999
2021-10-10,Subways,56.39999999999999
2021-10-10,Buses,55.800000000000004
2021-10-10,LIRR,70
2021-10-10,Metro North,73
2021-10-10,Access A Ride,63.800000000000004
2021-10-10,Bridges And Tunnels,90
2021-10-09,Subways,62.8
2021-10-09,Buses,62.1
2021-10-09,LIRR,75
2021-10-09,Metro North,85
2021-10-09,Access A Ride,77.9
2021-10-09,Bridges And Tunnels,97.8
2021-10-08,Subways,54.1
2021-10-08,Buses,64.60000000000001
2021-10-08,LIRR,51
2021-10-08,Metro North,46
2021-10-08,Access A Ride,78.3
2021-10-08,Bridges And Tunnels,97
2021-10-07,Subways,52.900000000000006
2021-10-07,Buses,64.2
2021-10-07,LIRR,52
2021-10-07,Metro North,47
2021-10-07,Access A Ride,78.10000000000001
2021-10-07,Bridges And Tunnels,97.89999999999999
2021-10-06,Subways,52.900000000000006
2021-10-06,Buses,63.4
2021-10-06,LIRR,52
2021-10-06,Metro North,48
2021-10-06,Access A Ride,79.5
2021-10-06,Bridges And Tunnels,98.7
2021-10-05,Subways,54.1
2021-10-05,Buses,65
2021-10-05,LIRR,52
2021-10-05,Metro North,48
2021-10-05,Access A Ride,77.8
2021-10-05,Bridges And Tunnels,101
2021-10-04,Subways,50.2
2021-10-04,Buses,60.4
2021-10-04,LIRR,53
2021-10-04,Metro North,46
2021-10-04,Access A Ride,74.8
2021-10-04,Bridges And Tunnels,96.39999999999999
2021-10-03,Subways,62.6
2021-10-03,Buses,62.6
2021-10-03,LIRR,80
2021-10-03,Metro North,83
2021-10-03,Access A Ride,67.2
2021-10-03,Bridges And Tunnels,102
2021-10-02,Subways,61.9
2021-10-02,Buses,62.8
2021-10-02,LIRR,77
2021-10-02,Metro North,84
2021-10-02,Access A Ride,79.80000000000001
2021-10-02,Bridges And Tunnels,98.7
2021-10-01,Subways,52.800000000000004
2021-10-01,Buses,64
2021-10-01,LIRR,47
2021-10-01,Metro North,43
2021-10-01,Access A Ride,77.3
2021-10-01,Bridges And Tunnels,98.1
2021-09-30,Subways,52.400000000000006
2021-09-30,Buses,65.7
2021-09-30,LIRR,50
2021-09-30,Metro North,47
2021-09-30,Access A Ride,74.6
2021-09-30,Bridges And Tunnels,101.8
2021-09-29,Subways,51.6
2021-09-29,Buses,62.6
2021-09-29,LIRR,48
2021-09-29,Metro North,46
2021-09-29,Access A Ride,75.1
2021-09-29,Bridges And Tunnels,95.8
2021-09-28,Subways,48.8
2021-09-28,Buses,61.1
2021-09-28,LIRR,49
2021-09-28,Metro North,45
2021-09-28,Access A Ride,72.2
2021-09-28,Bridges And Tunnels,90.10000000000001
2021-09-27,Subways,50
2021-09-27,Buses,63.6
2021-09-27,LIRR,50
2021-09-27,Metro North,46
2021-09-27,Access A Ride,75.7
2021-09-27,Bridges And Tunnels,95.39999999999999
2021-09-26,Subways,63.7
2021-09-26,Buses,60.099999999999994
2021-09-26,LIRR,86
2021-09-26,Metro North,81
2021-09-26,Access A Ride,64.3
2021-09-26,Bridges And Tunnels,97.5
2021-09-25,Subways,66.4
2021-09-25,Buses,62.6
2021-09-25,LIRR,78
2021-09-25,Metro North,84
2021-09-25,Access A Ride,81.69999999999999
2021-09-25,Bridges And Tunnels,98.2
2021-09-24,Subways,53.1
2021-09-24,Buses,63.7
2021-09-24,LIRR,48
2021-09-24,Metro North,43
2021-09-24,Access A Ride,76.5
2021-09-24,Bridges And Tunnels,96.6
2021-09-23,Subways,49.8
2021-09-23,Buses,62.6
2021-09-23,LIRR,49
2021-09-23,Metro North,44
2021-09-23,Access A Ride,75.3
2021-09-23,Bridges And Tunnels,94
2021-09-22,Subways,49.9
2021-09-22,Buses,62.7
2021-09-22,LIRR,49
2021-09-22,Metro North,46
2021-09-22,Access A Ride,72.8
2021-09-22,Bridges And Tunnels,92.10000000000001
2021-09-21,Subways,50.3
2021-09-21,Buses,63.2
2021-09-21,LIRR,49
2021-09-21,Metro North,48
2021-09-21,Access A Ride,74.5
2021-09-21,Bridges And Tunnels,93.2
2021-09-20,Subways,50.2
2021-09-20,Buses,63.2
2021-09-20,LIRR,51
2021-09-20,Metro North,46
2021-09-20,Access A Ride,78.10000000000001
2021-09-20,Bridges And Tunnels,97
2021-09-19,Subways,61.1
2021-09-19,Buses,60.199999999999996
2021-09-19,LIRR,74
2021-09-19,Metro North,80
2021-09-19,Access A Ride,67.4
2021-09-19,Bridges And Tunnels,97.89999999999999
2021-09-18,Subways,60.699999999999996
2021-09-18,Buses,61.1
2021-09-18,LIRR,69
2021-09-18,Metro North,79
2021-09-18,Access A Ride,79.5
2021-09-18,Bridges And Tunnels,97.5
2021-09-17,Subways,50.7
2021-09-17,Buses,62.6
2021-09-17,LIRR,47
2021-09-17,Metro North,44
2021-09-17,Access A Ride,80.7
2021-09-17,Bridges And Tunnels,96.8
2021-09-16,Subways,42.1
2021-09-16,Buses,50
2021-09-16,LIRR,44
2021-09-16,Metro North,41
2021-09-16,Access A Ride,67.2
2021-09-16,Bridges And Tunnels,88.2
2021-09-15,Subways,49.9
2021-09-15,Buses,61.8
2021-09-15,LIRR,49
2021-09-15,Metro North,45
2021-09-15,Access A Ride,74.6
2021-09-15,Bridges And Tunnels,95.8
2021-09-14,Subways,50.6
2021-09-14,Buses,62.4
2021-09-14,LIRR,50
2021-09-14,Metro North,46
2021-09-14,Access A Ride,75.3
2021-09-14,Bridges And Tunnels,97.5
2021-09-13,Subways,50.3
2021-09-13,Buses,60.9
2021-09-13,LIRR,51
2021-09-13,Metro North,46
2021-09-13,Access A Ride,77.5
2021-09-13,Bridges And Tunnels,98.5
2021-09-12,Subways,62.1
2021-09-12,Buses,62.6
2021-09-12,LIRR,82
2021-09-12,Metro North,73
2021-09-12,Access A Ride,66.2
2021-09-12,Bridges And Tunnels,97.89999999999999
2021-09-11,Subways,63.3
2021-09-11,Buses,62.9
2021-09-11,LIRR,73
2021-09-11,Metro North,68
2021-09-11,Access A Ride,77.4
2021-09-11,Bridges And Tunnels,97.7
2021-09-10,Subways,48.4
2021-09-10,Buses,56.39999999999999
2021-09-10,LIRR,50
2021-09-10,Metro North,42
2021-09-10,Access A Ride,78.10000000000001
2021-09-10,Bridges And Tunnels,98
2021-09-09,Subways,45.5
2021-09-09,Buses,52
2021-09-09,LIRR,48
2021-09-09,Metro North,43
2021-09-09,Access A Ride,76.1
2021-09-09,Bridges And Tunnels,93.8
2021-09-08,Subways,46
2021-09-08,Buses,54.7
2021-09-08,LIRR,47
2021-09-08,Metro North,43
2021-09-08,Access A Ride,73.4
2021-09-08,Bridges And Tunnels,95.6
2021-09-07,Subways,42.1
2021-09-07,Buses,51.9
2021-09-07,LIRR,48
2021-09-07,Metro North,44
2021-09-07,Access A Ride,73.8
2021-09-07,Bridges And Tunnels,94.8
2021-09-06,Subways,68.30000000000001
2021-09-06,Buses,77.4
2021-09-06,LIRR,83
2021-09-06,Metro North,19
2021-09-06,Access A Ride,105.5
2021-09-06,Bridges And Tunnels,109.60000000000001
2021-09-05,Subways,56.8
2021-09-05,Buses,57.099999999999994
2021-09-05,LIRR,76
2021-09-05,Metro North,56.00000000000001
2021-09-05,Access A Ride,63.7
2021-09-05,Bridges And Tunnels,92.80000000000001
2021-09-04,Subways,61
2021-09-04,Buses,62.3
2021-09-04,LIRR,75
2021-09-04,Metro North,59
2021-09-04,Access A Ride,81.8
2021-09-04,Bridges And Tunnels,98.5
2021-09-03,Subways,48.8
2021-09-03,Buses,61
2021-09-03,LIRR,47
2021-09-03,Metro North,36
2021-09-03,Access A Ride,84.5
2021-09-03,Bridges And Tunnels,98.1
2021-09-02,Subways,31.5
2021-09-02,Buses,56.99999999999999
2021-09-02,LIRR,37
2021-09-02,Metro North,NA
2021-09-02,Access A Ride,75.8
2021-09-02,Bridges And Tunnels,83.3
2021-09-01,Subways,44.2
2021-09-01,Buses,53.7
2021-09-01,LIRR,41
2021-09-01,Metro North,35
2021-09-01,Access A Ride,71.89999999999999
2021-09-01,Bridges And Tunnels,85.8
2021-08-31,Subways,48.699999999999996
2021-08-31,Buses,60.6
2021-08-31,LIRR,46
2021-08-31,Metro North,38
2021-08-31,Access A Ride,80.60000000000001
2021-08-31,Bridges And Tunnels,99.5
2021-08-30,Subways,47.699999999999996
2021-08-30,Buses,61
2021-08-30,LIRR,45
2021-08-30,Metro North,37
2021-08-30,Access A Ride,75.7
2021-08-30,Bridges And Tunnels,98.4
2021-08-29,Subways,56.10000000000001
2021-08-29,Buses,58.199999999999996
2021-08-29,LIRR,74
2021-08-29,Metro North,67
2021-08-29,Access A Ride,61.7
2021-08-29,Bridges And Tunnels,99.3
2021-08-28,Subways,56.99999999999999
2021-08-28,Buses,57.99999999999999
2021-08-28,LIRR,61
2021-08-28,Metro North,57.99999999999999
2021-08-28,Access A Ride,78
2021-08-28,Bridges And Tunnels,94.6
2021-08-27,Subways,48.699999999999996
2021-08-27,Buses,57.3
2021-08-27,LIRR,40
2021-08-27,Metro North,34
2021-08-27,Access A Ride,79.4
2021-08-27,Bridges And Tunnels,94.1
2021-08-26,Subways,47.099999999999994
2021-08-26,Buses,58.699999999999996
2021-08-26,LIRR,42
2021-08-26,Metro North,35
2021-08-26,Access A Ride,78.9
2021-08-26,Bridges And Tunnels,93.10000000000001
2021-08-25,Subways,48.199999999999996
2021-08-25,Buses,61.1
2021-08-25,LIRR,44
2021-08-25,Metro North,36
2021-08-25,Access A Ride,80.4
2021-08-25,Bridges And Tunnels,101.29999999999998
2021-08-24,Subways,47.3
2021-08-24,Buses,60
2021-08-24,LIRR,45
2021-08-24,Metro North,38
2021-08-24,Access A Ride,80.4
2021-08-24,Bridges And Tunnels,100.2
2021-08-23,Subways,42.199999999999996
2021-08-23,Buses,53.300000000000004
2021-08-23,LIRR,38
2021-08-23,Metro North,32
2021-08-23,Access A Ride,74.1
2021-08-23,Bridges And Tunnels,88.8
2021-08-22,Subways,32
2021-08-22,Buses,33.5
2021-08-22,LIRR,28.999999999999996
2021-08-22,Metro North,20
2021-08-22,Access A Ride,45
2021-08-22,Bridges And Tunnels,52.7
2021-08-21,Subways,59.199999999999996
2021-08-21,Buses,59.699999999999996
2021-08-21,LIRR,65
2021-08-21,Metro North,64
2021-08-21,Access A Ride,79
2021-08-21,Bridges And Tunnels,95.6
2021-08-20,Subways,50.4
2021-08-20,Buses,62.3
2021-08-20,LIRR,42
2021-08-20,Metro North,37
2021-08-20,Access A Ride,79.3
2021-08-20,Bridges And Tunnels,95.8
2021-08-19,Subways,47.9
2021-08-19,Buses,60.099999999999994
2021-08-19,LIRR,41
2021-08-19,Metro North,36
2021-08-19,Access A Ride,77.2
2021-08-19,Bridges And Tunnels,94.19999999999999
2021-08-18,Subways,48.3
2021-08-18,Buses,61.199999999999996
2021-08-18,LIRR,41
2021-08-18,Metro North,38
2021-08-18,Access A Ride,77.9
2021-08-18,Bridges And Tunnels,96.39999999999999
2021-08-17,Subways,47.599999999999994
2021-08-17,Buses,60.099999999999994
2021-08-17,LIRR,42
2021-08-17,Metro North,40
2021-08-17,Access A Ride,78.5
2021-08-17,Bridges And Tunnels,95.5
2021-08-16,Subways,47.5
2021-08-16,Buses,61
2021-08-16,LIRR,43
2021-08-16,Metro North,38
2021-08-16,Access A Ride,77.3
2021-08-16,Bridges And Tunnels,96.8
2021-08-15,Subways,62.9
2021-08-15,Buses,60.8
2021-08-15,LIRR,78
2021-08-15,Metro North,68
2021-08-15,Access A Ride,69.1
2021-08-15,Bridges And Tunnels,100.69999999999999
2021-08-14,Subways,60
2021-08-14,Buses,58.699999999999996
2021-08-14,LIRR,67
2021-08-14,Metro North,60
2021-08-14,Access A Ride,79.3
2021-08-14,Bridges And Tunnels,95.5
2021-08-13,Subways,48.5
2021-08-13,Buses,60.099999999999994
2021-08-13,LIRR,41
2021-08-13,Metro North,34
2021-08-13,Access A Ride,78.8
2021-08-13,Bridges And Tunnels,96.6
2021-08-12,Subways,46.1
2021-08-12,Buses,59.599999999999994
2021-08-12,LIRR,42
2021-08-12,Metro North,35
2021-08-12,Access A Ride,77.9
2021-08-12,Bridges And Tunnels,96.8
2021-08-11,Subways,47.3
2021-08-11,Buses,61.5
2021-08-11,LIRR,42
2021-08-11,Metro North,37
2021-08-11,Access A Ride,77.8
2021-08-11,Bridges And Tunnels,98.3
2021-08-10,Subways,47.599999999999994
2021-08-10,Buses,63.1
2021-08-10,LIRR,42
2021-08-10,Metro North,37
2021-08-10,Access A Ride,81.8
2021-08-10,Bridges And Tunnels,99.9
2021-08-09,Subways,45.6
2021-08-09,Buses,59.5
2021-08-09,LIRR,38
2021-08-09,Metro North,36
2021-08-09,Access A Ride,78.4
2021-08-09,Bridges And Tunnels,94.19999999999999
2021-08-08,Subways,53.800000000000004
2021-08-08,Buses,54.400000000000006
2021-08-08,LIRR,65
2021-08-08,Metro North,68
2021-08-08,Access A Ride,67
2021-08-08,Bridges And Tunnels,92.2
2021-08-07,Subways,58.9
2021-08-07,Buses,60.699999999999996
2021-08-07,LIRR,68
2021-08-07,Metro North,70
2021-08-07,Access A Ride,83
2021-08-07,Bridges And Tunnels,94.39999999999999
2021-08-06,Subways,48.8
2021-08-06,Buses,60.699999999999996
2021-08-06,LIRR,41
2021-08-06,Metro North,38
2021-08-06,Access A Ride,81
2021-08-06,Bridges And Tunnels,95.8
2021-08-05,Subways,46.6
2021-08-05,Buses,59.9
2021-08-05,LIRR,42
2021-08-05,Metro North,38
2021-08-05,Access A Ride,77.8
2021-08-05,Bridges And Tunnels,95.6
2021-08-04,Subways,48.199999999999996
2021-08-04,Buses,63.2
2021-08-04,LIRR,43
2021-08-04,Metro North,38
2021-08-04,Access A Ride,80.30000000000001
2021-08-04,Bridges And Tunnels,100.6
2021-08-03,Subways,46.5
2021-08-03,Buses,59.699999999999996
2021-08-03,LIRR,43
2021-08-03,Metro North,40
2021-08-03,Access A Ride,78.3
2021-08-03,Bridges And Tunnels,96.8
2021-08-02,Subways,45.5
2021-08-02,Buses,58.599999999999994
2021-08-02,LIRR,43
2021-08-02,Metro North,38
2021-08-02,Access A Ride,73.9
2021-08-02,Bridges And Tunnels,96
2021-08-01,Subways,55.2
2021-08-01,Buses,55.7
2021-08-01,LIRR,71
2021-08-01,Metro North,65
2021-08-01,Access A Ride,63
2021-08-01,Bridges And Tunnels,93.89999999999999
2021-07-31,Subways,61.199999999999996
2021-07-31,Buses,61.4
2021-07-31,LIRR,76
2021-07-31,Metro North,70
2021-07-31,Access A Ride,83.6
2021-07-31,Bridges And Tunnels,101.49999999999999
2021-07-30,Subways,49.1
2021-07-30,Buses,60.3
2021-07-30,LIRR,44
2021-07-30,Metro North,39
2021-07-30,Access A Ride,80.80000000000001
2021-07-30,Bridges And Tunnels,97
2021-07-29,Subways,44.5
2021-07-29,Buses,55.1
2021-07-29,LIRR,42
2021-07-29,Metro North,36
2021-07-29,Access A Ride,76.7
2021-07-29,Bridges And Tunnels,91
2021-07-28,Subways,47.4
2021-07-28,Buses,62.4
2021-07-28,LIRR,44
2021-07-28,Metro North,39
2021-07-28,Access A Ride,78.60000000000001
2021-07-28,Bridges And Tunnels,98.7
2021-07-27,Subways,46.2
2021-07-27,Buses,59.8
2021-07-27,LIRR,44
2021-07-27,Metro North,40
2021-07-27,Access A Ride,78.10000000000001
2021-07-27,Bridges And Tunnels,96.89999999999999
2021-07-26,Subways,45.1
2021-07-26,Buses,59.099999999999994
2021-07-26,LIRR,45
2021-07-26,Metro North,38
2021-07-26,Access A Ride,75.4
2021-07-26,Bridges And Tunnels,96.1
2021-07-25,Subways,56.00000000000001
2021-07-25,Buses,55.60000000000001
2021-07-25,LIRR,71
2021-07-25,Metro North,66
2021-07-25,Access A Ride,63.1
