date,countyfips,value,county,state
2020-05-19,09009,-11.600000000000001,New Haven,CT
2020-05-19,34003,-8.77,Bergen,NJ
2020-05-19,34017,-19.5,Hudson,NJ
2020-05-19,34025,-6.6000000000000005,Monmouth,NJ
2020-05-19,34027,-10,Morris,NJ
2020-05-19,36059,-15.1,Nassau,NY
2020-05-19,36103,3.04,Suffolk,NY
2020-05-19,36119,-25.7,Westchester,NY
2020-05-20,09001,-16.3,Fairfield,CT
2020-05-20,09003,-14.7,Hartford,CT
2020-05-20,09005,-11.1,Litchfield,CT
2020-05-20,09009,-10.5,New Haven,CT
2020-05-20,34003,-8.06,Bergen,NJ
2020-05-20,34017,-19.1,Hudson,NJ
2020-05-20,34025,-5.45,Monmouth,NJ
2020-05-20,34027,-10.299999999999999,Morris,NJ
2020-05-20,36059,-14.099999999999998,Nassau,NY
2020-05-20,36103,2.78,Suffolk,NY
2020-05-20,36119,-24.3,Westchester,NY
2020-05-21,09001,-18.3,Fairfield,CT
2020-05-21,09003,-14.299999999999999,Hartford,CT
2020-05-21,09005,-9.6,Litchfield,CT
2020-05-21,09009,-9.46,New Haven,CT
2020-05-21,34003,-7.630000000000001,Bergen,NJ
2020-05-21,34017,-19.7,Hudson,NJ
2020-05-21,34025,-3.18,Monmouth,NJ
2020-05-21,34027,-11.3,Morris,NJ
2020-05-21,36059,-13.8,Nassau,NY
2020-05-21,36103,2.93,Suffolk,NY
2020-05-21,36119,-23.200000000000003,Westchester,NY
2020-05-22,09001,-18,Fairfield,CT
2020-05-22,09003,-16.1,Hartford,CT
2020-05-22,09005,-8.48,Litchfield,CT
2020-05-22,09009,-9.29,New Haven,CT
2020-05-22,34003,-6.819999999999999,Bergen,NJ
2020-05-22,34017,-18,Hudson,NJ
2020-05-22,34025,-1.97,Monmouth,NJ
2020-05-22,34027,-10.6,Morris,NJ
2020-05-22,36059,-11.200000000000001,Nassau,NY
2020-05-22,36103,2.97,Suffolk,NY
2020-05-22,36119,-21.5,Westchester,NY
2020-05-23,09001,-18.4,Fairfield,CT
2020-05-23,09003,-14.499999999999998,Hartford,CT
2020-05-23,09005,-8.58,Litchfield,CT
2020-05-23,09009,-7.61,New Haven,CT
2020-05-23,34003,-7.07,Bergen,NJ
2020-05-23,34017,-17.2,Hudson,NJ
2020-05-23,34025,-1.55,Monmouth,NJ
2020-05-23,34027,-11.1,Morris,NJ
2020-05-23,36059,-11.600000000000001,Nassau,NY
2020-05-23,36103,1.77,Suffolk,NY
2020-05-23,36119,-21.7,Westchester,NY
2020-05-24,09001,-17.299999999999997,Fairfield,CT
2020-05-24,09003,-14.2,Hartford,CT
2020-05-24,09005,-7.42,Litchfield,CT
2020-05-24,09009,-7.57,New Haven,CT
2020-05-24,34003,-8.35,Bergen,NJ
2020-05-24,34017,-19.1,Hudson,NJ
2020-05-24,34025,-1.76,Monmouth,NJ
2020-05-24,34027,-11,Morris,NJ
2020-05-24,36059,-11.1,Nassau,NY
2020-05-24,36103,0.292,Suffolk,NY
2020-05-24,36119,-21.7,Westchester,NY
2020-05-25,09001,-18.9,Fairfield,CT
2020-05-25,09003,-17.7,Hartford,CT
2020-05-25,09005,-9.69,Litchfield,CT
2020-05-25,09009,-10.100000000000001,New Haven,CT
2020-05-25,34003,-11.4,Bergen,NJ
2020-05-25,34017,-23.3,Hudson,NJ
2020-05-25,34025,-1.41,Monmouth,NJ
2020-05-25,34027,-11.3,Morris,NJ
2020-05-25,36059,-13.200000000000001,Nassau,NY
2020-05-25,36103,-2.82,Suffolk,NY
2020-05-25,36119,-21.6,Westchester,NY
2020-05-26,09001,-15.8,Fairfield,CT
2020-05-26,09003,-15.7,Hartford,CT
2020-05-26,09005,-5.319999999999999,Litchfield,CT
2020-05-26,09009,-7.430000000000001,New Haven,CT
2020-05-26,34003,-11.700000000000001,Bergen,NJ
2020-05-26,34017,-21.7,Hudson,NJ
2020-05-26,34025,-2.06,Monmouth,NJ
2020-05-26,34027,-10.299999999999999,Morris,NJ
2020-05-26,36059,-13.600000000000001,Nassau,NY
2020-05-26,36103,-2.31,Suffolk,NY
2020-05-26,36119,-21.3,Westchester,NY
2020-05-27,09001,-17,Fairfield,CT
2020-05-27,09003,-12.6,Hartford,CT
2020-05-27,09005,1.1400000000000001,Litchfield,CT
2020-05-27,09009,-4.34,New Haven,CT
2020-05-27,34003,-8.76,Bergen,NJ
2020-05-27,34017,-20.5,Hudson,NJ
2020-05-27,34025,1.37,Monmouth,NJ
2020-05-27,34027,-11.3,Morris,NJ
2020-05-27,36059,-10.8,Nassau,NY
2020-05-27,36103,-0.453,Suffolk,NY
2020-05-27,36119,-17.1,Westchester,NY
2020-05-28,09001,-16.900000000000002,Fairfield,CT
2020-05-28,09003,-16.1,Hartford,CT
2020-05-28,09005,-9.71,Litchfield,CT
2020-05-28,09009,-8.97,New Haven,CT
2020-05-28,34003,-11.600000000000001,Bergen,NJ
2020-05-28,34017,-21.2,Hudson,NJ
2020-05-28,34025,-3.64,Monmouth,NJ
2020-05-28,34027,-11.5,Morris,NJ
2020-05-28,36059,-14.099999999999998,Nassau,NY
2020-05-28,36103,-4.2,Suffolk,NY
2020-05-28,36119,-20.4,Westchester,NY
2020-05-29,09001,-17.5,Fairfield,CT
2020-05-29,09003,-13.8,Hartford,CT
2020-05-29,09005,-9.32,Litchfield,CT
2020-05-29,09009,-8.219999999999999,New Haven,CT
2020-05-29,34003,-11.600000000000001,Bergen,NJ
2020-05-29,34017,-21.3,Hudson,NJ
2020-05-29,34025,-4.1000000000000005,Monmouth,NJ
2020-05-29,34027,-10.8,Morris,NJ
2020-05-29,36059,-15.5,Nassau,NY
2020-05-29,36103,-2.82,Suffolk,NY
2020-05-29,36119,-21.6,Westchester,NY
2020-05-30,09001,-16.900000000000002,Fairfield,CT
2020-05-30,09003,-14.7,Hartford,CT
2020-05-30,09005,-11.200000000000001,Litchfield,CT
2020-05-30,09009,-8.5,New Haven,CT
2020-05-30,34003,-11.700000000000001,Bergen,NJ
2020-05-30,34017,-21.3,Hudson,NJ
2020-05-30,34025,-3.91,Monmouth,NJ
2020-05-30,34027,-9.83,Morris,NJ
2020-05-30,36059,-15.299999999999999,Nassau,NY
2020-05-30,36103,-2.35,Suffolk,NY
2020-05-30,36119,-20.1,Westchester,NY
2020-05-31,09001,-16.6,Fairfield,CT
2020-05-31,09003,-14.399999999999999,Hartford,CT
2020-05-31,09005,-11.4,Litchfield,CT
2020-05-31,09009,-9.139999999999999,New Haven,CT
2020-05-31,34003,-12.8,Bergen,NJ
2020-05-31,34017,-20.7,Hudson,NJ
2020-05-31,34025,-5.050000000000001,Monmouth,NJ
2020-05-31,34027,-11.799999999999999,Morris,NJ
2020-05-31,36059,-15.7,Nassau,NY
2020-05-31,36103,-2.2399999999999998,Suffolk,NY
2020-05-31,36119,-19.1,Westchester,NY
2020-06-01,09001,-13.100000000000001,Fairfield,CT
2020-06-01,09003,-12.1,Hartford,CT
2020-06-01,09005,-6.1899999999999995,Litchfield,CT
2020-06-01,09009,-5.99,New Haven,CT
2020-06-01,34003,-10.100000000000001,Bergen,NJ
2020-06-01,34017,-18.8,Hudson,NJ
2020-06-01,34025,-2.87,Monmouth,NJ
2020-06-01,34027,-9.13,Morris,NJ
2020-06-01,36059,-12.8,Nassau,NY
2020-06-01,36103,-1.22,Suffolk,NY
2020-06-01,36119,-17.5,Westchester,NY
2020-06-02,09001,-14.7,Fairfield,CT
2020-06-02,09003,-7.9799999999999995,Hartford,CT
2020-06-02,09005,-8.62,Litchfield,CT
2020-06-02,09009,-6.84,New Haven,CT
2020-06-02,34003,-7.08,Bergen,NJ
2020-06-02,34017,-15.7,Hudson,NJ
2020-06-02,34025,-1.7999999999999998,Monmouth,NJ
2020-06-02,34027,-8.32,Morris,NJ
2020-06-02,36059,-12.1,Nassau,NY
2020-06-02,36103,0.872,Suffolk,NY
2020-06-02,36119,-15.7,Westchester,NY
2020-06-03,09001,-14.2,Fairfield,CT
2020-06-03,09003,-4.65,Hartford,CT
2020-06-03,09005,-7.829999999999999,Litchfield,CT
2020-06-03,09009,-7.1,New Haven,CT
2020-06-03,34003,-8.02,Bergen,NJ
2020-06-03,34017,-15.299999999999999,Hudson,NJ
2020-06-03,34025,-1.06,Monmouth,NJ
2020-06-03,34027,-9.98,Morris,NJ
2020-06-03,36059,-13.8,Nassau,NY
2020-06-03,36103,1.06,Suffolk,NY
2020-06-03,36119,-16.400000000000002,Westchester,NY
2020-06-04,09001,-11.1,Fairfield,CT
2020-06-04,09003,-2.18,Hartford,CT
2020-06-04,09005,-2.41,Litchfield,CT
2020-06-04,09009,-5.3,New Haven,CT
2020-06-04,34003,-7.03,Bergen,NJ
2020-06-04,34017,-14.799999999999999,Hudson,NJ
2020-06-04,34025,-0.40299999999999997,Monmouth,NJ
2020-06-04,34027,-8.25,Morris,NJ
2020-06-04,36059,-14.799999999999999,Nassau,NY
2020-06-04,36103,1.15,Suffolk,NY
2020-06-04,36119,-19.3,Westchester,NY
2020-06-05,09001,-10.100000000000001,Fairfield,CT
2020-06-05,09003,-3.1199999999999997,Hartford,CT
2020-06-05,09005,-2.63,Litchfield,CT
2020-06-05,09009,-4.64,New Haven,CT
2020-06-05,34003,-5.92,Bergen,NJ
2020-06-05,34017,-13.700000000000001,Hudson,NJ
2020-06-05,34025,-1.0699999999999998,Monmouth,NJ
2020-06-05,34027,-7.430000000000001,Morris,NJ
2020-06-05,36059,-14.499999999999998,Nassau,NY
2020-06-05,36103,1.32,Suffolk,NY
2020-06-05,36119,-19.400000000000002,Westchester,NY
2020-06-06,09001,-9.09,Fairfield,CT
2020-06-06,09003,-2.1399999999999997,Hartford,CT
2020-06-06,09005,0.22100000000000003,Litchfield,CT
2020-06-06,09009,-3.17,New Haven,CT
2020-06-06,34003,-4.72,Bergen,NJ
2020-06-06,34017,-13.3,Hudson,NJ
2020-06-06,34025,-0.902,Monmouth,NJ
2020-06-06,34027,-6.88,Morris,NJ
2020-06-06,36059,-13.4,Nassau,NY
2020-06-06,36103,2.4699999999999998,Suffolk,NY
2020-06-06,36119,-20.200000000000003,Westchester,NY
2020-06-07,09001,-9.04,Fairfield,CT
2020-06-07,09003,-2.29,Hartford,CT
2020-06-07,09005,0.755,Litchfield,CT
2020-06-07,09009,-1.22,New Haven,CT
2020-06-07,34003,-3.2800000000000002,Bergen,NJ
2020-06-07,34017,-12.2,Hudson,NJ
2020-06-07,34025,1.09,Monmouth,NJ
2020-06-07,34027,-5.01,Morris,NJ
2020-06-07,36059,-11.200000000000001,Nassau,NY
2020-06-07,36103,4.05,Suffolk,NY
2020-06-07,36119,-21.3,Westchester,NY
2020-06-08,09001,-10.5,Fairfield,CT
2020-06-08,09003,-2.07,Hartford,CT
2020-06-08,09005,-2.63,Litchfield,CT
2020-06-08,09009,-1.66,New Haven,CT
2020-06-08,34003,-3.1199999999999997,Bergen,NJ
2020-06-08,34017,-13.100000000000001,Hudson,NJ
2020-06-08,34025,1.16,Monmouth,NJ
2020-06-08,34027,-5.29,Morris,NJ
2020-06-08,36059,-12.8,Nassau,NY
2020-06-08,36103,4.29,Suffolk,NY
2020-06-08,36119,-22.900000000000002,Westchester,NY
2020-06-09,09001,-10.8,Fairfield,CT
2020-06-09,09003,-2.3800000000000003,Hartford,CT
2020-06-09,09005,-2.21,Litchfield,CT
2020-06-09,09009,-1.1199999999999999,New Haven,CT
2020-06-09,34003,-4.75,Bergen,NJ
2020-06-09,34017,-14.2,Hudson,NJ
2020-06-09,34025,0.475,Monmouth,NJ
2020-06-09,34027,-6.660000000000001,Morris,NJ
2020-06-09,36059,-13.200000000000001,Nassau,NY
2020-06-09,36103,2.87,Suffolk,NY
2020-06-09,36119,-22.6,Westchester,NY
2020-06-10,09001,-10.5,Fairfield,CT
2020-06-10,09003,-4.9799999999999995,Hartford,CT
2020-06-10,09005,-2.27,Litchfield,CT
2020-06-10,09009,-0.366,New Haven,CT
2020-06-10,34003,-2.9000000000000004,Bergen,NJ
2020-06-10,34017,-12.5,Hudson,NJ
2020-06-10,34025,2.85,Monmouth,NJ
2020-06-10,34027,-5.57,Morris,NJ
2020-06-10,36059,-10.5,Nassau,NY
2020-06-10,36103,3.94,Suffolk,NY
2020-06-10,36119,-21.8,Westchester,NY
2020-06-11,09001,-9.030000000000001,Fairfield,CT
2020-06-11,09003,-4.17,Hartford,CT
2020-06-11,09005,-2.3,Litchfield,CT
2020-06-11,09009,0.597,New Haven,CT
2020-06-11,34003,-3.64,Bergen,NJ
2020-06-11,34017,-13,Hudson,NJ
2020-06-11,34025,2.2399999999999998,Monmouth,NJ
2020-06-11,34027,-3.92,Morris,NJ
2020-06-11,36059,-7.71,Nassau,NY
2020-06-11,36103,4.9799999999999995,Suffolk,NY
2020-06-11,36119,-20,Westchester,NY
2020-06-12,09001,-8.38,Fairfield,CT
2020-06-12,09003,-4.04,Hartford,CT
2020-06-12,09005,-5.66,Litchfield,CT
2020-06-12,09009,0.715,New Haven,CT
2020-06-12,34003,-4.5,Bergen,NJ
2020-06-12,34017,-13.600000000000001,Hudson,NJ
2020-06-12,34025,1.52,Monmouth,NJ
2020-06-12,34027,-4.6899999999999995,Morris,NJ
2020-06-12,36059,-7.23,Nassau,NY
2020-06-12,36103,4.2700000000000005,Suffolk,NY
2020-06-12,36119,-20.200000000000003,Westchester,NY
2020-06-13,09001,-8.260000000000002,Fairfield,CT
2020-06-13,09003,-4.109999999999999,Hartford,CT
2020-06-13,09005,-7.8,Litchfield,CT
2020-06-13,09009,0.696,New Haven,CT
2020-06-13,34003,-4.35,Bergen,NJ
2020-06-13,34017,-13,Hudson,NJ
2020-06-13,34025,1.39,Monmouth,NJ
2020-06-13,34027,-6.4799999999999995,Morris,NJ
2020-06-13,36059,-6.619999999999999,Nassau,NY
2020-06-13,36103,4.35,Suffolk,NY
2020-06-13,36119,-19.3,Westchester,NY
2020-06-14,09001,-9.049999999999999,Fairfield,CT
2020-06-14,09003,-3.2199999999999998,Hartford,CT
2020-06-14,09005,-9.120000000000001,Litchfield,CT
2020-06-14,09009,1.7999999999999998,New Haven,CT
2020-06-14,34003,-3.85,Bergen,NJ
2020-06-14,34017,-12.2,Hudson,NJ
2020-06-14,34025,-0.439,Monmouth,NJ
2020-06-14,34027,-6.93,Morris,NJ
2020-06-14,36059,-8.25,Nassau,NY
2020-06-14,36103,3.83,Suffolk,NY
2020-06-14,36119,-18.4,Westchester,NY
2020-06-15,09001,-8.34,Fairfield,CT
2020-06-15,09003,-3.3099999999999996,Hartford,CT
2020-06-15,09005,-9.06,Litchfield,CT
2020-06-15,09009,1.39,New Haven,CT
2020-06-15,34003,-3.0300000000000002,Bergen,NJ
2020-06-15,34017,-12.9,Hudson,NJ
2020-06-15,34025,-0.43299999999999994,Monmouth,NJ
2020-06-15,34027,-6.18,Morris,NJ
2020-06-15,36059,-6.69,Nassau,NY
2020-06-15,36103,3.58,Suffolk,NY
2020-06-15,36119,-18.5,Westchester,NY
2020-06-16,09001,-7.8,Fairfield,CT
2020-06-16,09003,-3.29,Hartford,CT
2020-06-16,09005,-10.2,Litchfield,CT
2020-06-16,09009,2.27,New Haven,CT
2020-06-16,34003,-0.157,Bergen,NJ
2020-06-16,34017,-10.4,Hudson,NJ
2020-06-16,34025,1.91,Monmouth,NJ
2020-06-16,34027,-4.83,Morris,NJ
2020-06-16,36059,-4.77,Nassau,NY
2020-06-16,36103,5.67,Suffolk,NY
2020-06-16,36119,-16.6,Westchester,NY
2020-06-17,09001,-7.61,Fairfield,CT
2020-06-17,09003,-3.52,Hartford,CT
2020-06-17,09005,-8.84,Litchfield,CT
2020-06-17,09009,2.3800000000000003,New Haven,CT
2020-06-17,34003,-0.384,Bergen,NJ
2020-06-17,34017,-10.6,Hudson,NJ
2020-06-17,34025,1.5699999999999998,Monmouth,NJ
2020-06-17,34027,-5.35,Morris,NJ
2020-06-17,36059,-4.82,Nassau,NY
2020-06-17,36103,5.38,Suffolk,NY
2020-06-17,36119,-16.400000000000002,Westchester,NY
2020-06-18,09001,-7.049999999999999,Fairfield,CT
2020-06-18,09003,-4.12,Hartford,CT
2020-06-18,09005,-5,Litchfield,CT
2020-06-18,09009,3.15,New Haven,CT
2020-06-18,34003,1.32,Bergen,NJ
2020-06-18,34017,-7.870000000000001,Hudson,NJ
2020-06-18,34025,5.7,Monmouth,NJ
2020-06-18,34027,-6.02,Morris,NJ
2020-06-18,36059,-4.5,Nassau,NY
2020-06-18,36103,6.909999999999999,Suffolk,NY
2020-06-18,36119,-15,Westchester,NY
2020-06-19,09001,-5.58,Fairfield,CT
2020-06-19,09003,-2.77,Hartford,CT
2020-06-19,09005,-5.08,Litchfield,CT
2020-06-19,09009,2.45,New Haven,CT
2020-06-19,34003,2.53,Bergen,NJ
2020-06-19,34017,-8.01,Hudson,NJ
2020-06-19,34025,7.57,Monmouth,NJ
2020-06-19,34027,-6.5600000000000005,Morris,NJ
2020-06-19,36059,-3.06,Nassau,NY
2020-06-19,36103,9.22,Suffolk,NY
2020-06-19,36119,-12.4,Westchester,NY
2020-06-20,09001,-6.6000000000000005,Fairfield,CT
2020-06-20,09003,-1.5599999999999998,Hartford,CT
2020-06-20,09005,-2.96,Litchfield,CT
2020-06-20,09009,3.0300000000000002,New Haven,CT
2020-06-20,34003,3.32,Bergen,NJ
2020-06-20,34017,-6.3,Hudson,NJ
2020-06-20,34025,10.4,Monmouth,NJ
2020-06-20,34027,-2.06,Morris,NJ
2020-06-20,36059,-3.9800000000000004,Nassau,NY
