date,countyfips,county,state,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020-10-13,34003,Bergen,NJ,-18.3,-1,101,-23.6,-32.9,11.3,-12.7
2020-10-13,34017,Hudson,NJ,-20.7,-7.3,42.7,-44.9,-36.3,11.1,-12.3
2020-10-13,34025,Monmouth,NJ,-13.7,1.6,149,-23,-28.9,8.6,-9.5
2020-10-13,34027,Morris,NJ,-21,-5.1,69.9,-37,-32.9,11,-12.1
2020-10-13,36059,Nassau,NY,-18.1,-9.1,94.9,-39.6,-30,9.4,-10.6
2020-10-13,36103,Suffolk,NY,-12.7,-3.7,113,-31,-20.1,6.3,-7
2020-10-13,36119,Westchester,NY,-16.1,-5.1,68,-35.4,-30.7,9.6,-10.7
2020-10-14,09001,Fairfield,CT,-12.3,-6,73.4,-17.6,-24.7,7.4,-8.3
2020-10-14,09003,Hartford,CT,-15.6,-9.7,57,-34.7,-26.1,7.4,-8.2
2020-10-14,09005,Litchfield,CT,2.3,-8.9,129,NA,-15.3,4.7,-4.9
2020-10-14,09009,New Haven,CT,-11.4,-6.4,37,-15.4,-24.1,6.4,-7.1
2020-10-14,34003,Bergen,NJ,-18.1,-0.4,105,-23.6,-32.7,11.1,-12.6
2020-10-14,34017,Hudson,NJ,-20.4,-6.7,45.4,-44.3,-36,11,-12.2
2020-10-14,34025,Monmouth,NJ,-13.4,1.9,147,-22.9,-28.6,8.6,-9.5
2020-10-14,34027,Morris,NJ,-20.7,-5.3,72.7,-36.6,-32.7,11,-12.1
2020-10-14,36059,Nassau,NY,-17.7,-8.7,98.9,-39,-29.9,9.4,-10.6
2020-10-14,36103,Suffolk,NY,-12.4,-3.6,118,-30.7,-20,6.3,-7
2020-10-14,36119,Westchester,NY,-15.7,-4.7,71.4,-34.9,-30.6,9.4,-10.5
2020-10-15,09001,Fairfield,CT,-12.3,-6,75.3,-17.3,-24.6,7.4,-8.3
2020-10-15,09003,Hartford,CT,-15.6,-9.7,59.7,-34.3,-26,7.4,-8.2
2020-10-15,09005,Litchfield,CT,2.6,-8.6,127,NA,-15.1,4.7,-4.9
2020-10-15,09009,New Haven,CT,-11.4,-6.6,38.4,-15.3,-24.1,6.4,-7.1
2020-10-15,34003,Bergen,NJ,-18.1,-0.4,107,-23.3,-32.6,11.1,-12.6
2020-10-15,34017,Hudson,NJ,-20.1,-6.3,47.7,-43.7,-35.9,10.9,-12
2020-10-15,34025,Monmouth,NJ,-13.1,1.9,149,-23.1,-28.4,8.4,-9.4
2020-10-15,34027,Morris,NJ,-20.6,-5.6,74.7,-36.4,-32.6,11,-12.1
2020-10-15,36059,Nassau,NY,-17.7,-8.7,99.7,-38.9,-29.7,9.3,-10.5
2020-10-15,36103,Suffolk,NY,-12.4,-3.6,122,-30.7,-19.9,6.3,-7
2020-10-15,36119,Westchester,NY,-15.6,-4.6,73.3,-34.6,-30.4,9.4,-10.5
2020-10-16,09001,Fairfield,CT,-13.4,-6.9,64,-19,-24.7,8.1,-9
2020-10-16,09003,Hartford,CT,-16.6,-10.6,50.4,-35,-26,7.9,-8.6
2020-10-16,09005,Litchfield,CT,1.3,-9.3,114,NA,-15.1,5.3,-5.5
2020-10-16,09009,New Haven,CT,-12.4,-7.4,31.4,-16.6,-24.1,6.9,-7.5
2020-10-16,34003,Bergen,NJ,-19.6,-2,90.6,-24.7,-32.6,11.7,-13.1
2020-10-16,34017,Hudson,NJ,-21.7,-8.3,36.1,-44.9,-36,11.6,-12.7
2020-10-16,34025,Monmouth,NJ,-15,0.3,129,-25.1,-28.6,9.1,-10.1
2020-10-16,34027,Morris,NJ,-21.7,-6.7,64.3,-38,-32.7,11.6,-12.6
2020-10-16,36059,Nassau,NY,-19.1,-10.1,84.7,-39.7,-29.9,9.9,-11
2020-10-16,36103,Suffolk,NY,-13.3,-4.4,107,-32.1,-20,6.9,-7.5
2020-10-16,36119,Westchester,NY,-17,-6.1,63,-36,-30.7,10.1,-11.2
2020-10-17,09001,Fairfield,CT,-13.1,-6.6,59.3,-19.7,-25,8.3,-9.3
2020-10-17,09003,Hartford,CT,-16.1,-10,43.6,-34.9,-25.9,8.1,-9.1
2020-10-17,09005,Litchfield,CT,1.4,-8.9,109,NA,-15.1,5.4,-5.7
2020-10-17,09009,New Haven,CT,-12.1,-7,27.6,-17.4,-24.1,7,-7.8
2020-10-17,34003,Bergen,NJ,-19.1,-1.3,88.7,-25,-32.4,11.7,-13.1
2020-10-17,34017,Hudson,NJ,-21.3,-7.6,33.4,-44.9,-36.1,11.6,-12.7
2020-10-17,34025,Monmouth,NJ,-15.1,0.6,115,-24.1,-28.6,9.3,-10.3
2020-10-17,34027,Morris,NJ,-21.4,-6.3,61.3,-38.3,-33,11.7,-12.9
2020-10-17,36059,Nassau,NY,-18.7,-9.4,83.7,-39.4,-29.7,9.9,-11
2020-10-17,36103,Suffolk,NY,-13,-4.1,102,-32.9,-20.1,6.9,-7.5
2020-10-17,36119,Westchester,NY,-16.4,-5.7,61.4,-36.4,-30.7,10.3,-11.5
2020-10-18,09001,Fairfield,CT,-13.1,-6.4,58.4,-19.6,-25,8.3,-9.3
2020-10-18,09003,Hartford,CT,-16.3,-9.9,42.4,-34.7,-26,8.1,-9.1
2020-10-18,09005,Litchfield,CT,1.1,-8.6,108,NA,-15,5.6,-6
2020-10-18,09009,New Haven,CT,-12.3,-6.9,27,-17.9,-24.1,7,-7.8
2020-10-18,34003,Bergen,NJ,-18.7,-1,92.6,-23.4,-32.3,11.7,-13.1
2020-10-18,34017,Hudson,NJ,-21.1,-7.3,33.3,-44.4,-35.9,11.6,-12.7
2020-10-18,34025,Monmouth,NJ,-14.7,1.1,121,-22.9,-28.3,9.3,-10.3
2020-10-18,34027,Morris,NJ,-21.3,-6.1,64.6,-39,-33.3,11.9,-13.2
2020-10-18,36059,Nassau,NY,-18.3,-8.7,87.1,-38.9,-29.6,10,-11.3
2020-10-18,36103,Suffolk,NY,-13,-4.1,103,-33.6,-20.1,6.9,-7.5
2020-10-18,36119,Westchester,NY,-16,-5.3,62.9,-36.1,-30.6,10.3,-11.5
2020-10-19,09001,Fairfield,CT,-13.4,-6.9,57.3,-19.6,-24.9,8.4,-9.4
2020-10-19,09003,Hartford,CT,-16.6,-10.3,41.4,-34.6,-25.9,8.1,-9.1
2020-10-19,09005,Litchfield,CT,0.7,-8.9,110,NA,-14.9,5.7,-6.2
2020-10-19,09009,New Haven,CT,-12.7,-7.6,25.9,-17.9,-24,7.1,-7.9
2020-10-19,34003,Bergen,NJ,-19,-1.3,89,-24.1,-32.1,11.7,-13.1
2020-10-19,34017,Hudson,NJ,-21.4,-7.9,31.3,-44.3,-35.9,11.7,-12.9
2020-10-19,34025,Monmouth,NJ,-14.9,0.9,120,-23.7,-28.1,9.3,-10.3
2020-10-19,34027,Morris,NJ,-21.7,-6.7,62.3,-39.1,-33.3,12,-13.3
2020-10-19,36059,Nassau,NY,-18.4,-8.9,86.1,-38.9,-29.4,10,-11.3
2020-10-19,36103,Suffolk,NY,-13.1,-4.4,105,-33.6,-19.9,6.9,-7.5
2020-10-19,36119,Westchester,NY,-16.1,-5.6,61.9,-35.9,-30.4,10.3,-11.5
2020-10-20,09001,Fairfield,CT,-13,-6.4,62.9,-19.3,-24.6,8.1,-9.2
2020-10-20,09003,Hartford,CT,-15.1,-9,50.4,-33.4,-25.4,7.7,-8.6
2020-10-20,09005,Litchfield,CT,1.3,-8.7,121,NA,-14.4,5.4,-5.9
2020-10-20,09009,New Haven,CT,-11.7,-6.6,31.3,-17,-23.7,6.9,-7.6
2020-10-20,34003,Bergen,NJ,-18.6,-1,97.9,-23.6,-32,11.6,-13
2020-10-20,34017,Hudson,NJ,-20.7,-7.4,38,-43.9,-35.6,11.6,-12.7
2020-10-20,34025,Monmouth,NJ,-14.7,1,128,-23,-28,9.1,-10.2
2020-10-20,34027,Morris,NJ,-21.3,-6.4,68.1,-38.4,-33.1,11.7,-13.1
2020-10-20,36059,Nassau,NY,-17.9,-8.9,92.7,-38.4,-29.3,9.9,-11.2
2020-10-20,36103,Suffolk,NY,-12.6,-4.1,112,-33.3,-19.6,6.6,-7.2
2020-10-20,36119,Westchester,NY,-15.6,-5.3,66.7,-35.1,-30,10.1,-11.3
2020-10-21,09001,Fairfield,CT,-13.3,-6.7,59,-19.9,-24.6,8.3,-9.3
2020-10-21,09003,Hartford,CT,-15.6,-9.6,48.1,-33.7,-25.6,7.9,-8.8
2020-10-21,09005,Litchfield,CT,0.9,-9,112,NA,-14.7,5.7,-6.2
2020-10-21,09009,New Haven,CT,-12.1,-6.9,29,-17.4,-23.7,7,-7.8
2020-10-21,34003,Bergen,NJ,-18.9,-1.4,93.6,-23.7,-32,11.7,-13.1
2020-10-21,34017,Hudson,NJ,-20.9,-8.1,37.3,-44,-35.6,11.7,-12.9
2020-10-21,34025,Monmouth,NJ,-15.1,0.7,124,-23,-28,9.1,-10.2
2020-10-21,34027,Morris,NJ,-21.7,-6.6,63.4,-39,-33.1,11.9,-13.2
2020-10-21,36059,Nassau,NY,-18,-9.3,88.1,-38.7,-29.1,9.9,-11.2
2020-10-21,36103,Suffolk,NY,-12.9,-4.4,107,-33.9,-19.6,6.7,-7.4
2020-10-21,36119,Westchester,NY,-15.9,-5.6,62.7,-35.4,-30,10.3,-11.5
2020-10-22,09001,Fairfield,CT,-13.6,-6.9,57.7,-20.1,-24.7,8.4,-9.5
2020-10-22,09003,Hartford,CT,-15.7,-9.7,47.7,-33.6,-25.6,7.9,-8.8
2020-10-22,09005,Litchfield,CT,0.4,-9.3,115,NA,-14.7,5.7,-6.2
2020-10-22,09009,New Haven,CT,-12.3,-7.1,29,-17.7,-23.7,7,-7.8
2020-10-22,34003,Bergen,NJ,-19.4,-1.7,89,-23.9,-32,11.9,-13.3
2020-10-22,34017,Hudson,NJ,-21.3,-8.7,33.9,-44.3,-35.6,11.7,-12.9
2020-10-22,34025,Monmouth,NJ,-15.9,0.3,116,-23.4,-28,9.3,-10.3
2020-10-22,34027,Morris,NJ,-22,-6.9,60,-39.1,-33.1,12,-13.4
2020-10-22,36059,Nassau,NY,-18.3,-9.7,84,-38.7,-29.1,10,-11.3
2020-10-22,36103,Suffolk,NY,-13,-4.7,104,-34.1,-19.6,6.9,-7.6
2020-10-22,36119,Westchester,NY,-16.1,-6,59.6,-35.3,-30.1,10.4,-11.6
2020-10-23,09001,Fairfield,CT,-12.7,-6,64.7,-19.4,-24.6,8,-9
2020-10-23,09003,Hartford,CT,-14.9,-9,54.1,-32.9,-25.4,7.6,-8.5
2020-10-23,09005,Litchfield,CT,1.4,-8.7,129,NA,-14.4,5.4,-5.9
2020-10-23,09009,New Haven,CT,-11.4,-6.6,33.7,-16.7,-23.6,6.7,-7.5
2020-10-23,34003,Bergen,NJ,-18.1,-0.3,102,-22.9,-31.7,11.4,-12.9
2020-10-23,34017,Hudson,NJ,-19.7,-6.7,43,-43.1,-35.3,11.1,-12.4
2020-10-23,34025,Monmouth,NJ,-14.1,1.9,130,-21.7,-27.7,8.7,-9.8
2020-10-23,34027,Morris,NJ,-20.9,-6,68.7,-37.9,-32.9,11.6,-12.9
2020-10-23,36059,Nassau,NY,-17,-8.6,95.7,-38,-28.9,9.6,-10.9
2020-10-23,36103,Suffolk,NY,-12.1,-4.1,113,-33.3,-19.4,6.4,-7.1
2020-10-23,36119,Westchester,NY,-14.7,-4.7,67.6,-34,-29.7,9.9,-11.1
2020-10-24,09001,Fairfield,CT,-13.1,-6.3,61.1,-20.6,-24.6,8,-9
2020-10-24,09003,Hartford,CT,-15.4,-9.6,54,-33.1,-25.6,7.6,-8.5
2020-10-24,09005,Litchfield,CT,0.3,-9,131,NA,-14.7,5.6,-6.2
2020-10-24,09009,New Haven,CT,-11.9,-7,30.7,-16.9,-23.6,6.7,-7.5
2020-10-24,34003,Bergen,NJ,-18.4,-0.9,101,-23.3,-31.9,11.6,-13.1
2020-10-24,34017,Hudson,NJ,-20,-7.3,42.1,-43.3,-35.3,11.3,-12.6
2020-10-24,34025,Monmouth,NJ,-14.6,1.1,132,-22.4,-27.9,8.7,-9.8
2020-10-24,34027,Morris,NJ,-21.1,-6.7,70.1,-39.4,-32.9,11.7,-13.2
2020-10-24,36059,Nassau,NY,-17.1,-9.3,94.6,-38,-29,9.6,-10.9
2020-10-24,36103,Suffolk,NY,-12.3,-4.6,113,-33.6,-19.3,6.4,-7.1
2020-10-24,36119,Westchester,NY,-15,-5,66.9,-33.7,-29.9,9.9,-11.1
2020-10-25,09001,Fairfield,CT,-13.4,-6.4,57.6,-21,-24.7,8.1,-9.3
2020-10-25,09003,Hartford,CT,-15.4,-9.4,50.4,-33.1,-25.6,7.7,-8.8
2020-10-25,09005,Litchfield,CT,-0.7,-9.4,122,NA,-15.1,5.7,-6.5
2020-10-25,09009,New Haven,CT,-12,-7.1,29.4,-17,-23.7,6.9,-7.8
2020-10-25,34003,Bergen,NJ,-18.6,-1.1,96.6,-24.3,-31.9,11.7,-13.4
2020-10-25,34017,Hudson,NJ,-20.1,-7.4,36.7,-43.9,-35.6,11.4,-12.9
2020-10-25,34025,Monmouth,NJ,-15,0.9,118,-23.3,-28.3,8.9,-10.1
2020-10-25,34027,Morris,NJ,-21.3,-7,62.9,-39.6,-33.1,11.9,-13.5
2020-10-25,36059,Nassau,NY,-17.1,-9.6,90,-38.6,-29.1,9.7,-11.2
2020-10-25,36103,Suffolk,NY,-12.4,-4.7,107,-34.3,-19.4,6.4,-7.1
2020-10-25,36119,Westchester,NY,-15.1,-5.3,63.6,-34.4,-30,10,-11.4
2020-10-26,09001,Fairfield,CT,-13.7,-6.4,52.3,-21.4,-24.7,8.3,-9.5
2020-10-26,09003,Hartford,CT,-15.4,-9.4,47.7,-33,-25.6,7.9,-9
2020-10-26,09005,Litchfield,CT,-1,-9.4,107,NA,-15,5.9,-6.7
2020-10-26,09009,New Haven,CT,-12.1,-7.1,26.9,-17.4,-23.7,7,-8
2020-10-26,34003,Bergen,NJ,-19,-1.4,86.1,-24.6,-31.9,12,-13.7
2020-10-26,34017,Hudson,NJ,-20.4,-7.9,29.3,-44.3,-35.7,11.6,-13.1
2020-10-26,34025,Monmouth,NJ,-15.7,0.3,102,-23.4,-28.6,9.1,-10.4
2020-10-26,34027,Morris,NJ,-21.6,-7.3,57.6,-40.3,-33.1,12,-13.7
2020-10-26,36059,Nassau,NY,-17.6,-10,82.3,-39,-29.1,9.9,-11.4
2020-10-26,36103,Suffolk,NY,-12.7,-4.9,98.4,-34.9,-19.6,6.6,-7.3
2020-10-26,36119,Westchester,NY,-15.4,-5.4,59,-34.9,-30.1,10.1,-11.5
2020-10-27,09001,Fairfield,CT,-13.6,-6.1,52.6,-21.4,-24.7,8.3,-9.5
2020-10-27,09003,Hartford,CT,-15.3,-9.1,45.9,-33,-25.6,7.9,-9
2020-10-27,09005,Litchfield,CT,-1,-9,104,NA,-15.1,5.9,-6.7
2020-10-27,09009,New Haven,CT,-11.9,-7,27,-17.6,-23.7,7,-8
2020-10-27,34003,Bergen,NJ,-19,-1.3,84.3,-24.4,-31.9,12,-13.7
2020-10-27,34017,Hudson,NJ,-20.3,-7.7,26.7,-44.3,-35.7,11.6,-13.1
2020-10-27,34025,Monmouth,NJ,-15.6,0.4,101,-23,-28.4,9,-10.3
2020-10-27,34027,Morris,NJ,-21.6,-7.1,56.1,-40.6,-33.1,12,-13.7
2020-10-27,36059,Nassau,NY,-17.3,-9.7,86.9,-39,-29,9.7,-11.2
2020-10-27,36103,Suffolk,NY,-12.4,-4.6,104,-34.3,-19.4,6.4,-7.2
2020-10-27,36119,Westchester,NY,-15,-5.1,58.9,-34.7,-30.1,10,-11.4
2020-10-28,09001,Fairfield,CT,-13.9,-6.3,47.4,-22.1,-25,8.4,-9.7
2020-10-28,09003,Hartford,CT,-15.6,-9.3,38.7,-33.7,-25.7,8.1,-9.3
2020-10-28,09005,Litchfield,CT,-1.3,-9.4,98.9,NA,-15.3,6,-6.8
2020-10-28,09009,New Haven,CT,-12.3,-7.3,22.9,-18.1,-24,7.1,-8.2
2020-10-28,34003,Bergen,NJ,-19.3,-1.3,76.4,-25.1,-31.9,12.1,-13.9
2020-10-28,34017,Hudson,NJ,-20.4,-7.7,19.7,-44.9,-35.9,11.6,-13.1
2020-10-28,34025,Monmouth,NJ,-15.7,0.6,93.9,-23.9,-28.4,9.1,-10.4
2020-10-28,34027,Morris,NJ,-21.6,-6.9,53.7,-41.3,-33.1,12,-13.7
2020-10-28,36059,Nassau,NY,-17.4,-9.9,81.4,-39.4,-29.1,9.9,-11.4
2020-10-28,36103,Suffolk,NY,-12.7,-4.7,96.3,-34.6,-19.6,6.6,-7.3
2020-10-28,36119,Westchester,NY,-15,-5.4,55.1,-35.1,-30.3,10.1,-11.6
2020-10-29,09001,Fairfield,CT,-14.9,-7.1,34.3,-23.9,-25.4,9,-10.2
2020-10-29,09003,Hartford,CT,-16.4,-10.1,26.4,-35.3,-26,8.6,-9.7
2020-10-29,09005,Litchfield,CT,-2.6,-9.7,85.1,NA,-15.6,6.6,-7.4
2020-10-29,09009,New Haven,CT,-13.3,-7.7,13.7,-19.7,-24.1,7.7,-8.7
2020-10-29,34003,Bergen,NJ,-20.6,-2.9,60.1,-27.3,-32.1,12.7,-14.5
2020-10-29,34017,Hudson,NJ,-22.1,-10,7.3,-46.3,-36.3,12.1,-13.6
2020-10-29,34025,Monmouth,NJ,-17.3,-1,76.7,-26.1,-28.7,9.7,-11
2020-10-29,34027,Morris,NJ,-22.7,-8,41.9,-43.4,-33.4,12.6,-14.2
2020-10-29,36059,Nassau,NY,-18.6,-11.3,68.3,-41,-29.4,10.3,-11.8
2020-10-29,36103,Suffolk,NY,-14,-6,78.9,-36,-20,7.1,-7.9
2020-10-29,36119,Westchester,NY,-16.3,-6.9,46,-37,-30.6,10.6,-12
2020-10-30,09001,Fairfield,CT,-15.4,-7,27,-25.4,-25.9,9.6,-10.8
2020-10-30,09003,Hartford,CT,-17.7,-11,19.7,-36.7,-26.4,9.1,-10.3
2020-10-30,09005,Litchfield,CT,-4,-10.7,69.4,NA,-16.3,7.3,-8.1
2020-10-30,09009,New Haven,CT,-14.1,-7.7,8.1,-21.3,-24.6,8.3,-9.3
2020-10-30,34003,Bergen,NJ,-21.3,-2.7,48.4,-28.9,-32.4,13.1,-14.9
2020-10-30,34017,Hudson,NJ,-22.7,-10.3,-1,-47.6,-36.6,12.6,-14.1
2020-10-30,34025,Monmouth,NJ,-18.1,-0.9,63.9,-28.1,-29,10.1,-11.4
2020-10-30,34027,Morris,NJ,-23.3,-7.6,34.6,-44.7,-33.7,13,-14.6
2020-10-30,36059,Nassau,NY,-18.7,-10.9,58.4,-42.1,-29.7,10.7,-12.3
2020-10-30,36103,Suffolk,NY,-14.6,-5.9,68,-37.6,-20.3,7.7,-8.5
2020-10-30,36119,Westchester,NY,-16.6,-6.6,40.6,-38.4,-31,11,-12.4
2020-10-31,09001,Fairfield,CT,-15.9,-6.1,23.6,-26.4,-26,9.7,-11
2020-10-31,09003,Hartford,CT,-17.9,-9.6,10.3,-37,-26.6,9.3,-10.5
2020-10-31,09005,Litchfield,CT,-4.4,-10.3,52.8,NA,-16.4,7.4,-8.3
2020-10-31,09009,New Haven,CT,-14.3,-6.4,6.1,-21.9,-24.7,8.4,-9.5
2020-10-31,34003,Bergen,NJ,-21.9,-2.1,41.7,-29,-32.4,13.3,-15.1
2020-10-31,34017,Hudson,NJ,-22.6,-9.6,-4.6,-48.3,-36.7,12.6,-14.1
2020-10-31,34025,Monmouth,NJ,-19.3,-0.1,53.7,-30.1,-29.1,10.3,-11.7
2020-10-31,34027,Morris,NJ,-24.1,-7.4,27.9,-44.1,-33.9,13.3,-15.1
2020-10-31,36059,Nassau,NY,-18.9,-9.9,53.1,-42.4,-29.7,10.9,-12.5
2020-10-31,36103,Suffolk,NY,-15.3,-5.6,61,-37.7,-20.6,7.9,-8.7
2020-10-31,36119,Westchester,NY,-16.9,-5.6,36.6,-39.1,-31,11.1,-12.7
2020-11-01,09001,Fairfield,CT,-17,-7,14.7,-28.7,-26.6,10,-11.6
2020-11-01,09003,Hartford,CT,-18.7,-10,2.3,-37.6,-26.9,9.6,-11.1
2020-11-01,09005,Litchfield,CT,-6.9,-11.1,35.2,NA,-16.9,7.7,-8.9
2020-11-01,09009,New Haven,CT,-15.3,-6.9,-2.4,-23.6,-25,8.7,-10.1
2020-11-01,34003,Bergen,NJ,-23.3,-3,29.3,-31.6,-32.9,13.7,-16
2020-11-01,34017,Hudson,NJ,-23.7,-10.3,-11.3,-49.6,-37,12.9,-14.6
2020-11-01,34025,Monmouth,NJ,-20.6,-1.1,47.6,-32.3,-29.4,10.6,-12.2
2020-11-01,34027,Morris,NJ,-25.6,-8.4,19.6,-46,-34.1,13.6,-15.7
2020-11-01,36059,Nassau,NY,-19.9,-10.6,43.7,-43.3,-29.9,11.1,-13.1
2020-11-01,36103,Suffolk,NY,-16.4,-6.4,51.3,-38.9,-20.9,8.1,-9.3
2020-11-01,36119,Westchester,NY,-18,-6.4,27.6,-40.1,-31.4,11.4,-13.2
2020-11-02,09001,Fairfield,CT,-17,-7.1,13.9,-29,-26.6,10,-11.6
2020-11-02,09003,Hartford,CT,-18.9,-9.7,-1,-38.3,-26.9,9.6,-11.1
2020-11-02,09005,Litchfield,CT,-7,-11.1,32.6,NA,-17,7.7,-8.9
2020-11-02,09009,New Haven,CT,-15.3,-6.4,-3.7,-24.1,-25,8.7,-10.1
2020-11-02,34003,Bergen,NJ,-23.1,-2.7,30.1,-32.1,-32.9,13.7,-16
2020-11-02,34017,Hudson,NJ,-23.3,-9.4,-11.4,-49.7,-36.9,12.7,-14.5
2020-11-02,34025,Monmouth,NJ,-20.1,-0.4,50.4,-32.6,-29.4,10.4,-12.1
2020-11-02,34027,Morris,NJ,-25.4,-8.4,20.1,-45.9,-34.1,13.6,-15.7
2020-11-02,36059,Nassau,NY,-19.6,-10.3,41.9,-43.4,-29.9,11.1,-13.1
2020-11-02,36103,Suffolk,NY,-16.4,-6.6,48.9,-39,-20.9,8.1,-9.3
2020-11-02,36119,Westchester,NY,-18,-6.3,27.7,-40.4,-31.3,11.4,-13.2
2020-11-03,09001,Fairfield,CT,-16.3,-6.7,13,-30,-27.6,10.1,-11.8
2020-11-03,09003,Hartford,CT,-18,-8.9,-2.6,-38.3,-27.7,9.7,-11.3
2020-11-03,09005,Litchfield,CT,-5.3,-10,26.6,NA,-17.9,7.9,-9.1
2020-11-03,09009,New Haven,CT,-14,-5.4,-5.3,-24.1,-25.9,8.7,-10.1
2020-11-03,34003,Bergen,NJ,-22.7,-2.3,27.3,-33.1,-33.6,14,-16.3
2020-11-03,34017,Hudson,NJ,-22.9,-8.7,-14.7,-50.3,-37.4,12.9,-14.6
2020-11-03,34025,Monmouth,NJ,-20,-0.1,45.6,-33.3,-30.4,10.9,-12.5
2020-11-03,34027,Morris,NJ,-25.3,-8.3,17.1,-46.3,-34.9,14,-16.1
2020-11-03,36059,Nassau,NY,-19,-10.1,36.3,-44.1,-31.1,11.6,-13.5
2020-11-03,36103,Suffolk,NY,-15.9,-6.4,42.3,-40.3,-22,8.4,-9.6
2020-11-03,36119,Westchester,NY,-17.6,-5.9,26.4,-41,-32.4,11.7,-13.5
2020-11-04,09001,Fairfield,CT,-16.6,-7.3,16.3,-30,-27.4,10.1,-11.8
2020-11-04,09003,Hartford,CT,-18.3,-9,0.7,-37.7,-27.6,9.6,-11.1
2020-11-04,09005,Litchfield,CT,-5.6,-10.3,28.4,NA,-17.7,7.9,-9.1
2020-11-04,09009,New Haven,CT,-14,-5.6,-2.7,-24,-25.7,8.7,-10.1
2020-11-04,34003,Bergen,NJ,-22.9,-2.9,32.4,-33.6,-33.7,14,-16.3
2020-11-04,34017,Hudson,NJ,-23,-8.7,-11.9,-50.6,-37.6,13,-14.8
2020-11-04,34025,Monmouth,NJ,-20.4,-0.9,50.1,-33.1,-30.7,10.9,-12.5
2020-11-04,34027,Morris,NJ,-25.9,-9,19.1,-45.6,-35,14.1,-16.3
2020-11-04,36059,Nassau,NY,-19.6,-10.7,39,-44.4,-31.1,11.7,-13.7
2020-11-04,36103,Suffolk,NY,-16.1,-7,47.7,-40,-21.9,8.4,-9.6
2020-11-04,36119,Westchester,NY,-18.1,-6.4,29.4,-41.3,-32.4,11.7,-13.5
2020-11-05,09001,Fairfield,CT,-16,-7,25.9,-29.3,-27.1,9.7,-11.3
2020-11-05,09003,Hartford,CT,-17.9,-8.1,8.6,-37,-27.3,9.3,-10.8
2020-11-05,09005,Litchfield,CT,-5,-10.3,39.1,NA,-17.6,7.6,-8.8
2020-11-05,09009,New Haven,CT,-13.4,-5,3,-23,-25.7,8.4,-9.8
2020-11-05,34003,Bergen,NJ,-21.1,-1.3,49.6,-32.4,-33.9,13.6,-15.9
2020-11-05,34017,Hudson,NJ,-21,-6.3,0.1,-49.6,-37.4,12.6,-14.3
2020-11-05,34025,Monmouth,NJ,-18.6,0.7,70,-30.7,-31,10.4,-12.1
2020-11-05,34027,Morris,NJ,-24.4,-8,30.6,-44.3,-35.4,13.7,-15.9
2020-11-05,36059,Nassau,NY,-18.4,-9.6,50.9,-43.3,-30.9,11.4,-13.4
2020-11-05,36103,Suffolk,NY,-15.1,-6.1,61.1,-38.7,-21.6,8,-9.1
2020-11-05,36119,Westchester,NY,-17,-5.3,38.1,-39.9,-32,11.3,-13.1
2020-11-06,09001,Fairfield,CT,-15.7,-7.9,34.1,-28.6,-26.9,9.3,-10.9
2020-11-06,09003,Hartford,CT,-17,-7.6,15.4,-35.9,-26.9,8.9,-10.4
2020-11-06,09005,Litchfield,CT,-3.9,-9.7,50.9,NA,-17.1,7,-8.2
2020-11-06,09009,New Haven,CT,-12.9,-5.3,9.7,-22.4,-25.4,8,-9.4
2020-11-06,34003,Bergen,NJ,-20.4,-1.9,63.1,-31.4,-34.1,13.3,-15.6
2020-11-06,34017,Hudson,NJ,-20.6,-6.1,9,-48.7,-37.3,12.3,-14.1
2020-11-06,34025,Monmouth,NJ,-17.7,0.1,88.1,-28.3,-31.4,10.1,-11.8
2020-11-06,34027,Morris,NJ,-24,-8.7,39,-43.3,-35.9,13.4,-15.6
2020-11-06,36059,Nassau,NY,-18.4,-10.6,58.7,-42.4,-30.4,11.1,-13.1
2020-11-06,36103,Suffolk,NY,-14.7,-6.7,72.3,-37.4,-21.1,7.4,-8.6
2020-11-06,36119,Westchester,NY,-16.9,-5.9,44,-38.7,-31.6,11,-12.8
2020-11-07,09001,Fairfield,CT,-15.3,-9.3,43.3,-28.4,-26.7,9.3,-10.9
2020-11-07,09003,Hartford,CT,-17,-9.1,26,-35.3,-26.4,8.7,-10.1
2020-11-07,09005,Litchfield,CT,-3.6,-11,66.1,NA,-16.6,7,-8.2
2020-11-07,09009,New Haven,CT,-12.7,-6.7,16.7,-22.7,-25.3,8,-9.4
2020-11-07,34003,Bergen,NJ,-20.1,-2.9,73.9,-31.9,-34,13.1,-15.3
2020-11-07,34017,Hudson,NJ,-20.6,-7.1,16.7,-47.9,-37.1,12.3,-14.1
2020-11-07,34025,Monmouth,NJ,-16.3,-0.9,109,-25.4,-31.1,10,-11.5
2020-11-07,34027,Morris,NJ,-23.6,-9.7,42,-43.4,-35.7,13.3,-15.3
2020-11-07,36059,Nassau,NY,-18.1,-12,65.9,-42.6,-30.3,11,-12.8
2020-11-07,36103,Suffolk,NY,-14.1,-7.4,86.1,-36.4,-20.9,7.4,-8.6
2020-11-07,36119,Westchester,NY,-16.6,-7.3,49.6,-37.9,-31.3,11,-12.8
2020-11-08,09001,Fairfield,CT,-14.1,-8.9,58.4,-27.4,-26.3,9,-10.3
