countyfips,date,county,state,measure,pct
09001,2020-02-24,Fairfield,CT,gps_retail_and_recreation,1.4
09001,2020-02-24,Fairfield,CT,gps_grocery_and_pharmacy,-1.6
09001,2020-02-24,Fairfield,CT,gps_parks,29.3
09001,2020-02-24,Fairfield,CT,gps_transit_stations,4.9
09001,2020-02-24,Fairfield,CT,gps_workplaces,0.3
09001,2020-02-24,Fairfield,CT,gps_residential,0
09001,2020-02-24,Fairfield,CT,gps_away_from_home,0.3
09003,2020-02-24,Hartford,CT,gps_retail_and_recreation,3.3
09003,2020-02-24,Hartford,CT,gps_grocery_and_pharmacy,-2.3
09003,2020-02-24,Hartford,CT,gps_parks,31.6
09003,2020-02-24,Hartford,CT,gps_transit_stations,4.6
09003,2020-02-24,Hartford,CT,gps_workplaces,0.4
09003,2020-02-24,Hartford,CT,gps_residential,0
09003,2020-02-24,Hartford,CT,gps_away_from_home,0.3
09005,2020-02-24,Litchfield,CT,gps_retail_and_recreation,5.6
09005,2020-02-24,Litchfield,CT,gps_grocery_and_pharmacy,-3.1
09005,2020-02-24,Litchfield,CT,gps_parks,32.4
09005,2020-02-24,Litchfield,CT,gps_transit_stations,NA
09005,2020-02-24,Litchfield,CT,gps_workplaces,0.4
09005,2020-02-24,Litchfield,CT,gps_residential,0.3
09005,2020-02-24,Litchfield,CT,gps_away_from_home,-0
09009,2020-02-24,New Haven,CT,gps_retail_and_recreation,3
09009,2020-02-24,New Haven,CT,gps_grocery_and_pharmacy,-1.4
09009,2020-02-24,New Haven,CT,gps_parks,20.3
09009,2020-02-24,New Haven,CT,gps_transit_stations,6.7
09009,2020-02-24,New Haven,CT,gps_workplaces,0.1
09009,2020-02-24,New Haven,CT,gps_residential,0.1
09009,2020-02-24,New Haven,CT,gps_away_from_home,0.3
34003,2020-02-24,Bergen,NJ,gps_retail_and_recreation,0.4
34003,2020-02-24,Bergen,NJ,gps_grocery_and_pharmacy,-0.3
34003,2020-02-24,Bergen,NJ,gps_parks,38.7
34003,2020-02-24,Bergen,NJ,gps_transit_stations,1.7
34003,2020-02-24,Bergen,NJ,gps_workplaces,-0.9
34003,2020-02-24,Bergen,NJ,gps_residential,0.4
34003,2020-02-24,Bergen,NJ,gps_away_from_home,-0.2
34017,2020-02-24,Hudson,NJ,gps_retail_and_recreation,3
34017,2020-02-24,Hudson,NJ,gps_grocery_and_pharmacy,-1.1
34017,2020-02-24,Hudson,NJ,gps_parks,21.7
34017,2020-02-24,Hudson,NJ,gps_transit_stations,4.1
34017,2020-02-24,Hudson,NJ,gps_workplaces,1
34017,2020-02-24,Hudson,NJ,gps_residential,0.3
34017,2020-02-24,Hudson,NJ,gps_away_from_home,-0
34025,2020-02-24,Monmouth,NJ,gps_retail_and_recreation,4.3
34025,2020-02-24,Monmouth,NJ,gps_grocery_and_pharmacy,-2.7
34025,2020-02-24,Monmouth,NJ,gps_parks,37
34025,2020-02-24,Monmouth,NJ,gps_transit_stations,7.6
34025,2020-02-24,Monmouth,NJ,gps_workplaces,2.6
34025,2020-02-24,Monmouth,NJ,gps_residential,-0.1
34025,2020-02-24,Monmouth,NJ,gps_away_from_home,0.4
34027,2020-02-24,Morris,NJ,gps_retail_and_recreation,2
34027,2020-02-24,Morris,NJ,gps_grocery_and_pharmacy,0.7
34027,2020-02-24,Morris,NJ,gps_parks,28
34027,2020-02-24,Morris,NJ,gps_transit_stations,0.3
34027,2020-02-24,Morris,NJ,gps_workplaces,1.4
34027,2020-02-24,Morris,NJ,gps_residential,-0.3
34027,2020-02-24,Morris,NJ,gps_away_from_home,0.7
36059,2020-02-24,Nassau,NY,gps_retail_and_recreation,2.3
36059,2020-02-24,Nassau,NY,gps_grocery_and_pharmacy,-2.3
36059,2020-02-24,Nassau,NY,gps_parks,17.9
36059,2020-02-24,Nassau,NY,gps_transit_stations,-9.9
36059,2020-02-24,Nassau,NY,gps_workplaces,-6.6
36059,2020-02-24,Nassau,NY,gps_residential,1
36059,2020-02-24,Nassau,NY,gps_away_from_home,-0.6
36103,2020-02-24,Suffolk,NY,gps_retail_and_recreation,1.3
36103,2020-02-24,Suffolk,NY,gps_grocery_and_pharmacy,-1.7
36103,2020-02-24,Suffolk,NY,gps_parks,31
36103,2020-02-24,Suffolk,NY,gps_transit_stations,-0.6
36103,2020-02-24,Suffolk,NY,gps_workplaces,-5.4
36103,2020-02-24,Suffolk,NY,gps_residential,1.3
36103,2020-02-24,Suffolk,NY,gps_away_from_home,-0.9
36119,2020-02-24,Westchester,NY,gps_retail_and_recreation,2.1
36119,2020-02-24,Westchester,NY,gps_grocery_and_pharmacy,-5.9
36119,2020-02-24,Westchester,NY,gps_parks,22.9
36119,2020-02-24,Westchester,NY,gps_transit_stations,-1
36119,2020-02-24,Westchester,NY,gps_workplaces,-6.4
36119,2020-02-24,Westchester,NY,gps_residential,1
36119,2020-02-24,Westchester,NY,gps_away_from_home,-0.7
09001,2020-02-25,Fairfield,CT,gps_retail_and_recreation,1.6
09001,2020-02-25,Fairfield,CT,gps_grocery_and_pharmacy,-1.3
09001,2020-02-25,Fairfield,CT,gps_parks,31.4
09001,2020-02-25,Fairfield,CT,gps_transit_stations,4.9
09001,2020-02-25,Fairfield,CT,gps_workplaces,1.4
09001,2020-02-25,Fairfield,CT,gps_residential,-0.3
09001,2020-02-25,Fairfield,CT,gps_away_from_home,0.6
09003,2020-02-25,Hartford,CT,gps_retail_and_recreation,4
09003,2020-02-25,Hartford,CT,gps_grocery_and_pharmacy,-1.4
09003,2020-02-25,Hartford,CT,gps_parks,35.3
09003,2020-02-25,Hartford,CT,gps_transit_stations,5
09003,2020-02-25,Hartford,CT,gps_workplaces,2.1
09003,2020-02-25,Hartford,CT,gps_residential,-0.4
09003,2020-02-25,Hartford,CT,gps_away_from_home,0.7
09005,2020-02-25,Litchfield,CT,gps_retail_and_recreation,5.4
09005,2020-02-25,Litchfield,CT,gps_grocery_and_pharmacy,-3.1
09005,2020-02-25,Litchfield,CT,gps_parks,34.7
09005,2020-02-25,Litchfield,CT,gps_transit_stations,NA
09005,2020-02-25,Litchfield,CT,gps_workplaces,1.9
09005,2020-02-25,Litchfield,CT,gps_residential,-0.1
09005,2020-02-25,Litchfield,CT,gps_away_from_home,0.4
09009,2020-02-25,New Haven,CT,gps_retail_and_recreation,3.1
09009,2020-02-25,New Haven,CT,gps_grocery_and_pharmacy,-1
09009,2020-02-25,New Haven,CT,gps_parks,22.6
09009,2020-02-25,New Haven,CT,gps_transit_stations,6.7
09009,2020-02-25,New Haven,CT,gps_workplaces,1.6
09009,2020-02-25,New Haven,CT,gps_residential,-0.3
09009,2020-02-25,New Haven,CT,gps_away_from_home,0.7
34003,2020-02-25,Bergen,NJ,gps_retail_and_recreation,0.1
34003,2020-02-25,Bergen,NJ,gps_grocery_and_pharmacy,-0.3
34003,2020-02-25,Bergen,NJ,gps_parks,38.6
34003,2020-02-25,Bergen,NJ,gps_transit_stations,2.4
34003,2020-02-25,Bergen,NJ,gps_workplaces,0.9
34003,2020-02-25,Bergen,NJ,gps_residential,0.1
34003,2020-02-25,Bergen,NJ,gps_away_from_home,0.1
34017,2020-02-25,Hudson,NJ,gps_retail_and_recreation,2.7
34017,2020-02-25,Hudson,NJ,gps_grocery_and_pharmacy,-1.9
34017,2020-02-25,Hudson,NJ,gps_parks,20.4
34017,2020-02-25,Hudson,NJ,gps_transit_stations,4.3
34017,2020-02-25,Hudson,NJ,gps_workplaces,1.4
34017,2020-02-25,Hudson,NJ,gps_residential,0.1
34017,2020-02-25,Hudson,NJ,gps_away_from_home,0.1
34025,2020-02-25,Monmouth,NJ,gps_retail_and_recreation,4.3
34025,2020-02-25,Monmouth,NJ,gps_grocery_and_pharmacy,-3.1
34025,2020-02-25,Monmouth,NJ,gps_parks,35.3
34025,2020-02-25,Monmouth,NJ,gps_transit_stations,6.1
34025,2020-02-25,Monmouth,NJ,gps_workplaces,2.6
34025,2020-02-25,Monmouth,NJ,gps_residential,0
34025,2020-02-25,Monmouth,NJ,gps_away_from_home,0.3
34027,2020-02-25,Morris,NJ,gps_retail_and_recreation,1.7
34027,2020-02-25,Morris,NJ,gps_grocery_and_pharmacy,0.6
34027,2020-02-25,Morris,NJ,gps_parks,28.4
34027,2020-02-25,Morris,NJ,gps_transit_stations,0.1
34027,2020-02-25,Morris,NJ,gps_workplaces,2
34027,2020-02-25,Morris,NJ,gps_residential,-0.4
34027,2020-02-25,Morris,NJ,gps_away_from_home,0.8
36059,2020-02-25,Nassau,NY,gps_retail_and_recreation,2.1
36059,2020-02-25,Nassau,NY,gps_grocery_and_pharmacy,-2.1
36059,2020-02-25,Nassau,NY,gps_parks,19.7
36059,2020-02-25,Nassau,NY,gps_transit_stations,-10.9
36059,2020-02-25,Nassau,NY,gps_workplaces,-4.1
36059,2020-02-25,Nassau,NY,gps_residential,0.6
36059,2020-02-25,Nassau,NY,gps_away_from_home,-0.2
36103,2020-02-25,Suffolk,NY,gps_retail_and_recreation,1.3
36103,2020-02-25,Suffolk,NY,gps_grocery_and_pharmacy,-1.3
36103,2020-02-25,Suffolk,NY,gps_parks,32.3
36103,2020-02-25,Suffolk,NY,gps_transit_stations,-0.4
36103,2020-02-25,Suffolk,NY,gps_workplaces,-3.3
36103,2020-02-25,Suffolk,NY,gps_residential,0.7
36103,2020-02-25,Suffolk,NY,gps_away_from_home,-0.4
36119,2020-02-25,Westchester,NY,gps_retail_and_recreation,2
36119,2020-02-25,Westchester,NY,gps_grocery_and_pharmacy,-5.4
36119,2020-02-25,Westchester,NY,gps_parks,24.4
36119,2020-02-25,Westchester,NY,gps_transit_stations,-0
36119,2020-02-25,Westchester,NY,gps_workplaces,-4
36119,2020-02-25,Westchester,NY,gps_residential,0.6
36119,2020-02-25,Westchester,NY,gps_away_from_home,-0.3
09001,2020-02-26,Fairfield,CT,gps_retail_and_recreation,1.9
09001,2020-02-26,Fairfield,CT,gps_grocery_and_pharmacy,-1.1
09001,2020-02-26,Fairfield,CT,gps_parks,28.4
09001,2020-02-26,Fairfield,CT,gps_transit_stations,4.7
09001,2020-02-26,Fairfield,CT,gps_workplaces,1.6
09001,2020-02-26,Fairfield,CT,gps_residential,-0.3
09001,2020-02-26,Fairfield,CT,gps_away_from_home,0.6
09003,2020-02-26,Hartford,CT,gps_retail_and_recreation,4.9
09003,2020-02-26,Hartford,CT,gps_grocery_and_pharmacy,-1
09003,2020-02-26,Hartford,CT,gps_parks,34.1
09003,2020-02-26,Hartford,CT,gps_transit_stations,4.7
09003,2020-02-26,Hartford,CT,gps_workplaces,2.1
09003,2020-02-26,Hartford,CT,gps_residential,-0.4
09003,2020-02-26,Hartford,CT,gps_away_from_home,0.7
09005,2020-02-26,Litchfield,CT,gps_retail_and_recreation,5.7
09005,2020-02-26,Litchfield,CT,gps_grocery_and_pharmacy,-2.7
09005,2020-02-26,Litchfield,CT,gps_parks,32.3
09005,2020-02-26,Litchfield,CT,gps_transit_stations,NA
09005,2020-02-26,Litchfield,CT,gps_workplaces,2.3
09005,2020-02-26,Litchfield,CT,gps_residential,-0.1
09005,2020-02-26,Litchfield,CT,gps_away_from_home,0.4
09009,2020-02-26,New Haven,CT,gps_retail_and_recreation,3.7
09009,2020-02-26,New Haven,CT,gps_grocery_and_pharmacy,-0.4
09009,2020-02-26,New Haven,CT,gps_parks,21.4
09009,2020-02-26,New Haven,CT,gps_transit_stations,6.6
09009,2020-02-26,New Haven,CT,gps_workplaces,2
09009,2020-02-26,New Haven,CT,gps_residential,-0.4
09009,2020-02-26,New Haven,CT,gps_away_from_home,0.8
34003,2020-02-26,Bergen,NJ,gps_retail_and_recreation,0
34003,2020-02-26,Bergen,NJ,gps_grocery_and_pharmacy,0
34003,2020-02-26,Bergen,NJ,gps_parks,35.9
34003,2020-02-26,Bergen,NJ,gps_transit_stations,2.9
34003,2020-02-26,Bergen,NJ,gps_workplaces,1.4
34003,2020-02-26,Bergen,NJ,gps_residential,0
34003,2020-02-26,Bergen,NJ,gps_away_from_home,0.3
34017,2020-02-26,Hudson,NJ,gps_retail_and_recreation,3
34017,2020-02-26,Hudson,NJ,gps_grocery_and_pharmacy,-1.7
34017,2020-02-26,Hudson,NJ,gps_parks,16
34017,2020-02-26,Hudson,NJ,gps_transit_stations,4.4
34017,2020-02-26,Hudson,NJ,gps_workplaces,1.9
34017,2020-02-26,Hudson,NJ,gps_residential,0.1
34017,2020-02-26,Hudson,NJ,gps_away_from_home,0.1
34025,2020-02-26,Monmouth,NJ,gps_retail_and_recreation,4.4
34025,2020-02-26,Monmouth,NJ,gps_grocery_and_pharmacy,-2.9
34025,2020-02-26,Monmouth,NJ,gps_parks,32
34025,2020-02-26,Monmouth,NJ,gps_transit_stations,5.1
34025,2020-02-26,Monmouth,NJ,gps_workplaces,2.6
34025,2020-02-26,Monmouth,NJ,gps_residential,0
34025,2020-02-26,Monmouth,NJ,gps_away_from_home,0.3
34027,2020-02-26,Morris,NJ,gps_retail_and_recreation,1.6
34027,2020-02-26,Morris,NJ,gps_grocery_and_pharmacy,0.6
34027,2020-02-26,Morris,NJ,gps_parks,27.3
34027,2020-02-26,Morris,NJ,gps_transit_stations,0.4
34027,2020-02-26,Morris,NJ,gps_workplaces,2.1
34027,2020-02-26,Morris,NJ,gps_residential,-0.4
34027,2020-02-26,Morris,NJ,gps_away_from_home,0.8
36059,2020-02-26,Nassau,NY,gps_retail_and_recreation,1.6
36059,2020-02-26,Nassau,NY,gps_grocery_and_pharmacy,-1.4
36059,2020-02-26,Nassau,NY,gps_parks,16.4
36059,2020-02-26,Nassau,NY,gps_transit_stations,-11.9
36059,2020-02-26,Nassau,NY,gps_workplaces,-1.6
36059,2020-02-26,Nassau,NY,gps_residential,0.3
36059,2020-02-26,Nassau,NY,gps_away_from_home,0.1
36103,2020-02-26,Suffolk,NY,gps_retail_and_recreation,1
36103,2020-02-26,Suffolk,NY,gps_grocery_and_pharmacy,-0.7
36103,2020-02-26,Suffolk,NY,gps_parks,27.6
36103,2020-02-26,Suffolk,NY,gps_transit_stations,-0.9
36103,2020-02-26,Suffolk,NY,gps_workplaces,-1.3
36103,2020-02-26,Suffolk,NY,gps_residential,0.4
36103,2020-02-26,Suffolk,NY,gps_away_from_home,-0.1
36119,2020-02-26,Westchester,NY,gps_retail_and_recreation,1.9
36119,2020-02-26,Westchester,NY,gps_grocery_and_pharmacy,-4.7
36119,2020-02-26,Westchester,NY,gps_parks,22
36119,2020-02-26,Westchester,NY,gps_transit_stations,0.3
36119,2020-02-26,Westchester,NY,gps_workplaces,-1.9
36119,2020-02-26,Westchester,NY,gps_residential,0.3
36119,2020-02-26,Westchester,NY,gps_away_from_home,0
09001,2020-02-27,Fairfield,CT,gps_retail_and_recreation,1.9
09001,2020-02-27,Fairfield,CT,gps_grocery_and_pharmacy,-1.1
09001,2020-02-27,Fairfield,CT,gps_parks,29.1
09001,2020-02-27,Fairfield,CT,gps_transit_stations,4.4
09001,2020-02-27,Fairfield,CT,gps_workplaces,1.9
09001,2020-02-27,Fairfield,CT,gps_residential,-0.3
09001,2020-02-27,Fairfield,CT,gps_away_from_home,0.6
09003,2020-02-27,Hartford,CT,gps_retail_and_recreation,5.3
09003,2020-02-27,Hartford,CT,gps_grocery_and_pharmacy,-0.7
09003,2020-02-27,Hartford,CT,gps_parks,33.9
09003,2020-02-27,Hartford,CT,gps_transit_stations,4.9
09003,2020-02-27,Hartford,CT,gps_workplaces,2.1
09003,2020-02-27,Hartford,CT,gps_residential,-0.4
09003,2020-02-27,Hartford,CT,gps_away_from_home,0.7
09005,2020-02-27,Litchfield,CT,gps_retail_and_recreation,5.7
09005,2020-02-27,Litchfield,CT,gps_grocery_and_pharmacy,-2.3
09005,2020-02-27,Litchfield,CT,gps_parks,31
09005,2020-02-27,Litchfield,CT,gps_transit_stations,NA
09005,2020-02-27,Litchfield,CT,gps_workplaces,2.4
09005,2020-02-27,Litchfield,CT,gps_residential,-0.1
09005,2020-02-27,Litchfield,CT,gps_away_from_home,0.4
09009,2020-02-27,New Haven,CT,gps_retail_and_recreation,4.1
09009,2020-02-27,New Haven,CT,gps_grocery_and_pharmacy,0.1
09009,2020-02-27,New Haven,CT,gps_parks,21.3
09009,2020-02-27,New Haven,CT,gps_transit_stations,7
09009,2020-02-27,New Haven,CT,gps_workplaces,2.4
09009,2020-02-27,New Haven,CT,gps_residential,-0.6
09009,2020-02-27,New Haven,CT,gps_away_from_home,1
34003,2020-02-27,Bergen,NJ,gps_retail_and_recreation,0
34003,2020-02-27,Bergen,NJ,gps_grocery_and_pharmacy,0.3
34003,2020-02-27,Bergen,NJ,gps_parks,36.6
34003,2020-02-27,Bergen,NJ,gps_transit_stations,3.1
34003,2020-02-27,Bergen,NJ,gps_workplaces,2
34003,2020-02-27,Bergen,NJ,gps_residential,-0.1
34003,2020-02-27,Bergen,NJ,gps_away_from_home,0.4
34017,2020-02-27,Hudson,NJ,gps_retail_and_recreation,3.1
34017,2020-02-27,Hudson,NJ,gps_grocery_and_pharmacy,-1.6
34017,2020-02-27,Hudson,NJ,gps_parks,14
34017,2020-02-27,Hudson,NJ,gps_transit_stations,4.4
34017,2020-02-27,Hudson,NJ,gps_workplaces,2.1
34017,2020-02-27,Hudson,NJ,gps_residential,0
34017,2020-02-27,Hudson,NJ,gps_away_from_home,0.3
34025,2020-02-27,Monmouth,NJ,gps_retail_and_recreation,4.7
34025,2020-02-27,Monmouth,NJ,gps_grocery_and_pharmacy,-2.6
34025,2020-02-27,Monmouth,NJ,gps_parks,31.7
34025,2020-02-27,Monmouth,NJ,gps_transit_stations,4.7
34025,2020-02-27,Monmouth,NJ,gps_workplaces,2.6
34025,2020-02-27,Monmouth,NJ,gps_residential,0
34025,2020-02-27,Monmouth,NJ,gps_away_from_home,0.3
34027,2020-02-27,Morris,NJ,gps_retail_and_recreation,1.4
34027,2020-02-27,Morris,NJ,gps_grocery_and_pharmacy,0.6
34027,2020-02-27,Morris,NJ,gps_parks,27.1
34027,2020-02-27,Morris,NJ,gps_transit_stations,0
34027,2020-02-27,Morris,NJ,gps_workplaces,2.3
34027,2020-02-27,Morris,NJ,gps_residential,-0.4
34027,2020-02-27,Morris,NJ,gps_away_from_home,0.8
36059,2020-02-27,Nassau,NY,gps_retail_and_recreation,1.4
36059,2020-02-27,Nassau,NY,gps_grocery_and_pharmacy,-1
36059,2020-02-27,Nassau,NY,gps_parks,16.7
36059,2020-02-27,Nassau,NY,gps_transit_stations,-11.7
36059,2020-02-27,Nassau,NY,gps_workplaces,0.9
36059,2020-02-27,Nassau,NY,gps_residential,-0.1
36059,2020-02-27,Nassau,NY,gps_away_from_home,0.5
36103,2020-02-27,Suffolk,NY,gps_retail_and_recreation,0.9
36103,2020-02-27,Suffolk,NY,gps_grocery_and_pharmacy,-0.3
36103,2020-02-27,Suffolk,NY,gps_parks,27.6
36103,2020-02-27,Suffolk,NY,gps_transit_stations,-0.3
36103,2020-02-27,Suffolk,NY,gps_workplaces,0.9
36103,2020-02-27,Suffolk,NY,gps_residential,0
36103,2020-02-27,Suffolk,NY,gps_away_from_home,0.4
36119,2020-02-27,Westchester,NY,gps_retail_and_recreation,2
36119,2020-02-27,Westchester,NY,gps_grocery_and_pharmacy,-4.1
36119,2020-02-27,Westchester,NY,gps_parks,22.4
36119,2020-02-27,Westchester,NY,gps_transit_stations,0.9
36119,2020-02-27,Westchester,NY,gps_workplaces,0.1
36119,2020-02-27,Westchester,NY,gps_residential,0
36119,2020-02-27,Westchester,NY,gps_away_from_home,0.3
09001,2020-02-28,Fairfield,CT,gps_retail_and_recreation,2.1
09001,2020-02-28,Fairfield,CT,gps_grocery_and_pharmacy,-0.6
09001,2020-02-28,Fairfield,CT,gps_parks,29.9
09001,2020-02-28,Fairfield,CT,gps_transit_stations,4.4
09001,2020-02-28,Fairfield,CT,gps_workplaces,2.3
09001,2020-02-28,Fairfield,CT,gps_residential,-0.4
09001,2020-02-28,Fairfield,CT,gps_away_from_home,0.7
09003,2020-02-28,Hartford,CT,gps_retail_and_recreation,6
09003,2020-02-28,Hartford,CT,gps_grocery_and_pharmacy,-0.1
09003,2020-02-28,Hartford,CT,gps_parks,33.4
09003,2020-02-28,Hartford,CT,gps_transit_stations,5.4
09003,2020-02-28,Hartford,CT,gps_workplaces,2.3
09003,2020-02-28,Hartford,CT,gps_residential,-0.4
09003,2020-02-28,Hartford,CT,gps_away_from_home,0.7
09005,2020-02-28,Litchfield,CT,gps_retail_and_recreation,5.1
09005,2020-02-28,Litchfield,CT,gps_grocery_and_pharmacy,-1.4
09005,2020-02-28,Litchfield,CT,gps_parks,30.7
09005,2020-02-28,Litchfield,CT,gps_transit_stations,NA
09005,2020-02-28,Litchfield,CT,gps_workplaces,2.6
09005,2020-02-28,Litchfield,CT,gps_residential,-0.3
09005,2020-02-28,Litchfield,CT,gps_away_from_home,0.5
09009,2020-02-28,New Haven,CT,gps_retail_and_recreation,4.9
09009,2020-02-28,New Haven,CT,gps_grocery_and_pharmacy,1.1
09009,2020-02-28,New Haven,CT,gps_parks,22.3
09009,2020-02-28,New Haven,CT,gps_transit_stations,7.1
09009,2020-02-28,New Haven,CT,gps_workplaces,3
09009,2020-02-28,New Haven,CT,gps_residential,-0.9
09009,2020-02-28,New Haven,CT,gps_away_from_home,1.3
34003,2020-02-28,Bergen,NJ,gps_retail_and_recreation,0.1
34003,2020-02-28,Bergen,NJ,gps_grocery_and_pharmacy,0.9
34003,2020-02-28,Bergen,NJ,gps_parks,36.7
34003,2020-02-28,Bergen,NJ,gps_transit_stations,3.3
34003,2020-02-28,Bergen,NJ,gps_workplaces,2.6
34003,2020-02-28,Bergen,NJ,gps_residential,-0.3
34003,2020-02-28,Bergen,NJ,gps_away_from_home,0.5
34017,2020-02-28,Hudson,NJ,gps_retail_and_recreation,3.6
34017,2020-02-28,Hudson,NJ,gps_grocery_and_pharmacy,-0.9
34017,2020-02-28,Hudson,NJ,gps_parks,14.4
34017,2020-02-28,Hudson,NJ,gps_transit_stations,4.6
34017,2020-02-28,Hudson,NJ,gps_workplaces,2.4
34017,2020-02-28,Hudson,NJ,gps_residential,-0.1
34017,2020-02-28,Hudson,NJ,gps_away_from_home,0.4
34025,2020-02-28,Monmouth,NJ,gps_retail_and_recreation,5
34025,2020-02-28,Monmouth,NJ,gps_grocery_and_pharmacy,-1.7
34025,2020-02-28,Monmouth,NJ,gps_parks,33.3
34025,2020-02-28,Monmouth,NJ,gps_transit_stations,4.6
34025,2020-02-28,Monmouth,NJ,gps_workplaces,2.6
34025,2020-02-28,Monmouth,NJ,gps_residential,-0.1
34025,2020-02-28,Monmouth,NJ,gps_away_from_home,0.4
34027,2020-02-28,Morris,NJ,gps_retail_and_recreation,1.4
34027,2020-02-28,Morris,NJ,gps_grocery_and_pharmacy,0.9
34027,2020-02-28,Morris,NJ,gps_parks,27.4
34027,2020-02-28,Morris,NJ,gps_transit_stations,0.7
34027,2020-02-28,Morris,NJ,gps_workplaces,2.4
34027,2020-02-28,Morris,NJ,gps_residential,-0.6
34027,2020-02-28,Morris,NJ,gps_away_from_home,1
36059,2020-02-28,Nassau,NY,gps_retail_and_recreation,1.6
36059,2020-02-28,Nassau,NY,gps_grocery_and_pharmacy,-0.3
36059,2020-02-28,Nassau,NY,gps_parks,18.7
36059,2020-02-28,Nassau,NY,gps_transit_stations,-9.7
36059,2020-02-28,Nassau,NY,gps_workplaces,3.4
36059,2020-02-28,Nassau,NY,gps_residential,-0.6
36059,2020-02-28,Nassau,NY,gps_away_from_home,1
36103,2020-02-28,Suffolk,NY,gps_retail_and_recreation,0.9
36103,2020-02-28,Suffolk,NY,gps_grocery_and_pharmacy,0.3
36103,2020-02-28,Suffolk,NY,gps_parks,27.7
36103,2020-02-28,Suffolk,NY,gps_transit_stations,0.7
36103,2020-02-28,Suffolk,NY,gps_workplaces,3
36103,2020-02-28,Suffolk,NY,gps_residential,-0.4
36103,2020-02-28,Suffolk,NY,gps_away_from_home,0.8
36119,2020-02-28,Westchester,NY,gps_retail_and_recreation,2.3
36119,2020-02-28,Westchester,NY,gps_grocery_and_pharmacy,-3.6
36119,2020-02-28,Westchester,NY,gps_parks,23.6
36119,2020-02-28,Westchester,NY,gps_transit_stations,1.4
36119,2020-02-28,Westchester,NY,gps_workplaces,2.4
36119,2020-02-28,Westchester,NY,gps_residential,-0.4
36119,2020-02-28,Westchester,NY,gps_away_from_home,0.7
09001,2020-02-29,Fairfield,CT,gps_retail_and_recreation,2.1
09001,2020-02-29,Fairfield,CT,gps_grocery_and_pharmacy,-0.4
09001,2020-02-29,Fairfield,CT,gps_parks,22
09001,2020-02-29,Fairfield,CT,gps_transit_stations,3.9
09001,2020-02-29,Fairfield,CT,gps_workplaces,2
09001,2020-02-29,Fairfield,CT,gps_residential,-0.4
09001,2020-02-29,Fairfield,CT,gps_away_from_home,0.7
09003,2020-02-29,Hartford,CT,gps_retail_and_recreation,6.1
09003,2020-02-29,Hartford,CT,gps_grocery_and_pharmacy,0
09003,2020-02-29,Hartford,CT,gps_parks,25
09003,2020-02-29,Hartford,CT,gps_transit_stations,5.3
09003,2020-02-29,Hartford,CT,gps_workplaces,2.3
09003,2020-02-29,Hartford,CT,gps_residential,-0.6
09003,2020-02-29,Hartford,CT,gps_away_from_home,1
09005,2020-02-29,Litchfield,CT,gps_retail_and_recreation,4
09005,2020-02-29,Litchfield,CT,gps_grocery_and_pharmacy,-1.3
09005,2020-02-29,Litchfield,CT,gps_parks,20.1
09005,2020-02-29,Litchfield,CT,gps_transit_stations,NA
09005,2020-02-29,Litchfield,CT,gps_workplaces,2.1
09005,2020-02-29,Litchfield,CT,gps_residential,-0.3
09005,2020-02-29,Litchfield,CT,gps_away_from_home,0.5
09009,2020-02-29,New Haven,CT,gps_retail_and_recreation,5.3
09009,2020-02-29,New Haven,CT,gps_grocery_and_pharmacy,1.7
09009,2020-02-29,New Haven,CT,gps_parks,17.3
09009,2020-02-29,New Haven,CT,gps_transit_stations,6.1
09009,2020-02-29,New Haven,CT,gps_workplaces,2.9
09009,2020-02-29,New Haven,CT,gps_residential,-0.9
09009,2020-02-29,New Haven,CT,gps_away_from_home,1.3
34003,2020-02-29,Bergen,NJ,gps_retail_and_recreation,0.1
34003,2020-02-29,Bergen,NJ,gps_grocery_and_pharmacy,1.1
34003,2020-02-29,Bergen,NJ,gps_parks,26.7
34003,2020-02-29,Bergen,NJ,gps_transit_stations,2.4
34003,2020-02-29,Bergen,NJ,gps_workplaces,2.9
34003,2020-02-29,Bergen,NJ,gps_residential,-0.3
34003,2020-02-29,Bergen,NJ,gps_away_from_home,0.5
34017,2020-02-29,Hudson,NJ,gps_retail_and_recreation,3.6
34017,2020-02-29,Hudson,NJ,gps_grocery_and_pharmacy,-0.9
34017,2020-02-29,Hudson,NJ,gps_parks,8.6
34017,2020-02-29,Hudson,NJ,gps_transit_stations,2.7
34017,2020-02-29,Hudson,NJ,gps_workplaces,2.1
34017,2020-02-29,Hudson,NJ,gps_residential,-0.1
34017,2020-02-29,Hudson,NJ,gps_away_from_home,0.4
34025,2020-02-29,Monmouth,NJ,gps_retail_and_recreation,4.7
34025,2020-02-29,Monmouth,NJ,gps_grocery_and_pharmacy,-1.7
34025,2020-02-29,Monmouth,NJ,gps_parks,24.6
34025,2020-02-29,Monmouth,NJ,gps_transit_stations,3.3
34025,2020-02-29,Monmouth,NJ,gps_workplaces,2.6
34025,2020-02-29,Monmouth,NJ,gps_residential,-0.3
34025,2020-02-29,Monmouth,NJ,gps_away_from_home,0.7
34027,2020-02-29,Morris,NJ,gps_retail_and_recreation,1.3
34027,2020-02-29,Morris,NJ,gps_grocery_and_pharmacy,1
34027,2020-02-29,Morris,NJ,gps_parks,19.1
