date,state,Total Private,Goods Producing,Private Service Providing,Construction,Manufacturing,"Trade, Transportation, and Utilities",Financial Activities,Professional and Business Services,Private Education and Health Services,Leisure and Hospitality,Other Services,Information
2021-06-01,New York,37.845268280067515,39.14803138781511,37.66071017313661,43.94654216801873,34.31695152991779,30.788634779768064,53.42414377688246,47.236019015081396,31.212032789786033,24.11197385256166,34.816344054554364,57.11530591550063
2021-07-01,New York,38.08202103197719,38.58195623958877,38.01681209185394,43.26613177177546,33.94125333415091,30.800356051547766,53.68869403480803,48.15680228101911,31.713281213273245,24.007758122042702,34.669419832193846,58.351133253620304
2021-08-01,New York,38.34834003000745,39.043017007624336,38.250651080030075,44.2313856842005,33.73525072552028,30.652621637345323,54.423599465173325,48.46457351655343,31.57523949824276,24.05319034998486,35.070333041877745,58.884728180806796
2021-09-01,New York,37.88662625893438,38.67480628654971,37.78945337881742,44.0085177063028,33.79456830734244,30.58786326348278,52.980813637102024,47.312395630279404,31.818719744964266,24.573941682910984,35.338537402534115,57.58032996263808
2021-10-01,New York,38.0514304217599,39.45038006961872,37.868490852424515,44.87400024285599,34.371116732777466,30.583191532421278,53.569010361855426,47.86560025904639,31.497889379098197,25.24566056828301,35.1459196146685,58.28239456002591
2021-11-01,New York,37.889046825103364,39.261760664224006,37.70673326834515,45.02072419240982,34.092635113785335,30.36056936367609,53.98626145416653,47.66963292883795,31.229239839994623,24.98768160274295,35.67983549026858,58.30816518202292
2021-12-01,New York,38.20524783992724,39.430395028043044,38.04404426254358,44.696378555909256,34.40084341367288,30.639426608054166,54.04618604416149,47.952690819059164,31.56366045172048,26.125726441311706,36.19557657521095,58.1085161942297
2022-01-01,New York,38.52936228195253,38.763195653043,38.49747591316747,44.29016624245413,33.86332364973814,31.01480803827241,55.34410742127637,48.50979571167762,31.46121720126331,25.06268586506043,35.84027851441212,57.58678202582588
2022-02-01,New York,37.61913252820014,38.28655166345123,37.534380891977776,43.77422010884905,33.233235353693,30.086830858937873,53.95501041006007,47.037158103409915,30.955535130217065,25.04410850370744,35.11895925964051,57.7158642674273
2022-03-01,New York,37.15192824171213,38.00960226080571,37.03687440988249,43.3752945997692,33.10412524916072,30.03950954678976,52.4959256320814,46.74323404060008,30.55202207039446,24.97714094628619,34.693960016261016,55.30951479227864
2022-04-01,New York,36.860596593032064,38.14594923013441,36.69474463985756,43.4013829963513,32.797223740256875,29.884448812629756,51.25861927799312,46.10684298251029,30.537490878254346,25.074742170569333,34.725252695910406,55.59150155467687
2022-05-01,New York,36.995833955821155,38.25447638265054,36.82044935536132,43.371580019596244,32.67311939154646,29.53683006567651,51.336104228713346,46.724520910740104,30.630404633249587,25.16253179538422,34.47854910216238,55.34931655688246
2022-06-01,New York,36.004945390303874,37.39875084904126,35.82181766579823,42.56702218508941,32.09822060085016,28.639141360188017,50.06508512734822,45.456370727289546,29.859992856892305,24.600157658591343,33.68532754656573,54.05320001658222
2022-07-01,New York,36.4232881339667,38.015339954896604,36.2089734657646,43.29156297682454,32.65747324984406,29.054945731970637,50.67011083921117,45.924571757593206,30.493915647041888,24.350228491914976,32.698295091406365,54.50736394606785
2022-08-01,New York,36.14229641215527,37.568028026046996,35.95898806179776,43.38297625127682,32.06877751532176,28.901616573033714,50.94953760214506,45.2771625383044,30.072753255873348,24.5836865423902,32.82237851123596,53.42420033197141
2022-09-01,New York,36.378138205683705,37.465721549636804,36.225673250923926,43.381361794316305,31.88550420542883,28.998834395310315,50.984280871670705,46.044416337453804,30.269375684975156,25.28885382948898,33.44064674397859,52.72238135593221
2022-10-01,New York,36.91380634858018,37.77651559785962,36.802161622202846,43.42979856078488,32.61040962276276,29.00732981694863,51.98584440952095,47.00242980485973,30.570355986231377,26.063968848818785,33.20923133696848,53.853356196196444
2022-11-01,New York,36.504895690134134,37.77101998571315,36.33270278593539,43.52428878482419,32.43303995555203,28.786601984284466,51.27296947376776,46.36040720692119,30.133758234780537,26.335385348043495,33.73968022858957,53.936894991666
2022-12-01,New York,36.7394609955141,37.709746622905946,36.608068150138124,43.90542463948095,32.05985427173885,28.73460456953139,51.910281065463664,46.7152101021365,30.543782978939095,26.52114048204374,34.07117552018653,53.84074517829536
2023-01-01,New York,37.02293238116492,36.88254206335986,37.04298814085136,42.879214209604875,31.637960905356262,28.90034970815745,53.268097727179864,47.010700705011146,30.45467108385641,25.86190211566206,34.34548846302542,56.015736804221895
2023-02-01,New York,36.62050047761474,37.21002558762273,36.54056486947807,43.57489838550556,31.644508871106655,29.116545263784275,52.23791991731784,46.292709062152554,29.945877198202286,25.75924972204388,33.8727139479165,55.0356662021015
2023-03-01,New York,36.5,37.16,36.42,43.18,31.56,28.91,52.35,46,30.11,26.22,34.04,52.23
